timestamp,time_utc_usec,lat,lon,delta_lat_lon[0],delta_lat_lon[1],alt,delta_alt,vel_n,vel_e,vel_d,pos_d_deriv,yaw,eph,epv,evh,evv,terrain_alt,pressure_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
2488572441,0,47.3977411945,8.54560678638,0.0,0.0,21.1594,0.0,-0.016155,0.0359917,-0.004922,-0.004922,-0.0940523,0.317154,0.119673,0.0,0.0,21.1617,16.4107,0,0,1,0
2488772823,0,47.3977409867,8.54560647605,0.0,0.0,21.1588,0.0,-0.0108404,0.0480037,0.000414908,0.000414908,-0.0918525,0.311827,0.119714,0.0,0.0,21.1607,17.2446,0,0,1,0
2488972954,0,47.3977411814,8.54560595808,0.0,0.0,21.1575,0.0,-0.0097139,0.0442983,0.00301605,0.00301605,-0.0887531,0.245328,0.119692,0.0,0.0,21.1598,17.7447,0,0,1,0
2489183231,0,47.3977412742,8.54560571801,0.0,0.0,21.1561,0.0,-0.00302465,0.0591419,0.010319,0.010319,-0.0860318,0.130564,0.129808,0.0,0.0,21.1589,18.3287,0,0,1,0
2489383555,0,47.3977411172,8.54560543061,0.0,0.0,21.1554,0.0,-0.00126339,0.0596687,0.00805266,0.00805266,-0.0822981,0.12267,0.129961,0.0,0.0,21.1581,16.828,0,0,1,0
2489583911,0,47.3977410595,8.54560543322,0.0,0.0,21.1538,0.0,0.00106146,0.0548331,0.00638866,0.00638866,-0.0800373,0.148223,0.129964,0.0,0.0,21.1569,16.6607,0,0,1,0
2489784406,0,47.3977411196,8.54560595545,0.0,0.0,21.1527,0.0,0.00434141,0.0626772,0.00234878,0.00234878,-0.0772662,0.265766,0.130118,0.0,0.0,21.1557,16.3274,0,0,1,0
2489984747,0,47.3977412817,8.54560676627,0.0,0.0,21.1525,0.0,0.00252034,0.0452348,0.00949032,0.00949032,-0.0753831,0.254758,0.130025,0.0,0.0,21.1547,16.9113,0,0,1,0
2490194885,0,47.3977408295,8.54560637607,0.0,0.0,21.1503,0.0,0.00519449,0.0489165,0.0132073,0.0132073,-0.0734754,0.268534,0.13937,0.0,0.0,21.1537,17.0786,0,0,1,0
2490395234,0,47.3977410785,8.54560527774,0.0,0.0,21.149,0.0,0.00751085,0.0408476,0.0114413,0.0114413,-0.0718212,0.25933,0.13937,0.0,0.0,21.1525,16.578,0,0,1,0
2490595628,0,47.3977410973,8.54560522329,0.0,0.0,21.1472,0.0,0.00464443,0.0300022,0.00406388,0.00406388,-0.0711145,0.133668,0.13925,0.0,0.0,21.1511,16.4107,0,0,1,0
2490795946,0,47.3977405067,8.54560657456,0.0,0.0,21.147,0.0,0.00825018,0.0292192,0.00590519,0.00590519,-0.0703278,0.273927,0.129915,0.0,0.0,21.15,16.9113,0,0,1,0
2490996349,0,47.3977402432,8.54560681484,0.0,0.0,21.1457,0.0,0.00385167,0.018084,0.0124409,0.0124409,-0.0708862,0.277907,0.130111,0.0,0.0,21.1491,17.0786,0,0,1,0
2491196714,0,47.3977397678,8.54560658306,0.0,0.0,21.1302,0.0,0.165718,0.0148346,-0.0428059,-0.0428059,-0.0706556,0.236191,0.263817,0.0,0.0,21.1483,17.9113,0,0,1,0
2491406875,0,47.3977399328,8.54560619901,0.0,0.0,21.0533,0.0,0.238755,-0.125853,-0.0186858,-0.0186858,-0.0719673,0.180597,0.355002,0.0,0.0,21.1475,19.1634,0,0,1,0
2491607211,0,47.3977397949,8.54560606904,0.0,0.0,20.945,0.0,0.307298,-0.192034,0.028776,0.028776,-0.0759872,0.257406,0.424367,0.0,0.0,21.147,18.2453,0,0,1,0
2491807485,0,47.397739475,8.54560524135,0.0,0.0,20.8301,0.0,0.348673,-0.328913,0.0982431,0.0982431,-0.0869222,0.271846,0.480785,0.0,0.0,21.1466,17.4946,0,0,1,0
2492007649,0,47.3977390693,8.54560357554,0.0,0.0,20.7074,0.0,0.352941,-0.452194,0.130105,0.130105,-0.102162,0.272819,0.525193,0.0,0.0,21.1463,16.9113,0,0,1,0
2492208006,0,47.3977391947,8.54560311742,0.0,0.0,20.5202,0.0,0.335413,-0.452959,0.192547,0.192547,-0.118053,0.278612,0.565471,0.0,0.0,21.146,18.9954,0,0,1,0
2492418401,0,47.397740421,8.54560487685,0.0,0.0,20.2228,0.0,0.261474,-0.378779,0.229578,0.229578,-0.136261,0.181819,0.598984,0.0,0.0,21.1456,19.8296,0,0,1,0
2492618760,0,47.3977410792,8.54560637841,0.0,0.0,19.9006,0.0,0.170685,-0.255802,0.289847,0.289847,-0.154603,0.179368,0.619839,0.0,0.0,21.1453,15.9947,0,0,1,0
2492819179,0,47.3977402785,8.54560452645,0.0,0.0,19.5855,0.0,0.122596,-0.200748,0.210739,0.210739,-0.17439,0.285266,0.633031,0.0,0.0,21.1451,17.0786,0,0,1,0
2493019441,0,47.3977408499,8.54560459669,0.0,0.0,19.3494,0.0,0.10023,-0.178082,0.136039,0.136039,-0.189729,0.288434,0.64614,0.0,0.0,21.1449,16.4947,0,0,1,0
2493219836,0,47.3977403782,8.54560380658,0.0,0.0,19.1663,0.0,0.0564961,-0.160527,0.132541,0.132541,-0.207287,0.174251,0.654791,0.0,0.0,21.1448,16.828,0,0,1,0
2493430000,0,47.3977403691,8.54560319842,0.0,0.0,18.9686,0.0,0.0183029,-0.134574,0.18241,0.18241,-0.219901,0.179796,0.664751,0.0,0.0,21.1447,18.7454,0,0,1,0
2493630556,0,47.397740731,8.54560276971,0.0,0.0,19.0025,0.0,-0.00435934,-0.112779,0.25485,0.25485,-0.228148,0.26852,0.666432,0.0,0.0,21.1448,17.7447,0,0,1,0
2493830760,0,47.3977409311,8.54560170373,0.0,0.0,18.9126,0.0,-0.039117,-0.0253971,0.285532,0.285532,-0.233594,0.219093,0.6712,0.0,0.0,21.1447,19.4128,0,0,1,0
2494031220,0,47.3977408089,8.54560137562,0.0,0.0,18.8685,0.0,-0.0932269,0.0781166,0.300723,0.300723,-0.236634,0.160375,0.673126,0.0,0.0,21.1447,20.5804,0,0,1,0
2494231474,0,47.3977408028,8.54560097687,0.0,0.0,18.8658,0.0,-0.146329,0.15429,0.237317,0.237317,-0.240075,0.302127,0.679815,0.0,0.0,21.1448,17.0786,0,0,1,0
2494431641,0,47.3977412956,8.54560057273,0.0,0.0,18.8729,0.0,-0.136797,0.160552,0.144116,0.144116,-0.24229,0.175011,0.671997,0.0,0.0,21.1448,17.7447,0,0,1,0
2494642172,0,47.3977415597,8.54560037404,0.0,0.0,18.8164,0.0,-0.132179,0.155081,0.166859,0.166859,-0.245641,0.228835,0.673625,0.0,0.0,21.1448,17.4113,0,0,1,0
2494842448,0,47.3977418069,8.54560011353,0.0,0.0,18.8023,0.0,-0.145829,0.174808,0.218864,0.218864,-0.250321,0.188952,0.670915,0.0,0.0,21.1448,18.7454,0,0,1,0
2495042714,0,47.3977419997,8.54560013289,0.0,0.0,18.8798,0.0,-0.216257,0.217071,0.29369,0.29369,-0.254503,0.319556,0.67013,0.0,0.0,21.1447,17.7447,0,0,1,0
2495242978,0,47.3977423565,8.54559986101,0.0,0.0,18.7772,0.0,-0.259754,0.270923,0.355865,0.355865,-0.261202,0.316006,0.673494,0.0,0.0,21.1447,17.0786,0,0,1,0
2495453256,0,47.3977426147,8.54559974925,0.0,0.0,18.7255,0.0,-0.273631,0.303005,0.203127,0.203127,-0.268895,0.290542,0.675589,0.0,0.0,21.1447,17.828,0,0,1,0
2495653679,0,47.3977430673,8.54559910928,0.0,0.0,18.8251,0.0,-0.221713,0.412503,0.116646,0.116646,-0.277287,0.236598,0.672906,0.0,0.0,21.1447,17.4113,0,0,1,0
2495854058,0,47.3977425948,8.5455987883,0.0,0.0,18.833,0.0,-0.195189,0.546837,0.162651,0.162651,-0.289658,0.240934,0.675959,0.0,0.0,21.1447,17.7447,0,0,1,0
2496054458,0,47.3977423494,8.54559773563,0.0,0.0,18.969,0.0,-0.197193,0.61965,0.216011,0.216011,-0.30395,0.176498,0.677096,0.0,0.0,21.1447,18.8287,0,0,1,0
2496254807,0,47.3977431749,8.54559749266,0.0,0.0,19.1842,0.0,-0.195183,0.647967,0.30716,0.30716,-0.320867,0.225353,0.681155,0.0,0.0,21.1446,19.4962,0,0,1,0
2496454941,0,47.3977431738,8.5455981244,0.0,0.0,19.3569,0.0,-0.243267,0.684461,0.440916,0.440916,-0.336096,0.202778,0.67651,0.0,0.0,21.1446,19.0788,0,0,1,0
2496655258,0,47.3977434287,8.54559851068,0.0,0.0,19.2589,0.0,-0.28554,0.69229,0.598027,0.598027,-0.347591,0.22962,0.678382,0.0,0.0,21.1446,18.2453,0,0,1,0
2496865803,0,47.3977444461,8.54559864547,0.0,0.0,19.2371,0.0,-0.323888,0.700777,0.591801,0.591801,-0.360588,0.226352,0.677289,0.0,0.0,21.1445,18.2453,0,0,1,0
2497066004,0,47.397744199,8.54559821965,0.0,0.0,19.1603,0.0,-0.363703,0.712303,0.56737,0.56737,-0.37394,0.237329,0.677389,0.0,0.0,21.1445,18.9121,0,0,1,0
2497266378,0,47.3977443446,8.54559766573,0.0,0.0,19.2168,0.0,-0.37496,0.715985,0.354903,0.354903,-0.38446,0.226382,0.673716,0.0,0.0,21.1445,18.5793,0,0,1,0
2497466581,0,47.3977431998,8.54559640567,0.0,0.0,19.297,0.0,-0.396343,0.712157,0.104296,0.104296,-0.392721,0.247576,0.678459,0.0,0.0,21.1445,17.5786,0,0,1,0
2497667061,0,47.3977439659,8.5455976589,0.0,0.0,19.2053,0.0,-0.402328,0.775915,0.167587,0.167587,-0.399761,0.331287,0.672452,0.0,0.0,21.1445,17.6613,0,0,1,0
2497867302,0,47.3977443614,8.54559677461,0.0,0.0,19.1369,0.0,-0.445349,0.820504,0.167591,0.167591,-0.404308,0.236998,0.673751,0.0,0.0,21.1445,16.9113,0,0,1,0
2498077660,0,47.3977430586,8.54559615062,0.0,0.0,19.008,0.0,-0.43126,0.914417,0.11429,0.11429,-0.407517,0.125426,0.673742,0.0,0.0,21.1445,17.1613,0,0,1,0
2498278006,0,47.3977442018,8.54559624834,0.0,0.0,19.0997,0.0,-0.33355,1.00794,-0.0176141,-0.0176141,-0.41032,0.124088,0.674129,0.0,0.0,21.1445,17.6613,0,0,1,0
2498478502,0,47.3977440593,8.54559744195,0.0,0.0,19.1,0.0,-0.319651,1.05651,0.0273163,0.0273163,-0.411416,0.347154,0.685821,0.0,0.0,21.1445,18.2453,0,0,1,0
2498678506,0,47.3977440193,8.54559685756,0.0,0.0,19.2132,0.0,-0.317545,1.04945,0.0372863,0.0372863,-0.411963,0.227689,0.680345,0.0,0.0,21.1445,18.5793,0,0,1,0
2498878970,0,47.3977444553,8.54559702586,0.0,0.0,19.4262,0.0,-0.340416,1.0666,0.148686,0.148686,-0.411662,0.23806,0.680094,0.0,0.0,21.1444,17.9953,0,0,1,0
2499089220,0,47.3977444962,8.54559683106,0.0,0.0,19.3998,0.0,-0.388465,1.07536,0.282602,0.282602,-0.411004,0.141235,0.682813,0.0,0.0,21.1444,18.162,0,0,1,0
2499289597,0,47.3977442372,8.54559676257,0.0,0.0,19.304,0.0,-0.426331,1.10822,0.281691,0.281691,-0.410906,0.259355,0.679072,0.0,0.0,21.1444,18.9954,0,0,1,0
2499489978,0,47.397743225,8.54559921717,0.0,0.0,19.124,0.0,-0.452122,1.18381,0.196706,0.196706,-0.411931,0.151416,0.679722,0.0,0.0,21.1445,18.2453,0,0,1,0
2499690353,0,47.3977416066,8.54560106128,0.0,0.0,19.1761,0.0,-0.44117,1.2761,0.0536686,0.0536686,-0.414938,0.131571,0.680988,0.0,0.0,21.1445,18.4954,0,0,1,0
2499900575,0,47.3977441794,8.54559780942,0.0,0.0,19.2901,0.0,-0.346917,1.23692,0.104663,0.104663,-0.419136,0.125176,0.678964,0.0,0.0,21.1444,18.0793,0,0,1,0
2500100838,0,47.3977438871,8.54559924441,0.0,0.0,19.0936,0.0,-0.36852,1.20256,0.184696,0.184696,-0.422901,0.131002,0.680503,0.0,0.0,21.1445,17.0786,0,0,1,0
2500301150,0,47.3977435078,8.54559930868,0.0,0.0,18.9624,0.0,-0.411732,1.17982,0.106359,0.106359,-0.42645,0.35011,0.682759,0.0,0.0,21.1445,20.2464,0,0,1,0
2500501540,0,47.3977416008,8.54559549618,0.0,0.0,18.9947,0.0,-0.441285,1.06481,-0.0485195,-0.0485195,-0.428872,0.179026,0.677743,0.0,0.0,21.1445,18.6627,0,0,1,0
2500701807,0,47.3977412228,8.54559736123,0.0,0.0,18.9047,0.0,-0.352871,1.02122,-0.147584,-0.147584,-0.429047,0.149788,0.674984,0.0,0.0,21.1445,17.5786,0,0,1,0
2500912056,0,47.397741887,8.54559623556,0.0,0.0,18.9635,0.0,-0.337933,1.04899,-0.131143,-0.131143,-0.426185,0.156828,0.678446,0.0,0.0,21.1445,16.9946,0,0,1,0
2501112475,0,47.3977412631,8.54559735531,0.0,0.0,19.0458,0.0,-0.307245,1.23249,-0.115277,-0.115277,-0.425152,0.149391,0.679513,0.0,0.0,21.1445,17.5786,0,0,1,0
2501312726,0,47.3977404123,8.54559644482,0.0,0.0,19.101,0.0,-0.303974,1.32598,-0.0602349,-0.0602349,-0.424388,0.158936,0.687363,0.0,0.0,21.1445,18.412,0,0,1,0
2501512919,0,47.3977402464,8.54559768035,0.0,0.0,19.1649,0.0,-0.320927,1.35134,0.0355726,0.0355726,-0.421949,0.179776,0.682269,0.0,0.0,21.1445,18.162,0,0,1,0
2501723218,0,47.3977402526,8.54559929944,0.0,0.0,19.279,0.0,-0.322582,1.34492,0.0964018,0.0964018,-0.416385,0.30558,0.684665,0.0,0.0,21.1444,20.3303,0,0,1,0
2501923515,0,47.3977400911,8.54559975755,0.0,0.0,19.3497,0.0,-0.270372,1.31679,0.161303,0.161303,-0.407834,0.282507,0.684476,0.0,0.0,21.1444,19.1634,0,0,1,0
2502123648,0,47.3977401024,8.54559992569,0.0,0.0,19.4787,0.0,-0.254757,1.30025,0.214482,0.214482,-0.397292,0.146365,0.683583,0.0,0.0,21.1444,21.248,0,0,1,0
2502324110,0,47.3977396931,8.5456004696,0.0,0.0,19.517,0.0,-0.25127,1.29085,0.325192,0.325192,-0.391968,0.287186,0.684217,0.0,0.0,21.1444,18.5793,0,0,1,0
2502534463,0,47.3977393338,8.5455999454,0.0,0.0,19.5555,0.0,-0.225376,1.27505,0.339597,0.339597,-0.390864,0.212629,0.682057,0.0,0.0,21.1444,18.9954,0,0,1,0
2502734829,0,47.3977418371,8.54559859117,0.0,0.0,19.449,0.0,-0.136927,1.25375,0.424379,0.424379,-0.395733,0.314656,0.678449,0.0,0.0,21.1444,17.5786,0,0,1,0
2502934980,0,47.3977393284,8.54559972616,0.0,0.0,19.3193,0.0,-0.162879,1.21302,0.334372,0.334372,-0.401853,0.202685,0.674437,0.0,0.0,21.1444,18.6627,0,0,1,0
2503135241,0,47.3977399764,8.54560140111,0.0,0.0,19.3487,0.0,-0.100412,1.22633,0.238286,0.238286,-0.412006,0.288869,0.676591,0.0,0.0,21.1444,18.2453,0,0,1,0
2503345620,0,47.3977382296,8.54560251769,0.0,0.0,19.2724,0.0,-0.110715,1.19674,0.225954,0.225954,-0.426898,0.317454,0.681275,0.0,0.0,21.1444,17.828,0,0,1,0
2503546023,0,47.3977428655,8.5455968384,0.0,0.0,19.37,0.0,0.0187224,1.102,0.184339,0.184339,-0.442684,0.20369,0.676799,0.0,0.0,21.1444,21.164,0,0,1,0
2503746432,0,47.3977389149,8.5456010986,0.0,0.0,19.4924,0.0,0.00906829,1.24829,0.199464,0.199464,-0.456668,0.210232,0.680967,0.0,0.0,21.1444,18.4954,0,0,1,0
2503946734,0,47.3977379775,8.54560156,0.0,0.0,19.371,0.0,0.00317233,1.23969,0.319268,0.319268,-0.463136,0.230232,0.681059,0.0,0.0,21.1444,17.4113,0,0,1,0
2504146870,0,47.3977391392,8.54560120098,0.0,0.0,19.2881,0.0,0.0336268,1.13547,0.197266,0.197266,-0.454042,0.202457,0.683782,0.0,0.0,21.1444,17.4946,0,0,1,0
2504357171,0,47.3977417754,8.5455984597,0.0,0.0,19.246,0.0,0.0343946,0.921147,0.05883,0.05883,-0.4349,0.207046,0.678065,0.0,0.0,21.1444,21.248,0,0,1,0
2504557349,0,47.3977428413,8.54560134069,0.0,0.0,19.1843,0.0,0.00582103,0.812021,0.0382727,0.0382727,-0.413445,0.322383,0.679426,0.0,0.0,21.1444,16.578,0,0,1,0
2504757653,0,47.3977383681,8.54560204136,0.0,0.0,19.0903,0.0,-0.113411,0.73967,-0.000141355,-0.000141355,-0.392547,0.317963,0.684993,0.0,0.0,21.1444,17.9953,0,0,1,0
2504958050,0,47.3977374256,8.54560191238,0.0,0.0,19.2672,0.0,-0.110771,0.647194,-0.0310343,-0.0310343,-0.374986,0.227902,0.679596,0.0,0.0,21.1444,21.9149,0,0,1,0
2505168415,0,47.3977365541,8.54560072583,0.0,0.0,19.3462,0.0,-0.0717338,0.620773,0.0282284,0.0282284,-0.363821,0.261969,0.679315,0.0,0.0,21.1444,18.162,0,0,1,0
2505368710,0,47.3977412297,8.54560110875,0.0,0.0,19.3272,0.0,0.0357385,0.615194,0.0379853,0.0379853,-0.35919,0.237812,0.678777,0.0,0.0,21.1444,17.4113,0,0,1,0
2505569049,0,47.3977387564,8.54560154968,0.0,0.0,19.2138,0.0,-0.051659,0.636152,-0.0398187,-0.0398187,-0.362643,0.331658,0.675969,0.0,0.0,21.1444,18.3287,0,0,1,0
2505779386,0,47.3977372505,8.54559940821,0.0,0.0,19.2682,0.0,-0.110726,0.576142,0.00975637,0.00975637,-0.376209,0.256375,0.679645,0.0,0.0,21.1444,17.1613,0,0,1,0
2505979663,0,47.3977375335,8.54559998926,0.0,0.0,19.2756,0.0,-0.0808909,0.622603,-0.0616121,-0.0616121,-0.398772,0.257729,0.679433,0.0,0.0,21.1444,20.8305,0,0,1,0
2506180040,0,47.3977375521,8.54560082322,0.0,0.0,19.2616,0.0,-0.0663013,0.627614,0.178144,0.178144,-0.432556,0.130129,0.675086,0.0,0.0,21.1444,18.9121,0,0,1,0
