timestamp,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],n_states,vibe[0],vibe[1],vibe[2],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],control_mode_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,time_slip,gps_check_fail_flags,filter_fault_flags,innovation_check_flags,solution_status_flags,nan_flags,health_flags,timeout_flags
2488572441,-0.226463,0.94647,12.8285,-0.0149683,0.0225158,-0.00450306,-0.0140823,0.017989,-0.00869746,12.8246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0502934,0.0502934,0.0143216,0.00167583,0.00167583,0.0539958,0.000101246,0.000101212,0.000106806,0.000815929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.309156,0.108533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4,90
2488772823,-0.249296,0.923507,12.8278,-0.0115197,0.0516671,-0.000187074,-0.0143848,0.0184615,-0.00869676,12.8254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0486181,0.0486181,0.0143314,0.00167579,0.00167579,0.0539962,0.000101245,0.000101211,0.000106806,0.00081592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.303683,0.108569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4,90
2488972954,-0.224903,0.881229,12.8293,-0.0108593,0.0372647,0.00213149,-0.0145459,0.0191217,-0.0087209,12.8264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0300929,0.0300929,0.0143261,0.00167491,0.00167491,0.053996,0.000101243,0.00010121,0.000106805,0.000815848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.234901,0.108526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4,90
2489183231,-0.238014,0.852766,12.8295,-0.00159089,0.0678234,0.0110363,-0.014676,0.0197709,-0.00874571,12.8272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.00852352,0.00852352,0.0168501,0.00177562,0.00177562,0.0541086,0.000101252,0.000101219,0.000106815,0.000815786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.332338,0.119594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4,90
2489383555,-0.240608,0.837498,12.8316,-0.00272255,0.0545241,0.00722348,-0.0147694,0.0204496,-0.00877932,12.828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.00752398,0.00752398,0.0168899,0.00177716,0.00177716,0.0541104,0.000101251,0.000101218,0.000106814,0.000815733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.236153,0.119759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4,90
2489583911,-0.241363,0.852023,12.8324,0.00350634,0.061338,0.00536216,-0.0148219,0.0212413,-0.00881704,12.8292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.010985,0.010985,0.0168906,0.00177732,0.00177732,0.0541104,0.00010125,0.000101217,0.000106814,0.000815687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.130111,0.119636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4,90
2489784406,-0.233636,0.886594,12.8361,0.00336718,0.0637505,0.0020905,-0.0148562,0.0218158,-0.0088479,12.8306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0353157,0.0353157,0.0169308,0.00177926,0.00177926,0.0541122,0.000101249,0.000101216,0.000106813,0.000815622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.256123,0.119864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4,90
2489984747,-0.220567,0.944073,12.8341,0.0013354,0.0442935,0.0113527,-0.0148533,0.0225296,-0.00887879,12.8314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0324508,0.0324508,0.0169064,0.00177795,0.00177795,0.054111,0.000101248,0.000101215,0.000106813,0.000815606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.244736,0.119786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4,90
2490194885,-0.268655,0.91491,12.8398,0.00740796,0.0547844,0.0133422,-0.0148437,0.0230741,-0.00891335,12.8326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0360553,0.0360553,0.019424,0.00187822,0.00187822,0.054223,0.000101257,0.000101224,0.000106822,0.000815533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.259026,0.12985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4,90
2490395234,-0.236469,0.82772,12.8409,0.0064317,0.0408789,0.0098763,-0.014822,0.0235762,-0.00893653,12.8338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0336261,0.0336261,0.0194239,0.0018786,0.0018786,0.054223,0.000101256,0.000101223,0.000106821,0.000815486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.24948,0.129857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,36,90
