timestamp,ref_timestamp,ref_lat,ref_lon,surface_bottom_timestamp,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,yaw,ref_alt,dist_bottom,dist_bottom_rate,eph,epv,evh,evv,estimator_type,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,xy_global,z_global,dist_bottom_valid
2488572441,4617871,47.3977432251,8.54559421539,2488572441,-0.225789,0.946198,0.00228069,0.0,0.0,0.0,-0.016155,0.0359917,-0.004922,-0.004922,0.0,0.0,0.0,0.0,0.0,0.0,-0.0940523,33.986,-0.00228069,0.004922,0.317154,0.119673,0.0,0.0,0,1,1,1,1,0,0,0,0,1,1,1
2488672661,4617871,47.3977432251,8.54559421539,2488672661,-0.244442,0.925372,0.00196177,0.0,0.0,0.0,-0.016789,0.0372774,-0.00513018,-0.00513018,0.0,0.0,0.0,0.0,0.0,0.0,-0.0936134,33.986,-0.00196177,0.00513018,0.217068,0.119776,0.0,0.0,0,1,1,1,1,0,0,0,0,1,1,1
2488782824,4617871,47.3977432251,8.54559421539,2488782824,-0.249026,0.923119,0.00206608,0.0,0.0,0.0,-0.0113873,0.0481597,0.000428135,0.000428135,0.0,0.0,0.0,0.0,0.0,0.0,-0.0915982,33.986,-0.00206608,-0.000428135,0.319755,0.129928,0.0,0.0,0,1,1,1,1,0,0,0,0,1,1,1
2488882856,4617871,47.3977432251,8.54559421539,2488882856,-0.254162,0.918643,0.00208275,0.0,0.0,0.0,-0.0106374,0.0497821,-0.00267565,-0.00267565,0.0,0.0,0.0,0.0,0.0,0.0,-0.0899742,33.986,-0.00208275,0.00267565,0.122945,0.129816,0.0,0.0,0,1,1,1,1,0,0,0,0,1,1,1
2488983070,4617871,47.3977432251,8.54559421539,2488983070,-0.226705,0.883324,0.00242609,0.0,0.0,0.0,-0.00936085,0.0450639,0.00325436,0.00325436,0.0,0.0,0.0,0.0,0.0,0.0,-0.0887284,33.986,-0.00242609,-0.00325436,0.123725,0.130009,0.0,0.0,0,1,1,1,1,0,0,0,0,1,1,1
2489083200,4617871,47.3977432251,8.54559421539,2489083200,-0.217426,0.864438,0.00237009,0.0,0.0,0.0,-0.00529376,0.0547318,0.00658436,0.00658436,0.0,0.0,0.0,0.0,0.0,0.0,-0.0874794,33.986,-0.00237009,-0.00658436,0.255733,0.129856,0.0,0.0,0,1,1,1,1,0,0,0,0,1,1,1
2489183231,4617871,47.3977432251,8.54559421539,2489183231,-0.216933,0.865783,0.00277563,0.0,0.0,0.0,-0.00302465,0.0591419,0.010319,0.010319,0.0,0.0,0.0,0.0,0.0,0.0,-0.0860318,33.986,-0.00277563,-0.010319,0.130564,0.129808,0.0,0.0,0,1,1,1,1,0,0,0,0,1,1,1
2489283289,4617871,47.3977432251,8.54559421539,2489283289,-0.236724,0.8566,0.0021952,0.0,0.0,0.0,-0.00192931,0.0636236,0.00693255,0.00693255,0.0,0.0,0.0,0.0,0.0,0.0,-0.0841856,33.986,-0.0021952,-0.00693255,0.25904,0.129884,0.0,0.0,0,1,1,1,1,0,0,0,0,1,1,1
2489383555,4617871,47.3977432251,8.54559421539,2489383555,-0.234381,0.844151,0.00269196,0.0,0.0,0.0,-0.00126339,0.0596687,0.00805266,0.00805266,0.0,0.0,0.0,0.0,0.0,0.0,-0.0822981,33.986,-0.00269196,-0.00805266,0.12267,0.129961,0.0,0.0,0,1,1,1,1,0,0,0,0,1,1,1
2489493722,4617871,47.3977432251,8.54559421539,2489493722,-0.240362,0.840791,0.00336233,0.0,0.0,0.0,0.00017006,0.0598222,0.00190811,0.00190811,0.0,0.0,0.0,0.0,0.0,0.0,-0.0811294,33.986,-0.00336233,-0.00190811,0.264885,0.139469,0.0,0.0,0,1,1,1,1,0,0,0,0,1,1,1
