timestamp,indicated_airspeed_m_s,true_airspeed_m_s,true_airspeed_unfiltered_m_s,air_temperature_celsius,confidence
2578432242,68.9485,72.9514,72.9301,48.59,1.0
2578444192,68.956,72.946,73.0176,48.59,1.0
2578456456,68.9742,72.9686,73.1417,48.59,1.0
2578468448,68.9982,72.9939,73.2222,48.59,1.0
2578480247,68.9989,72.9921,72.9981,48.59,1.0
2578492314,69.0071,73.0062,73.0842,48.59,1.0
2578504272,69.0278,73.0281,73.2251,48.59,1.0
2578516382,69.0217,73.0216,72.9632,48.59,1.0
2578528415,68.9895,72.9835,72.6762,48.59,1.0
2578540295,69.0062,73.001,73.1603,48.59,1.0
2578552216,68.9946,72.9886,72.8782,48.59,1.0
2578564206,68.9994,72.9959,73.0418,48.6,1.0
2578576696,68.9714,72.9681,72.7002,48.6,1.0
2578588425,68.9537,72.9541,72.7858,48.6,1.0
2578600351,68.9893,72.9835,73.3215,48.6,1.0
2578612328,68.9985,72.996,73.0831,48.6,1.0
2578624306,69.0067,73.0008,73.0791,48.6,1.0
2578637248,69.0427,73.0389,73.3807,48.6,1.0
2578648374,69.0237,73.0234,72.8418,48.6,1.0
2578660252,69.037,73.0328,73.1597,48.6,1.0
2578672461,69.07,73.0749,73.388,48.6,1.0
2578684280,69.0596,73.0611,72.9626,48.6,1.0
2578696919,69.0694,73.0677,73.1604,48.6,1.0
2578708584,69.0515,73.0481,72.8775,48.6,1.0
2578720156,69.0792,73.0774,73.3406,48.6,1.0
2578732361,69.0431,73.0454,72.7016,48.6,1.0
2578744205,69.0526,73.0504,73.1407,48.6,1.0
2578756979,69.0878,73.0913,73.4256,48.6,1.0
2578768699,69.0662,73.0684,72.862,48.6,1.0
2578780554,69.0619,73.0678,73.0274,48.59,1.0
2578792352,69.0886,73.0898,73.3431,48.59,1.0
2578804227,69.0611,73.0608,72.7991,48.59,1.0
2578816737,69.0555,73.0553,73.0014,48.6,1.0
2578828385,69.0504,73.0495,73.0012,48.6,1.0
2578840669,69.0573,73.0571,73.1224,48.6,1.0
2578852310,69.0444,73.0435,72.9208,48.6,1.0
2578864309,69.0423,73.0438,73.0242,48.6,1.0
2578877204,69.0481,73.0572,73.112,48.6,1.0
2578888173,69.0304,73.0384,72.8699,48.6,1.0
2578900220,69.0354,73.0438,73.0918,48.6,1.0
2578912293,69.04,73.0392,73.0824,48.6,1.0
2578924352,69.0441,73.0446,73.0835,48.6,1.0
2578937901,69.0458,73.0464,73.0634,48.6,1.0
2578948313,69.0265,73.026,72.8413,48.6,1.0
2578960428,69.0433,73.0416,73.2021,48.6,1.0
2578972314,69.0528,73.0514,73.1414,48.6,1.0
2578984325,69.0308,73.0281,72.8186,48.6,1.0
2578997765,69.0454,73.0405,73.1788,48.6,1.0
2579008429,69.0299,73.026,72.8782,48.6,1.0
2579020240,69.0369,73.0391,73.1059,48.6,1.0
2579032748,69.066,73.0628,73.3399,48.6,1.0
2579044306,69.0999,73.1015,73.423,48.6,1.0
2579057988,69.0961,73.1,73.0637,48.6,1.0
2579068371,69.0736,73.0762,72.862,48.6,1.0
2579080261,69.0762,73.0733,73.0983,48.6,1.0
2579092455,69.0805,73.0807,73.1213,48.6,1.0
2579104193,69.0729,73.0726,73.0003,48.6,1.0
2579117528,69.0623,73.0621,72.9608,48.6,1.0
2579128264,69.087,73.0933,73.3281,48.6,1.0
2579140726,69.0978,73.0996,73.2025,48.6,1.0
2579153848,69.1113,73.114,73.2426,48.6,1.0
2579165921,69.1292,73.1391,73.3091,48.6,1.0
2579177951,69.1529,73.1566,73.3818,48.6,1.0
2579189891,69.1419,73.1449,73.04,48.6,1.0
2579201932,69.1491,73.1532,73.2218,48.6,1.0
2579213925,69.1575,73.1679,73.2478,48.6,1.0
2579225913,69.1613,73.1708,73.2065,48.6,1.0
2579237826,69.1665,73.1763,73.2265,48.6,1.0
2579249977,69.1827,73.1881,73.3417,48.6,1.0
2579261945,69.1516,73.1587,72.862,48.6,1.0
2579273854,69.1464,73.1511,73.1019,48.6,1.0
2579285880,69.1399,73.1442,73.0817,48.6,1.0
2579298422,69.1644,73.1712,73.4044,48.6,1.0
2579310021,69.1979,73.2051,73.5232,48.6,1.0
2579321817,69.2014,73.2107,73.2442,48.6,1.0
2579333962,69.254,73.2725,73.7711,48.6,1.0
2579345909,69.2595,73.2772,73.3295,48.6,1.0
2579358428,69.2625,73.2739,73.3029,48.6,1.0
2579369931,69.2937,73.3069,73.6036,48.6,1.0
2579381852,69.2915,73.3023,73.2807,48.59,1.0
2579393873,69.3293,73.3452,73.7042,48.59,1.0
2579405773,69.331,73.3456,73.3624,48.59,1.0
2579418347,69.344,73.3593,73.4827,48.59,1.0
2579430000,69.3727,73.4014,73.6745,48.6,1.0
2579441873,69.3777,73.4067,73.4543,48.6,1.0
2579453774,69.4145,73.4408,73.7896,48.6,1.0
2579465854,69.4039,73.4257,73.3253,48.6,1.0
2579478564,69.4134,73.4353,73.5254,48.6,1.0
2579489987,69.4276,73.4486,73.5836,48.6,1.0
2579501858,69.4328,73.454,73.5035,48.6,1.0
2579513836,69.4488,73.4721,73.6247,48.6,1.0
2579525804,69.4026,73.4229,72.9816,48.6,1.0
2579539539,69.4198,73.4487,73.612,48.6,1.0
2579550042,69.4144,73.4429,73.3916,48.6,1.0
2579561792,69.4114,73.4325,73.4044,48.6,1.0
2579573789,69.4372,73.4642,73.709,48.6,1.0
2579585834,69.4509,73.4783,73.6087,48.6,1.0
2579599153,69.5049,73.5325,74.0445,48.6,1.0
2579610180,69.5061,73.5323,73.5443,48.6,1.0
2579621850,69.5186,73.5485,73.6672,48.6,1.0
2579633871,69.5677,73.6003,74.0659,48.6,1.0
2579645904,69.5362,73.5678,73.2672,48.6,1.0
2579658663,69.5286,73.5573,73.4853,48.6,1.0
2579669868,69.5426,73.5724,73.7057,48.6,1.0
2579681810,69.525,73.5538,73.3854,48.6,1.0
2579693806,69.5431,73.5748,73.7475,48.59,1.0
2579705829,69.5481,73.5753,73.6228,48.59,1.0
2579718587,69.5337,73.563,73.4255,48.59,1.0
2579729892,69.5642,73.5953,73.8852,48.59,1.0
2579741790,69.5463,73.5825,73.4117,48.6,1.0
2579753928,69.5491,73.5771,73.6036,48.6,1.0
2579765883,69.5497,73.5777,73.5836,48.6,1.0
2579778500,69.5578,73.587,73.6643,48.59,1.0
2579790002,69.5557,73.5836,73.5632,48.59,1.0
2579801724,69.5481,73.5851,73.5126,48.59,1.0
2579813823,69.5809,73.6198,73.932,48.59,1.0
2579825872,69.5802,73.6086,73.6021,48.6,1.0
2579838779,69.5796,73.6072,73.6014,48.6,1.0
2579850050,69.5961,73.6246,73.7812,48.6,1.0
2579862323,69.6071,73.64,73.745,48.6,1.0
2579873925,69.6189,73.6525,73.7649,48.6,1.0
2579885928,69.6164,73.6436,73.6188,48.6,1.0
2579898971,69.6424,73.6711,73.9182,48.6,1.0
2579909752,69.679,73.7148,74.0626,48.6,1.0
2579921821,69.6836,73.7143,73.7583,48.6,1.0
2579933841,69.6859,73.7156,73.7373,48.6,1.0
2579945862,69.6917,73.7218,73.7772,48.6,1.0
2579958692,69.7234,73.7626,74.0633,48.6,1.0
2579969813,69.7141,73.7527,73.6647,48.6,1.0
2579981795,69.7284,73.769,73.9052,48.6,1.0
2579993901,69.7583,73.7965,74.0802,48.6,1.0
2580005952,69.755,73.7883,73.7569,48.6,1.0
2580019298,69.7746,73.8106,73.9974,48.6,1.0
2580029935,69.7527,73.7874,73.5785,48.6,1.0
2580041837,69.7764,73.8164,74.0411,48.59,1.0
2580053814,69.7826,73.816,73.8749,48.59,1.0
2580065987,69.7994,73.8412,74.0017,48.59,1.0
2580080074,69.8203,73.8632,74.0614,48.59,1.0
2580093922,69.8315,73.8704,73.9772,48.6,1.0
2580105862,69.8303,73.8764,73.865,48.6,1.0
2580119335,69.8424,73.8892,74.0044,48.6,1.0
2580130158,69.8834,73.9253,74.3146,48.59,1.0
2580141769,69.877,73.9222,73.8612,48.59,1.0
2580153883,69.9089,73.953,74.2558,48.59,1.0
2580165801,69.947,73.9933,74.355,48.59,1.0
2580179220,69.9474,73.9959,74.0,48.6,1.0
2580189890,69.9497,73.9969,74.0184,48.6,1.0
2580201920,69.9856,74.036,74.3766,48.6,1.0
2580213959,69.9934,74.0505,74.125,48.6,1.0
2580225856,70.0042,74.0593,74.1622,48.6,1.0
2580239420,70.0252,74.0815,74.2812,48.6,1.0
2580251479,70.0291,74.0857,74.1225,48.6,1.0
2580263457,70.0044,74.0624,73.827,48.6,1.0
2580275430,70.0216,74.0741,74.2379,48.6,1.0
2580287439,70.0334,74.0913,74.2031,48.6,1.0
2580299434,70.0327,74.0905,74.0839,48.6,1.0
2580311596,70.0471,74.0991,74.236,48.59,1.0
2580323608,70.0732,74.129,74.3769,48.59,1.0
2580335900,70.0479,74.1021,73.8605,48.59,1.0
2580347577,70.0288,74.0824,73.9008,48.6,1.0
2580359904,70.0436,74.0973,74.2379,48.6,1.0
2580371653,70.0381,74.0911,74.0391,48.6,1.0
2580383441,70.0369,74.0899,74.0788,48.6,1.0
2580395441,70.0659,74.1253,74.4008,48.6,1.0
2580407368,70.0808,74.1421,74.283,48.6,1.0
2580419648,70.1072,74.1771,74.4287,48.6,1.0
2580431653,70.1048,74.1745,74.1512,48.6,1.0
2580443607,70.1232,74.18,74.3553,48.59,1.0
2580455521,70.1285,74.1974,74.2482,48.59,1.0
2580467420,70.1183,74.1866,74.0893,48.59,1.0
2580479592,70.1279,74.1938,74.2849,48.6,1.0
2580491574,70.1271,74.1894,74.1821,48.6,1.0
2580503446,70.1227,74.1839,74.1417,48.6,1.0
2580515527,70.1206,74.1817,74.1615,48.6,1.0
2580527547,70.1093,74.1708,74.0633,48.59,1.0
2580539909,70.1554,74.2255,74.6631,48.59,1.0
2580551657,70.1538,74.2219,74.2063,48.59,1.0
2580563437,70.141,74.2085,74.0871,48.59,1.0
2580575520,70.1446,74.2045,74.2382,48.59,1.0
2580587652,70.1553,74.2157,74.3175,48.59,1.0
2580600313,70.1555,74.216,74.2184,48.59,1.0
2580611539,70.1633,74.2286,74.3021,48.59,1.0
2580623440,70.1496,74.2087,74.0783,48.59,1.0
2580636129,70.1579,74.2152,74.2944,48.59,1.0
2580647523,70.1429,74.1994,74.0563,48.59,1.0
2580660160,70.1406,74.1977,74.1761,48.59,1.0
2580671659,70.1648,74.2299,74.4601,48.59,1.0
2580683549,70.1529,74.2118,74.0978,48.59,1.0
2580695487,70.1702,74.2272,74.3923,48.59,1.0
2580707530,70.1952,74.2547,74.4922,48.59,1.0
2580720689,70.1896,74.2514,74.1978,48.59,1.0
2580731447,70.1883,74.25,74.2375,48.59,1.0
2580743420,70.1721,74.2413,74.0871,48.59,1.0
2580755436,70.1801,74.2427,74.3183,48.59,1.0
2580767524,70.1797,74.2493,74.2459,48.59,1.0
2580780281,70.1869,74.2569,74.3252,48.59,1.0
2580791458,70.1971,74.2567,74.3539,48.59,1.0
2580803778,70.1444,74.2003,73.6969,48.59,1.0
2580815417,70.1383,74.1937,74.135,48.59,1.0
2580827502,70.1308,74.1851,74.1144,48.59,1.0
2580840252,70.1804,74.2383,74.7085,48.59,1.0
2580851808,70.1613,74.2195,74.0372,48.59,1.0
2580863492,70.189,74.2489,74.5128,48.59,1.0
2580875494,70.1878,74.2498,74.2379,48.59,1.0
2580887371,70.1829,74.2402,74.1939,48.59,1.0
2580900349,70.2066,74.2649,74.4904,48.59,1.0
2580911473,70.2149,74.2737,74.3519,48.59,1.0
2580923507,70.2129,74.2786,74.2599,48.6,1.0
2580935669,70.2336,74.2953,74.4923,48.6,1.0
2580947353,70.2541,74.317,74.5121,48.6,1.0
2580960655,70.2445,74.3046,74.2129,48.59,1.0
2580971502,70.2639,74.3299,74.5145,48.59,1.0
2580983456,70.2945,74.359,74.6494,48.59,1.0
2580995467,70.3089,74.3742,74.5113,48.59,1.0
2581007577,70.3069,74.3751,74.3561,48.6,1.0
2581020723,70.3126,74.3786,74.4326,48.6,1.0
2581031423,70.3252,74.3918,74.5117,48.6,1.0
2581043544,70.3272,74.4086,74.4275,48.59,1.0
2581055480,70.3346,74.4095,74.4799,48.59,1.0
2581067751,70.3244,74.3925,74.2955,48.59,1.0
2581080859,70.3508,74.4204,74.6709,48.59,1.0
2581091651,70.3464,74.4169,74.3759,48.6,1.0
2581103330,70.3444,74.4207,74.4015,48.6,1.0
2581115496,70.3725,74.4431,74.7101,48.6,1.0
2581127492,70.381,74.4531,74.5337,48.6,1.0
2581140865,70.3419,74.418,74.0445,48.6,1.0
2581151447,70.3515,74.4216,74.5135,48.6,1.0
2581163307,70.3789,74.4505,74.7108,48.6,1.0
2581175431,70.3755,74.4488,74.4165,48.6,1.0
2581187415,70.3725,74.4493,74.4202,48.6,1.0
2581200910,70.3567,74.427,74.2761,48.6,1.0
2581211547,70.3891,74.4614,74.7699,48.6,1.0
2581223431,70.3866,74.4668,74.4425,48.6,1.0
2581235671,70.3675,74.4421,74.2599,48.6,1.0
2581247438,70.3746,74.4496,74.5173,48.6,1.0
2581261108,70.3698,74.45,74.4041,48.59,1.0
2581271495,70.3766,74.4518,74.5172,48.59,1.0
2581283343,70.3791,74.4536,74.4769,48.59,1.0
2581295438,70.3906,74.4658,74.5757,48.59,1.0
2581308042,70.3954,74.4687,74.5143,48.59,1.0
2581320985,70.4034,74.482,74.5585,48.59,1.0
2581331537,70.4312,74.5073,74.7714,48.59,1.0
2581343386,70.4301,74.5061,74.4952,48.59,1.0
2581355495,70.4683,74.548,74.9104,48.59,1.0
2581367775,70.4559,74.5305,74.4131,48.59,1.0
2581381071,70.4635,74.5386,74.6107,48.59,1.0
2581393145,70.4871,74.5673,74.7918,48.6,1.0
2581404999,70.4991,74.5787,74.6923,48.6,1.0
2581417076,70.5322,74.6161,74.9306,48.6,1.0
2581429076,70.521,74.6041,74.4971,48.6,1.0
2581441264,70.5108,74.5893,74.493,48.59,1.0
2581453091,70.5297,74.613,74.7925,48.59,1.0
2581464979,70.4982,74.5797,74.2789,48.59,1.0
2581477130,70.4941,74.5723,74.5333,48.59,1.0
2581489148,70.4885,74.5661,74.5132,48.59,1.0
2581502037,70.5097,74.5903,74.791,48.59,1.0
2581512990,70.5063,74.5867,74.5545,48.59,1.0
2581524999,70.5032,74.5801,74.5511,48.59,1.0
2581537179,70.5154,74.5993,74.7152,48.59,1.0
2581549059,70.5077,74.5868,74.5135,48.59,1.0
2581561812,70.5101,74.5893,74.6122,48.59,1.0
2581573004,70.5179,74.5986,74.6724,48.59,1.0
2581585079,70.5267,74.6061,74.6904,48.59,1.0
2581597080,70.5198,74.5988,74.5325,48.59,1.0
2581609212,70.4967,74.5721,74.3524,48.59,1.0
2581621776,70.5263,74.6161,74.8975,48.59,1.0
2581633133,70.5064,74.5853,74.3949,48.59,1.0
2581645066,70.5014,74.5801,74.5333,48.59,1.0
2581657052,70.5157,74.5941,74.7293,48.59,1.0
2581669209,70.4986,74.5808,74.4183,48.59,1.0
2581682277,70.4851,74.5739,74.4454,48.59,1.0
2581693003,70.4917,74.5808,74.643,48.59,1.0
2581705022,70.4807,74.5575,74.4535,48.59,1.0
2581717144,70.4728,74.5472,74.4714,48.59,1.0
2581729155,70.4619,74.5475,74.4436,48.59,1.0
2581741905,70.4577,74.5324,74.4922,48.59,1.0
2581753059,70.4408,74.516,74.3553,48.59,1.0
2581765077,70.392,74.4644,73.9981,48.59,1.0
2581777039,70.378,74.4495,74.3157,48.59,1.0
2581789237,70.3877,74.4654,74.5585,48.59,1.0
2581801816,70.3741,74.4454,74.3157,48.59,1.0
2581813081,70.3899,74.4681,74.6181,48.59,1.0
2581824987,70.3723,74.4495,74.2819,48.59,1.0
2581837500,70.3603,74.4326,74.3175,48.59,1.0
2581849152,70.3625,74.4387,74.4597,48.59,1.0
2581862167,70.3383,74.413,74.1824,48.59,1.0
2581873384,70.3334,74.4075,74.3605,48.59,1.0
2581885078,70.3289,74.4135,74.3711,48.59,1.0
2581897083,70.366,74.4358,74.7884,48.59,1.0
2581909054,70.3583,74.4276,74.3541,48.59,1.0
2581921821,70.3607,74.4435,74.4664,48.59,1.0
2581933090,70.3779,74.448,74.6107,48.59,1.0
2581945231,70.3409,74.4099,74.0574,48.59,1.0
2581956949,70.3339,74.4025,74.3351,48.59,1.0
2581969235,70.3237,74.3925,74.2963,48.59,1.0
2581982426,70.2903,74.3693,74.0503,48.59,1.0
2581993149,70.2977,74.3693,74.4392,48.59,1.0
2582005071,70.2987,74.3733,74.3828,48.59,1.0
2582017344,70.3089,74.3827,74.4802,48.59,1.0
2582029164,70.2994,74.3678,74.2775,48.59,1.0
2582042546,70.3208,74.3905,74.5939,48.59,1.0
2582053038,70.3251,74.394,74.4347,48.59,1.0
2582064960,70.314,74.3807,74.2749,48.59,1.0
2582076999,70.3171,74.3954,74.4249,48.59,1.0
2582089242,70.2881,74.3648,74.0879,48.59,1.0
2582102312,70.2695,74.331,74.1534,48.59,1.0
2582113080,70.2957,74.3644,74.6141,48.59,1.0
2582124914,70.3287,74.3963,74.7097,48.59,1.0
2582137041,70.3565,74.4364,74.7007,48.59,1.0
2582149172,70.3385,74.4082,74.2368,48.59,1.0
2582162635,70.3504,74.4145,74.5274,48.59,1.0
2582173538,70.3667,74.4317,74.5866,48.59,1.0
2582185035,70.3552,74.4217,74.312,48.59,1.0
2582197057,70.3542,74.4258,74.4161,48.59,1.0
2582209046,70.3607,74.4313,74.4937,48.59,1.0
2582222530,70.3461,74.4158,74.276,48.59,1.0
2582233180,70.331,74.3965,74.2529,48.59,1.0
2582245020,70.3361,74.4181,74.4671,48.59,1.0
2582257228,70.3595,74.4429,74.6645,48.59,1.0
2582269356,70.3618,74.4357,74.4575,48.59,1.0
2582282701,70.3526,74.4219,74.3347,48.59,1.0
2582293011,70.3575,74.4259,74.4721,48.59,1.0
2582304958,70.3768,74.4464,74.6301,48.59,1.0
2582317163,70.3699,74.4413,74.3755,48.59,1.0
2582329158,70.3562,74.429,74.2985,48.59,1.0
2582342580,70.3532,74.4225,74.3941,48.59,1.0
2582353000,70.3393,74.4078,74.2753,48.59,1.0
2582365090,70.3268,74.3946,74.2753,48.59,1.0
2582377100,70.323,74.3946,74.3585,48.59,1.0
2582389377,70.3177,74.3891,74.3388,48.59,1.0
2582402478,70.2718,74.3354,73.8968,48.59,1.0
2582412976,70.2604,74.3291,74.2206,48.59,1.0
2582425034,70.2127,74.2769,73.8211,48.59,1.0
2582437004,70.2072,74.271,74.2188,48.59,1.0
2582449108,70.221,74.2959,74.4271,48.59,1.0
2582462667,70.1903,74.2532,73.9604,48.59,1.0
2582473034,70.1852,74.2522,74.2034,48.59,1.0
2582485022,70.2012,74.2691,74.4212,48.59,1.0
2582497003,70.1818,74.2482,74.064,48.59,1.0
2582510731,70.1757,74.2374,74.1787,48.59,1.0
2582522830,70.1383,74.1978,73.8406,48.59,1.0
2582534758,70.1815,74.2486,74.6586,48.59,1.0
2582546644,70.1247,74.1966,73.6541,48.59,1.0
2582558809,70.0886,74.1441,73.7996,48.59,1.0
2582570723,70.1031,74.1594,74.2966,48.59,1.0
2582582657,70.1029,74.1628,74.1614,48.58,1.0
2582594582,70.084,74.1476,73.9674,48.58,1.0
2582606749,70.0482,74.105,73.7633,48.58,1.0
2582618701,70.0517,74.1072,74.1402,48.59,1.0
2582630760,70.0379,74.1077,73.9762,48.59,1.0
2582643140,70.0461,74.0988,74.1772,48.59,1.0
2582654655,70.0554,74.1086,74.1972,48.59,1.0
2582666742,70.0281,74.0848,73.8243,48.59,1.0
2582678616,70.0054,74.059,73.8424,48.59,1.0
2582690695,69.968,74.0213,73.6646,48.59,1.0
2582703120,69.9663,74.0196,74.0036,48.59,1.0
2582714717,69.9761,74.0248,74.1177,48.59,1.0
2582726834,69.9736,74.0239,74.0003,48.59,1.0
2582738638,69.9545,74.0037,73.8211,48.59,1.0
2582750606,69.9259,73.9826,73.7104,48.59,1.0
2582763162,69.9435,73.9899,74.1571,48.59,1.0
2582774796,69.9443,73.9915,73.9988,48.59,1.0
2582786636,69.9092,73.9543,73.6199,48.59,1.0
2582798725,69.9059,73.9494,73.9177,48.59,1.0
2582810702,69.886,73.9356,73.7456,48.59,1.0
2582823383,69.8906,73.9405,73.9848,48.59,1.0
2582834660,69.9061,73.9496,74.0967,48.59,1.0
2582846592,69.8974,73.9415,73.8591,48.59,1.0
2582858612,69.8859,73.9355,73.8254,48.59,1.0
2582870847,69.8585,73.9066,73.6457,48.59,1.0
2582883363,69.8565,73.8997,73.8804,48.59,1.0
2582894643,69.8603,73.9034,73.9398,48.59,1.0
2582906676,69.8374,73.8883,73.6697,48.59,1.0
2582918711,69.8733,73.9189,74.2595,48.59,1.0
2582930690,69.8415,73.889,73.5861,48.59,1.0
2582943272,69.8017,73.8519,73.471,48.59,1.0
2582954598,69.8279,73.8797,74.1294,48.59,1.0
2582966581,69.8064,73.8536,73.6479,48.59,1.0
2582978605,69.8265,73.8698,74.0614,48.59,1.0
2582990681,69.8202,73.8646,73.804,48.59,1.0
2583003459,69.7899,73.8362,73.5479,48.59,1.0
2583014662,69.7891,73.8303,73.8225,48.59,1.0
2583026825,69.7997,73.8426,73.9431,48.59,1.0
2583038793,69.8262,73.8705,74.1221,48.59,1.0
2583050636,69.8085,73.8538,73.6857,48.59,1.0
2583063357,69.7927,73.8344,73.6831,48.59,1.0
2583074676,69.7878,73.8293,73.7829,48.59,1.0
2583086963,69.7552,73.8074,73.4958,48.59,1.0
2583098701,69.7446,73.7846,73.6842,48.59,1.0
2583110743,69.7389,73.7823,73.7279,48.59,1.0
2583123508,69.7111,73.7529,73.4878,48.59,1.0
2583135076,69.7069,73.7524,73.7118,48.59,1.0
2583146716,69.688,73.7247,73.5442,48.59,1.0
2583158718,69.6804,73.7152,73.6428,48.59,1.0
2583170829,69.7018,73.7379,73.942,48.59,1.0
2583183865,69.6759,73.71,73.4623,48.59,1.0
2583194741,69.6846,73.7321,73.8149,48.59,1.0
2583206720,69.6603,73.7064,73.475,48.59,1.0
2583218723,69.68,73.7141,73.9015,48.59,1.0
2583230703,69.677,73.7127,73.6839,48.59,1.0
2583243967,69.661,73.6959,73.5439,48.59,1.0
2583254640,69.6391,73.6726,73.4637,48.59,1.0
2583266704,69.627,73.6595,73.5435,48.59,1.0
2583278648,69.6368,73.6749,73.7685,48.59,1.0
2583290698,69.6173,73.6492,73.4634,48.59,1.0
2583304199,69.6036,73.6347,73.5035,48.59,1.0
2583314642,69.6082,73.6395,73.6835,48.59,1.0
2583326703,69.5878,73.6209,73.4262,48.59,1.0
2583338954,69.5713,73.5991,73.4419,48.59,1.0
2583350695,69.5848,73.6158,73.7445,48.58,1.0
2583364114,69.5724,73.5998,73.4815,48.58,1.0
2583374608,69.565,73.5967,73.5264,48.58,1.0
2583386690,69.5621,73.5937,73.5664,48.58,1.0
2583398609,69.5747,73.6143,73.7336,48.59,1.0
2583410594,69.5708,73.5986,73.5621,48.59,1.0
2583424123,69.5466,73.5725,73.3413,48.59,1.0
2583434624,69.5285,73.5535,73.3814,48.59,1.0
2583447053,69.535,73.5621,73.6235,48.59,1.0
2583458713,69.5502,73.5877,73.733,48.59,1.0
2583470759,69.5507,73.5883,73.593,48.59,1.0
2583483927,69.5228,73.5474,73.281,48.59,1.0
2583494683,69.509,73.539,73.4077,48.59,1.0
2583507091,69.5174,73.5458,73.6257,48.59,1.0
2583518650,69.5363,73.5658,73.7456,48.59,1.0
2583530686,69.542,73.5684,73.6224,48.58,1.0
2583544004,69.5282,73.552,73.4204,48.58,1.0
2583554733,69.5177,73.5448,73.4444,48.58,1.0
2583566771,69.5271,73.5548,73.6445,48.58,1.0
2583578719,69.5507,73.5758,73.8003,48.58,1.0
2583591600,69.5549,73.5799,73.6202,48.58,1.0
2583604586,69.5871,73.614,73.9195,48.58,1.0
2583616246,69.5367,73.5733,73.091,48.58,1.0
2583628312,69.5309,73.5582,73.5038,48.58,1.0
2583640801,69.5239,73.5471,73.4801,48.58,1.0
2583652293,69.5346,73.5646,73.6664,48.58,1.0
2583664712,69.5537,73.5848,73.7662,48.58,1.0
2583676301,69.5803,73.6071,73.8601,48.58,1.0
2583688450,69.5703,73.5965,73.5005,48.58,1.0
2583700264,69.5895,73.6256,73.809,48.58,1.0
2583712261,69.6088,73.6427,73.8258,48.58,1.0
2583724804,69.6242,73.6605,73.8072,48.58,1.0
2583736336,69.6041,73.6392,73.4473,48.58,1.0
2583748672,69.5917,73.625,73.5064,48.59,1.0
2583760674,69.5861,73.6177,73.5649,48.59,1.0
2583772224,69.5982,73.6304,73.7449,48.59,1.0
2583784457,69.6071,73.6541,73.7391,48.58,1.0
2583796268,69.6208,73.6547,73.7851,48.58,1.0
2583808317,69.5953,73.6252,73.3824,48.58,1.0
2583820331,69.5989,73.63,73.6639,48.58,1.0
2583832358,69.621,73.6494,73.8594,48.58,1.0
2583844962,69.6087,73.6401,73.5234,48.58,1.0
2583856244,69.645,73.6784,74.0223,48.58,1.0
2583868436,69.6228,73.655,73.4433,48.58,1.0
2583880250,69.6255,73.661,73.6867,48.58,1.0
2583892243,69.6298,73.6642,73.7052,48.58,1.0
2583904953,69.6337,73.6683,73.7052,48.58,1.0
2583916239,69.6466,73.6831,73.8061,48.58,1.0
2583928356,69.6507,73.6856,73.7245,48.58,1.0
2583940798,69.6298,73.6683,73.4691,48.58,1.0
2583952259,69.6167,73.6488,73.5238,48.58,1.0
2583965081,69.6143,73.6552,73.6326,48.58,1.0
2583976180,69.633,73.6665,73.8438,48.58,1.0
2583988321,69.6347,73.6682,73.6842,48.58,1.0
2584000264,69.5927,73.6232,73.2225,48.58,1.0
2584012204,69.5455,73.5728,73.1215,48.58,1.0
2584025083,69.5086,73.5385,73.1866,48.58,1.0
2584036345,69.4962,73.5255,73.4076,48.58,1.0
2584048239,69.5192,73.5457,73.7637,48.58,1.0
2584060246,69.5057,73.5351,73.4072,48.58,1.0
2584072212,69.4974,73.5231,73.444,48.58,1.0
2584085180,69.49,73.5151,73.444,48.58,1.0
2584096178,69.4984,73.5313,73.6115,48.58,1.0
2584108387,69.5022,73.528,73.5642,48.58,1.0
2584120306,69.5264,73.5523,73.7825,48.58,1.0
2584132338,69.4858,73.5078,73.1197,48.57,1.0
2584145578,69.47,73.5049,73.3546,48.57,1.0
2584156570,69.4634,73.4921,73.429,48.57,1.0
2584168325,69.4801,73.5098,73.6693,48.57,1.0
2584180252,69.5028,73.5258,73.7411,48.57,1.0
2584192242,69.508,73.5298,73.5798,48.57,1.0
2584205519,69.4825,73.5087,73.2648,48.57,1.0
2584216686,69.4916,73.5162,73.6034,48.57,1.0
2584228581,69.515,73.5439,73.7662,48.57,1.0
2584240306,69.5153,73.5419,73.5441,48.57,1.0
2584252266,69.5117,73.5381,73.5041,48.57,1.0
2584265370,69.5028,73.5316,73.4469,48.58,1.0
2584276241,69.5024,73.5342,73.53,48.58,1.0
2584288377,69.5077,73.5379,73.5882,48.58,1.0
2584300263,69.5465,73.5789,73.9475,48.58,1.0
2584312351,69.5284,73.5551,73.3831,48.58,1.0
2584325728,69.4933,73.5172,73.1816,48.58,1.0
2584336334,69.4957,73.5197,73.5427,48.58,1.0
2584348569,69.4619,73.4854,73.1628,48.58,1.0
2584360322,69.4617,73.4853,73.4841,48.58,1.0
2584372365,69.4597,73.4854,73.4662,48.58,1.0
2584385688,69.4541,73.4794,73.4262,48.58,1.0
2584396196,69.4453,73.4661,73.382,48.57,1.0
2584408457,69.4468,73.4677,73.4822,48.57,1.0
2584420468,69.4179,73.4371,73.1611,48.57,1.0
2584432692,69.4468,73.472,73.7467,48.58,1.0
2584445711,69.4501,73.4737,73.5049,48.58,1.0
2584456238,69.4511,73.4744,73.4844,48.58,1.0
