timestamp,indicated_airspeed_m_s,true_airspeed_m_s,true_airspeed_unfiltered_m_s,air_temperature_celsius,confidence
2490369895,52.7829,55.8597,55.674,48.87,1.0
2490381815,52.8077,55.8855,56.1214,48.87,1.0
2490393792,52.8226,55.9004,56.0419,48.87,1.0
2490407249,52.8235,55.8992,55.908,48.87,1.0
2490417875,52.792,55.8657,55.5645,48.87,1.0
2490429863,52.8109,55.8888,56.069,48.87,1.0
2490441810,52.8205,55.8992,55.9903,48.87,1.0
2490453796,52.8291,55.9064,55.9884,48.87,1.0
2490467311,52.8468,55.9268,56.0952,48.86,1.0
2490477942,52.8329,55.9098,55.7769,48.86,1.0
2490490062,52.8303,55.9093,55.8847,48.86,1.0
2490501945,52.8479,55.9279,56.0952,48.86,1.0
2490513875,52.8488,55.9267,55.9351,48.87,1.0
2490527664,52.8446,55.9258,55.8861,48.87,1.0
2490539434,52.8234,55.9037,55.7015,48.87,1.0
2490551481,52.8168,55.8967,55.8335,48.87,1.0
2490563393,52.8308,55.9099,56.0426,48.87,1.0
2490575441,52.8384,55.917,55.9892,48.87,1.0
2490587500,52.8676,55.9474,56.2249,48.87,1.0
2490599577,52.8516,55.9313,55.7786,48.87,1.0
2490611552,52.8272,55.9066,55.674,48.87,1.0
2490623502,52.8401,55.9208,56.0437,48.87,1.0
2490635555,52.8318,55.912,55.833,48.87,1.0
2490647431,52.8692,55.9521,56.3066,48.87,1.0
2490659729,52.863,55.9461,55.8869,48.87,1.0
2490671527,52.835,55.9139,55.6467,48.87,1.0
2490683544,52.8521,55.9315,56.0944,48.87,1.0
2490695482,52.8625,55.9437,56.0429,48.87,1.0
2490708017,52.8744,55.9563,56.0692,48.87,1.0
2490719525,52.8901,55.9728,56.1217,48.87,1.0
2490731525,52.8843,55.9664,55.911,48.87,1.0
2490743477,52.879,55.9619,55.9121,48.87,1.0
2490755427,52.8718,55.955,55.8864,48.87,1.0
