timestamp,load,ram_usage
2647390804,0.704371,0.86986
2648391802,0.72062,0.872095
2649392326,0.702753,0.872095
2650393370,0.707243,0.870469
2651394964,0.704677,0.86986
2652396329,0.716509,0.872095
2653399515,0.703983,0.870469
2654400376,0.70391,0.870469
2655401652,0.72346,0.872095
2656403308,0.711279,0.872095
2657404983,0.706636,0.870469
2658407865,0.705624,0.86986
2659409200,0.707552,0.872095
2660411213,0.706858,0.870469
2661412693,0.710461,0.870469
2662413514,0.724239,0.872095
2663414326,0.701075,0.872095
2664415787,0.704356,0.870469
2665417056,0.707788,0.86986
2666420067,0.719426,0.872095
2668422058,0.713438,0.870469
2669425212,0.709332,0.872095
2670444726,0.696988,0.872095
2671446291,0.7029,0.870469
2672450298,0.705476,0.86986
2673451576,0.72266,0.872095
2674452468,0.706424,0.872095
2675454269,0.688878,0.870469
2676455898,0.702672,0.872095
2677457945,0.714385,0.872095
2678459863,0.697955,0.870469
2679460782,0.715516,0.870469
2680462773,0.717931,0.872095
2681463326,0.700935,0.872095
2682464704,0.708471,0.870469
2683466977,0.706645,0.86986
2684468471,0.719476,0.872095
2685469892,0.706557,0.870469
2686471332,0.701987,0.870469
2687473749,0.724613,0.872095
2688473503,0.703273,0.872095
2689474802,0.708202,0.870469
2690476251,0.701069,0.86986
2691478708,0.714306,0.872095
2692479959,0.709558,0.870469
2693480419,0.702873,0.870469
2694483430,0.722706,0.872095
2695486525,0.705594,0.872095
2696487581,0.70372,0.870469
2697489009,0.706794,0.86986
2698489500,0.719223,0.872095
2699490736,0.708734,0.872095
2700492396,0.705954,0.870469
2701494427,0.708354,0.872095
2702495355,0.711486,0.872095
2703496858,0.704891,0.870469
2704498428,0.71382,0.86986
2705500194,0.7216,0.872095
2706503274,0.712494,0.872095
2707504754,0.702013,0.870469
2708507229,0.699936,0.86986
2709508866,0.719812,0.872095
2710509925,0.704918,0.870469
2711511465,0.707851,0.870469
2712512820,0.730295,0.872095
2713513607,0.699763,0.872095
2714514853,0.702376,0.870469
2715516936,0.706093,0.86986
2716517801,0.714836,0.872095
2717520034,0.709627,0.870469
2718521134,0.714157,0.870469
2719522783,0.715955,0.872095
2720523463,0.706008,0.872095
2721525882,0.693474,0.870469
2722527436,0.704864,0.86986
2723529225,0.714753,0.872095
2724530780,0.699706,0.872095
2725532183,0.706594,0.870469
2726534790,0.713032,0.872095
2727538158,0.714918,0.872095
2728539326,0.698822,0.870469
2729540895,0.701586,0.86986
2730542542,0.71875,0.872095
2731543623,0.701862,0.872095
2732545535,0.705686,0.870469
2733547495,0.70428,0.86986
2734548899,0.718201,0.872095
2735548326,0.712281,0.870469
2736550007,0.704443,0.870469
2737551594,0.722708,0.872095
2738552998,0.70712,0.872095
2739553959,0.701282,0.870469
2740556197,0.705953,0.86986
2741557656,0.722007,0.872095
2742559340,0.706163,0.870469
2743560332,0.712789,0.870469
2744561744,0.721778,0.872095
2745563175,0.703501,0.872095
2746567533,0.705513,0.870469
2747568788,0.708894,0.86986
2748571954,0.711224,0.872095
2749572658,0.711543,0.870469
2750573731,0.70308,0.870469
2751574900,0.717411,0.872095
2752576874,0.705803,0.872095
2753577756,0.700755,0.870469
2754578778,0.695962,0.86986
2755579659,0.709848,0.872095
2756580760,0.704288,0.872095
2757581518,0.703906,0.870469
2758583218,0.708279,0.872095
2759584731,0.718618,0.872095
2760585051,0.697896,0.870469
2761588860,0.700667,0.870469
2762589492,0.71516,0.872095
2763591537,0.702359,0.872095
2764592921,0.707317,0.870469
2765593778,0.706423,0.86986
2766595445,0.716704,0.872095
2767597840,0.707658,0.870469
2768600069,0.710743,0.870469
2769600326,0.724146,0.872095
2770603566,0.707998,0.872095
2771604803,0.707189,0.870469
2772605350,0.703947,0.86986
2773608787,0.718314,0.872095
2774609612,0.705455,0.870469
2775612848,0.712607,0.870469
2776613518,0.72778,0.872095
2777614727,0.697775,0.872095
2778615394,0.702112,0.870469
2779616873,0.703628,0.86986
2780617755,0.720968,0.872095
2781620260,0.708301,0.872095
2782621682,0.712169,0.870469
2783622981,0.708824,0.872095
2784624456,0.711555,0.872095
2785625822,0.696869,0.870469
2786627197,0.706711,0.86986
2787629041,0.720619,0.872095
2789634492,0.701798,0.870469
2790635472,0.714065,0.86986
2791637925,0.71476,0.872095
2792639922,0.704938,0.870469
2793640326,0.706917,0.870469
2794640708,0.721626,0.872095
2795642823,0.702172,0.872095
2796644326,0.70757,0.870469
2797648860,0.703839,0.86986
2798650791,0.721724,0.872095
2799656224,0.703903,0.870469
2800658573,0.70968,0.870469
2801659482,0.714306,0.872095
2802661149,0.710977,0.872095
2803665779,0.704292,0.870469
2804667153,0.711517,0.86986
2805668332,0.718022,0.872095
2806669588,0.709879,0.870469
2807672079,0.706843,0.870469
2808673442,0.70848,0.872095
2809674415,0.713321,0.872095
2810675525,0.710102,0.870469
2811676394,0.708657,0.86986
2812677357,0.726801,0.872095
2813678449,0.700535,0.872095
2814679975,0.707952,0.870469
2815681107,0.700251,0.86986
2816682730,0.711705,0.872095
2817684202,0.704176,0.870469
2818686574,0.699129,0.870469
2819688011,0.717776,0.872095
2820689930,0.707778,0.872095
2821691973,0.704506,0.870469
2822692329,0.706498,0.86986
2823696175,0.719755,0.872095
2824697799,0.704375,0.870469
2825698351,0.695409,0.870469
2826700197,0.718712,0.872095
2827702615,0.705193,0.872095
2828703759,0.709039,0.870469
2829705244,0.713584,0.86986
2830706446,0.720522,0.872095
2831708131,0.698377,0.870469
2832709428,0.701159,0.870469
2833710600,0.717524,0.872095
2834712128,0.711627,0.872095
2835713332,0.713775,0.870469
2836714794,0.705244,0.86986
2837716698,0.716078,0.872095
2838718077,0.70387,0.872095
2839719644,0.698491,0.870469
2840721737,0.708373,0.872095
2841725393,0.7236,0.872095
2842729081,0.703375,0.870469
2843730859,0.704991,0.86986
2844732945,0.716583,0.872095
2845735135,0.708346,0.872095
2846740466,0.706016,0.870469
2847741649,0.711531,0.86986
2848743367,0.710814,0.872095
2849744335,0.699451,0.870469
2850745689,0.704694,0.870469
2851748207,0.716109,0.872095
2852752292,0.713141,0.872095
2853753682,0.707251,0.870469
2854754404,0.693304,0.86986
2855755326,0.705621,0.872095
2856757063,0.693693,0.870469
