timestamp,voltage5V_v,usb_connected,brick_valid,servo_valid,periph_5V_OC,hipower_5V_OC
2488570965,5.08535,0,1,0,0,0
2488880934,5.08374,0,1,0,0,0
2489180922,5.0918,0,1,0,0,0
2489480962,5.04185,0,1,0,0,0
2489780922,5.08213,0,1,0,0,0
2490080922,5.11113,0,1,0,0,0
2490380922,5.1063,0,1,0,0,0
2490680961,5.09502,0,1,0,0,0
2490980922,5.06279,0,1,0,0,0
2491280925,5.07246,0,1,0,0,0
2491580921,5.01284,0,1,0,0,0
2491880922,5.08696,0,1,0,0,0
2492180923,5.07891,0,1,0,0,0
2492490954,5.06602,0,1,0,0,0
2492790949,5.04346,0,1,0,0,0
2493090938,5.0064,0,1,0,0,0
2493390946,5.04346,0,1,0,0,0
2493690946,5.00962,0,1,0,0,0
2493990946,5.04346,0,1,0,0,0
2494290980,5.03379,0,1,0,0,0
2494590979,5.04185,0,1,0,0,0
2494900923,5.07407,0,1,0,0,0
2495200922,5.03057,0,1,0,0,0
2495500922,5.05312,0,1,0,0,0
2495800922,5.06279,0,1,0,0,0
2496100922,5.07568,0,1,0,0,0
2496400951,5.07407,0,1,0,0,0
2496700922,5.06118,0,1,0,0,0
2497000922,5.05151,0,1,0,0,0
2497300922,5.0499,0,1,0,0,0
2497600922,5.07568,0,1,0,0,0
2497910938,5.06602,0,1,0,0,0
2498210971,5.01445,0,1,0,0,0
2498511017,5.04507,0,1,0,0,0
2498810938,5.01606,0,1,0,0,0
2499110946,5.03862,0,1,0,0,0
2499410946,5.04185,0,1,0,0,0
2499720922,5.05957,0,1,0,0,0
2500020931,5.06763,0,1,0,0,0
2500320922,5.04507,0,1,0,0,0
2500620922,5.03379,0,1,0,0,0
2500920922,5.09341,0,1,0,0,0
2501220922,5.08374,0,1,0,0,0
2501520922,5.0644,0,1,0,0,0
2501820930,5.00479,0,1,0,0,0
2502120955,5.05474,0,1,0,0,0
2502420922,5.07085,0,1,0,0,0
2502730943,5.04346,0,1,0,0,0
2503030938,5.03379,0,1,0,0,0
2503330938,4.99512,0,1,0,0,0
2503630970,5.04023,0,1,0,0,0
2503930970,5.04668,0,1,0,0,0
2504230974,5.05635,0,1,0,0,0
2504530946,5.04829,0,1,0,0,0
2504830994,5.07407,0,1,0,0,0
2505130945,5.00156,0,1,0,0,0
2505440971,5.08213,0,1,0,0,0
2505740942,5.02412,0,1,0,0,0
2506040922,5.07891,0,1,0,0,0
2506340922,5.06602,0,1,0,0,0
2506640922,5.0064,0,1,0,0,0
2506940922,5.0499,0,1,0,0,0
2507240922,5.07085,0,1,0,0,0
2507540920,5.06602,0,1,0,0,0
2507840938,4.99995,0,1,0,0,0
2508140922,5.01606,0,1,0,0,0
2508440922,5.05635,0,1,0,0,0
2508740922,5.01929,0,1,0,0,0
2509050970,5.05312,0,1,0,0,0
2509350922,5.03701,0,1,0,0,0
2509650944,5.05957,0,1,0,0,0
2509950984,5.06279,0,1,0,0,0
2510250938,5.00479,0,1,0,0,0
2510550940,5.05957,0,1,0,0,0
2510850935,5.05312,0,1,0,0,0
2511150969,5.0354,0,1,0,0,0
2511450963,5.0499,0,1,0,0,0
2511760962,5.03862,0,1,0,0,0
2512060951,5.06279,0,1,0,0,0
2512360922,5.06279,0,1,0,0,0
2512660922,5.04023,0,1,0,0,0
2512960922,5.09341,0,1,0,0,0
2513260922,5.08213,0,1,0,0,0
2513560938,5.01768,0,1,0,0,0
2513860924,5.08213,0,1,0,0,0
2514160922,5.05796,0,1,0,0,0
2514460928,5.07085,0,1,0,0,0
2514760922,5.06602,0,1,0,0,0
2515070940,5.05635,0,1,0,0,0
2515370938,5.04023,0,1,0,0,0
2515670988,5.04023,0,1,0,0,0
2515970938,5.06924,0,1,0,0,0
2516270970,5.04668,0,1,0,0,0
2516570952,5.05151,0,1,0,0,0
2516870940,5.0354,0,1,0,0,0
2517170964,5.04023,0,1,0,0,0
2517470938,5.05151,0,1,0,0,0
2517780922,5.05957,0,1,0,0,0
2518080922,5.07246,0,1,0,0,0
2518380922,5.06924,0,1,0,0,0
2518680922,5.06279,0,1,0,0,0
2518980922,5.05957,0,1,0,0,0
2519280948,5.07085,0,1,0,0,0
2519580922,5.08857,0,1,0,0,0
2519880922,5.08857,0,1,0,0,0
2520180922,5.07085,0,1,0,0,0
2520480922,5.0644,0,1,0,0,0
2520780922,5.0644,0,1,0,0,0
2521090938,5.05635,0,1,0,0,0
2521390979,5.03057,0,1,0,0,0
2521690969,5.01929,0,1,0,0,0
2521990920,5.0499,0,1,0,0,0
2522290938,5.06279,0,1,0,0,0
2522590945,5.06602,0,1,0,0,0
2522890969,5.02573,0,1,0,0,0
2523190946,5.05635,0,1,0,0,0
2523490972,5.0499,0,1,0,0,0
2523790928,5.08052,0,1,0,0,0
2524100922,5.04829,0,1,0,0,0
2524400922,5.08213,0,1,0,0,0
2524700922,5.02734,0,1,0,0,0
2525000952,5.06118,0,1,0,0,0
2525300931,5.09663,0,1,0,0,0
2525600924,5.01768,0,1,0,0,0
2525900922,5.06602,0,1,0,0,0
2526200922,5.05796,0,1,0,0,0
2526500922,5.05474,0,1,0,0,0
2526810938,5.01929,0,1,0,0,0
2527110943,5.06279,0,1,0,0,0
2527410969,5.03379,0,1,0,0,0
2527710938,5.04185,0,1,0,0,0
2528010946,5.00317,0,1,0,0,0
2528310945,5.05474,0,1,0,0,0
2528610981,4.99834,0,1,0,0,0
2528920923,5.01284,0,1,0,0,0
2529220922,5.04829,0,1,0,0,0
2529520927,5.07407,0,1,0,0,0
2529820930,5.06602,0,1,0,0,0
2530120922,5.09341,0,1,0,0,0
2530420922,5.08696,0,1,0,0,0
2530720941,5.05474,0,1,0,0,0
2531020922,5.06924,0,1,0,0,0
2531320922,5.05957,0,1,0,0,0
2531620922,5.02412,0,1,0,0,0
2531930940,5.04668,0,1,0,0,0
2532230942,5.07891,0,1,0,0,0
2532530952,5.07891,0,1,0,0,0
2532830975,5.02412,0,1,0,0,0
2533130947,5.0209,0,1,0,0,0
2533430945,5.05635,0,1,0,0,0
2533730946,5.06602,0,1,0,0,0
2534030947,5.07891,0,1,0,0,0
2534330958,5.06602,0,1,0,0,0
2534630976,5.05635,0,1,0,0,0
2534940922,5.01123,0,1,0,0,0
2535240922,5.05635,0,1,0,0,0
2535540922,5.09985,0,1,0,0,0
2535840922,5.04023,0,1,0,0,0
2536140924,5.01445,0,1,0,0,0
2536440938,5.06279,0,1,0,0,0
2536740922,5.02734,0,1,0,0,0
2537040922,5.06924,0,1,0,0,0
2537340922,5.07891,0,1,0,0,0
2537640923,5.06924,0,1,0,0,0
2537950944,5.07246,0,1,0,0,0
2538250944,5.0064,0,1,0,0,0
2538550995,5.06924,0,1,0,0,0
2538850994,5.02895,0,1,0,0,0
2539150974,5.0209,0,1,0,0,0
2539450968,5.06763,0,1,0,0,0
2539750969,5.07891,0,1,0,0,0
2540050970,5.07568,0,1,0,0,0
2540350939,5.0064,0,1,0,0,0
2540650939,5.07246,0,1,0,0,0
2540960922,5.05474,0,1,0,0,0
2541260922,5.06924,0,1,0,0,0
2541560924,5.03379,0,1,0,0,0
2541860922,5.0499,0,1,0,0,0
2542160938,5.0644,0,1,0,0,0
2542460922,5.06602,0,1,0,0,0
2542760922,5.03057,0,1,0,0,0
2543060923,5.07246,0,1,0,0,0
2543360927,5.05635,0,1,0,0,0
2543670938,5.07891,0,1,0,0,0
2543970945,5.06279,0,1,0,0,0
2544270996,5.07568,0,1,0,0,0
2544570984,5.06118,0,1,0,0,0
2544870949,5.07891,0,1,0,0,0
2545170972,5.06763,0,1,0,0,0
2545470940,5.07246,0,1,0,0,0
2545770963,5.04346,0,1,0,0,0
2546080922,5.05474,0,1,0,0,0
2546680922,5.07568,0,1,0,0,0
2546980922,5.02251,0,1,0,0,0
2547280922,5.0918,0,1,0,0,0
2547580922,5.06279,0,1,0,0,0
2547880956,5.07568,0,1,0,0,0
2548180922,5.05796,0,1,0,0,0
2548480922,5.0499,0,1,0,0,0
2548790975,5.05635,0,1,0,0,0
2549090939,5.05635,0,1,0,0,0
2549390946,5.02734,0,1,0,0,0
2549690946,5.06118,0,1,0,0,0
2549990996,5.07246,0,1,0,0,0
2550290970,5.0644,0,1,0,0,0
2550600922,5.07085,0,1,0,0,0
2550900943,5.07891,0,1,0,0,0
2551200929,5.06118,0,1,0,0,0
2551500931,5.06924,0,1,0,0,0
2551800922,5.08213,0,1,0,0,0
2552100922,5.04023,0,1,0,0,0
2552400922,5.02895,0,1,0,0,0
2552700931,5.07407,0,1,0,0,0
2553010944,5.05957,0,1,0,0,0
2553310938,5.05957,0,1,0,0,0
2553610962,5.06602,0,1,0,0,0
2553910970,5.07891,0,1,0,0,0
2554210938,5.06602,0,1,0,0,0
2554510939,5.07407,0,1,0,0,0
2554810995,5.04507,0,1,0,0,0
2555110946,5.01768,0,1,0,0,0
2555410946,5.01445,0,1,0,0,0
2555710949,5.08857,0,1,0,0,0
2556020922,5.05474,0,1,0,0,0
2556320922,5.05474,0,1,0,0,0
2556620922,5.04185,0,1,0,0,0
2556920922,5.04507,0,1,0,0,0
2557220931,5.02412,0,1,0,0,0
2557520972,5.04507,0,1,0,0,0
2557820922,5.05474,0,1,0,0,0
2558120922,5.00801,0,1,0,0,0
2558420922,5.04668,0,1,0,0,0
2558720924,5.06279,0,1,0,0,0
2559030954,5.05957,0,1,0,0,0
2559330952,5.07729,0,1,0,0,0
2559630959,5.07085,0,1,0,0,0
2559930947,5.01445,0,1,0,0,0
2560230945,5.01123,0,1,0,0,0
2560530953,5.04829,0,1,0,0,0
2560830946,5.03379,0,1,0,0,0
2561130921,5.05635,0,1,0,0,0
2561430975,5.06602,0,1,0,0,0
2561740946,5.01768,0,1,0,0,0
2562040926,5.06763,0,1,0,0,0
2562340922,5.05312,0,1,0,0,0
2562640922,5.0354,0,1,0,0,0
2562940932,5.04668,0,1,0,0,0
2563240922,5.00801,0,1,0,0,0
2563540947,5.07407,0,1,0,0,0
2563840922,5.00156,0,1,0,0,0
2564140922,5.01284,0,1,0,0,0
2564440922,5.05796,0,1,0,0,0
2564740922,5.05312,0,1,0,0,0
2565050972,5.07407,0,1,0,0,0
2565350946,5.07568,0,1,0,0,0
2565650947,5.03057,0,1,0,0,0
2565950946,5.0354,0,1,0,0,0
2566250950,5.02734,0,1,0,0,0
2566550952,5.07891,0,1,0,0,0
2566850938,5.04507,0,1,0,0,0
2567150968,5.08696,0,1,0,0,0
2567450939,5.0644,0,1,0,0,0
2567750963,5.08213,0,1,0,0,0
2568060922,5.01929,0,1,0,0,0
2568360922,5.08213,0,1,0,0,0
2568660945,5.06763,0,1,0,0,0
2568960922,5.06279,0,1,0,0,0
2569260922,5.03862,0,1,0,0,0
2569560922,5.02251,0,1,0,0,0
2569860931,5.04668,0,1,0,0,0
2570160922,5.00801,0,1,0,0,0
2570460922,5.03057,0,1,0,0,0
2570760938,5.04023,0,1,0,0,0
2571070938,5.06602,0,1,0,0,0
2571370938,5.05635,0,1,0,0,0
