timestamp,timestamp_last_signal,channel_count,rssi,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],rc_failsafe,rc_lost,input_source
2488558107,2488558107,8,255,0,0,20010,1519,1504,1099,1939,1520,1519,1099,1520,2050,6,0,0,0,23701,37972,14157,48,0,0,0,2
2488674961,2488674961,8,255,0,0,20015,1519,1502,1099,1939,1520,1520,1099,1519,2050,6,0,0,0,9673,37974,14157,48,0,0,0,2
2488781801,2488781801,8,255,0,0,20021,1520,1502,1099,1846,1519,1520,1099,1520,2050,6,0,0,0,50854,37975,14157,48,0,0,0,2
2488870081,2488870081,8,255,0,0,20007,1520,1502,1099,1573,1519,1520,1099,1520,2050,6,0,0,0,8033,37977,14157,48,0,0,0,2
2488962053,2488962053,8,255,0,0,20007,1519,1502,1099,1522,1519,1520,1099,1520,2050,6,0,0,0,34257,37978,14157,48,0,0,0,2
2489075479,2489075479,8,255,0,0,20005,1519,1503,1098,1527,1520,1520,1099,1520,2050,6,0,0,0,15454,37980,14157,48,0,0,0,2
2489187121,2489187121,8,255,0,0,20006,1520,1503,1165,1520,1520,1520,1098,1520,2050,6,0,0,0,62973,37981,14157,48,0,0,0,2
2489278051,2489278051,8,255,0,0,19985,1520,1500,1225,1520,1520,1519,1099,1520,2050,6,0,0,0,22912,37983,14157,48,0,0,0,2
2489387542,2489387542,8,255,0,0,19984,1520,1496,1243,1519,1520,1520,1099,1519,2050,6,0,0,0,1407,37985,14157,48,0,0,0,2
2489476792,2489476792,8,255,0,0,19991,1520,1491,1292,1520,1520,1519,1099,1520,2050,6,0,0,0,24989,37986,14157,48,0,0,0,2
2489587701,2489587701,8,255,0,0,19988,1518,1483,1343,1519,1520,1520,1099,1519,2050,6,0,0,0,4789,37988,14157,48,0,0,0,2
2489699262,2489699262,8,255,0,0,19997,1516,1475,1449,1520,1519,1520,1099,1520,2050,6,0,0,0,50876,37989,14157,48,0,0,0,2
2489783235,2489783235,8,255,0,0,19989,1516,1475,1469,1520,1520,1519,1099,1520,2050,6,0,0,0,3824,37991,14157,48,0,0,0,2
2489891774,2489891774,8,255,0,0,19997,1513,1458,1507,1520,1519,1520,1099,1520,2050,6,0,0,0,46816,37992,14157,48,0,0,0,2
2489999645,2489999645,8,255,0,0,20012,1515,1458,1536,1520,1519,1520,1099,1520,2050,6,0,0,0,23603,37994,14157,48,0,0,0,2
2490097945,2490097945,8,255,0,0,20031,1504,1461,1558,1521,1520,1520,1099,1520,2050,6,0,0,0,53943,37995,14157,48,0,0,0,2
2490188343,2490188343,8,255,0,0,20007,1495,1461,1559,1520,1520,1519,1099,1520,2050,6,0,0,0,15733,37997,14157,48,0,0,0,2
2490299227,2490299227,8,255,0,0,19980,1479,1454,1568,1519,1520,1520,1099,1519,2050,6,0,0,0,61129,37998,14157,48,0,0,0,2
2490391990,2490391990,8,255,0,0,20011,1486,1454,1584,1520,1520,1520,1098,1520,2050,6,0,0,0,22668,38000,14157,48,0,0,0,2
2490499643,2490499643,8,255,0,0,20012,1484,1445,1597,1520,1520,1520,1099,1519,2050,6,0,0,0,64853,38001,14157,48,0,0,0,2
2490613149,2490613149,8,255,0,0,20007,1491,1438,1611,1519,1520,1520,1099,1519,2050,6,0,0,0,47299,38003,14157,48,0,0,0,2
2490700877,2490700877,8,255,0,0,19943,1490,1445,1617,1519,1520,1520,1099,1519,2050,6,0,0,0,3912,38005,14157,48,0,0,0,2
2490809879,2490809879,8,255,0,0,19992,1474,1454,1621,1519,1520,1520,1099,1519,2050,6,0,0,0,47326,38006,14157,48,0,0,0,2
2490901465,2490901465,8,255,0,0,20005,1467,1462,1633,1520,1519,1520,1099,1520,2050,6,0,0,0,7510,38008,14157,48,0,0,0,2
2491010393,2491010393,8,255,0,0,19995,1476,1462,1663,1520,1520,1520,1099,1519,2050,6,0,0,0,51074,38009,14157,48,0,0,0,2
2491119636,2491119636,8,255,0,0,19992,1473,1466,1673,1520,1520,1520,1098,1520,2050,6,0,0,0,26664,38011,14157,48,0,0,0,2
2491211882,2491211882,8,255,0,0,20026,1481,1464,1672,1520,1519,1520,1099,1520,2050,6,0,0,0,55629,38012,14157,48,0,0,0,2
2491321482,2491321482,8,255,0,0,20013,1487,1466,1656,1520,1519,1520,1099,1520,2050,6,0,0,0,34480,38014,14157,48,0,0,0,2
2491413130,2491413130,8,255,0,0,20009,1457,1468,1631,1507,1520,1519,1099,1520,2050,6,0,0,0,60938,38015,14157,48,0,0,0,2
2491511510,2491511510,8,255,0,0,20003,1423,1466,1636,1504,1520,1520,1099,1519,2050,6,0,0,0,27787,38017,14157,48,0,0,0,2
2491620552,2491620552,8,255,0,0,20001,1426,1478,1637,1483,1520,1519,1099,1520,2050,6,0,0,0,6028,38019,14157,48,0,0,0,2
2491726451,2491726451,8,255,0,0,19999,1474,1502,1637,1479,1519,1520,1099,1520,2050,6,0,0,0,46524,38020,14157,48,0,0,0,2
2491811089,2491811089,8,255,0,0,19995,1505,1502,1637,1464,1520,1518,1099,1519,2050,6,0,0,0,65478,38021,14157,48,0,0,0,2
