timestamp,x,y,z,yaw,vx,vy,vz,acc_x,acc_y,acc_z
2488573807,-0.225789,0.946198,0.00228069,-0.0940523,0.0,0.0,1.0,0.0,0.0,-4.48526
2488673667,-0.244442,0.925372,0.00196177,-0.0936134,0.0,0.0,1.0,0.0,0.0,-4.48526
2488784358,-0.249026,0.923119,0.00206608,-0.0915982,0.0,0.0,1.0,0.0,0.0,-4.48526
2488884906,-0.254162,0.918643,0.00208275,-0.0899742,0.0,0.0,1.0,0.0,0.0,-4.48526
2488984965,-0.226705,0.883324,0.00242609,-0.0887284,0.0,0.0,1.0,0.0,0.0,-4.48526
2489084718,-0.217426,0.864438,0.00237009,-0.0874371,0.0,0.0,1.0,0.0,0.0,-4.48526
2489185063,-0.216933,0.865783,0.00277563,-0.0858177,0.0,0.0,0.961642,0.0,0.0,-4.48526
2489284444,-0.236724,0.8566,0.0021952,-0.0839297,0.0,0.0,0.644771,0.0,0.0,-4.48526
2489385575,-0.234381,0.844151,0.00269196,-0.0822981,0.0,0.0,0.625449,0.0,0.0,-4.48526
2489494984,-0.240362,0.840791,0.00336233,-0.0811687,0.0,0.0,0.483515,0.0,0.0,-4.48526
2489595283,-0.240928,0.846341,0.0031445,-0.0798513,0.0,0.0,0.364234,0.0,0.0,-4.48526
2489695367,-0.238151,0.865755,0.00278784,-0.0783562,0.0,0.0,0.124004,0.0,0.0,-4.48526
2489795543,-0.233993,0.884506,0.00359081,-0.0770222,0.0,0.0,0.0308506,0.0,0.0,-4.48526
2489895629,-0.16772,0.959332,0.00217922,-0.0761684,0.0,0.0,0.0308506,0.0,0.0,-4.48526
2490006325,-0.217957,0.944767,0.00310936,-0.07551,0.0,0.0,0.0308506,0.0,0.0,-4.48526
2490106395,-0.240802,0.930962,0.00332145,-0.0745065,0.0,0.0,0.0308506,0.0,0.0,-4.48526
2490206054,-0.266907,0.915345,0.00430399,-0.0732733,0.0,0.0,0.0308506,0.0,0.0,-4.48526
2490306731,-0.260742,0.89438,0.00363616,-0.0723921,0.0,0.0,0.0308506,0.0,0.0,-4.48526
2490406802,-0.238144,0.831574,0.00439426,-0.0719056,0.0,0.0,0.0308506,0.0,0.0,-4.48526
2490507079,-0.236529,0.828588,0.00487522,-0.0715252,0.0,0.0,-0.0829434,0.0,0.0,-4.48526
2490606747,-0.249573,0.842752,0.00431569,-0.0709761,0.0,0.0,-0.122198,0.0,0.0,-4.48526
2490716866,-0.297082,0.914712,0.00353021,-0.0704332,0.0,0.0,-0.196523,0.0,0.0,-4.48526
2490817005,-0.302447,0.93146,0.00411723,-0.0704962,0.0,0.0,-0.271207,0.0,0.0,-4.48526
2490917169,-0.322681,0.943182,0.00387203,-0.0709291,0.0,0.0,-0.363985,0.0,0.0,-4.48526
2491017537,-0.342315,0.942454,0.00377287,-0.0708264,0.0,0.0,0.465408,0.0,0.0,-3.88982
2491118380,-0.368744,0.925073,0.00654467,-0.0708264,0.0,0.0,0.317348,0.0,0.0,-3.97455
2491217755,-0.382366,0.931324,0.0254596,-0.0708264,0.0896008,0.0038179,0.148503,0.0,0.0,-4.50941
2491317829,-0.364993,0.930815,0.065228,-0.0708264,0.112165,-0.0152435,0.000534174,0.0,0.0,-4.76361
2491417943,-0.367576,0.896754,0.0979554,-0.0711292,0.161314,-0.0841296,-0.133283,0.0,0.0,-5.14442
2491528673,-0.3749,0.886434,0.153382,-0.0728689,0.191469,-0.105523,-0.235256,0.0,0.0,-5.42796
2491628788,-0.376843,0.889288,0.218394,-0.0769371,0.227578,-0.149546,-0.334027,0.0,0.0,-5.7153
2491728820,-0.420061,0.861858,0.248397,-0.0871992,0.250555,-0.209559,-0.394267,0.0,0.0,-5.931
2491829638,-0.411299,0.822748,0.343654,-0.0985088,0.271884,-0.269835,-0.394251,0.0,0.0,-5.99896
2491929178,-0.465029,0.752399,0.371914,-0.111133,0.289574,-0.345568,-0.300958,0.0,0.0,-5.7867
2492029480,-0.45642,0.694672,0.463224,-0.124059,0.290316,-0.376155,-0.216139,0.0,0.0,-5.68874
2492129726,-0.45944,0.688138,0.538531,-0.135181,0.289323,-0.375203,-0.250224,0.0,0.0,-5.84738
2492239488,-0.439206,0.657936,0.654733,-0.14371,0.282369,-0.35792,-0.270687,0.0,0.0,-5.91246
2492339342,-0.40838,0.615489,0.823676,-0.153256,0.248355,-0.343402,-0.26943,0.0,0.0,-5.94305
2492439428,-0.28216,0.867261,0.943146,-0.163496,0.17983,-0.28799,-0.271219,0.0,0.0,-6.11494
2492539659,-0.22907,0.926453,1.1202,-0.172996,0.144043,-0.228503,-0.270765,0.0,0.0,-6.20387
2492640195,-0.243762,0.912773,1.27456,-0.182983,0.0976532,-0.152795,-0.281702,0.0,0.0,-6.22212
2492740336,-0.314975,0.816212,1.43452,-0.191922,0.0835805,-0.133086,-0.343345,0.0,0.0,-6.2757
2492840236,-0.326399,0.770845,1.60102,-0.200108,0.0742536,-0.121091,-0.444204,0.0,0.0,-6.39399
2492940326,-0.282517,0.785338,1.70425,-0.209681,0.069718,-0.108405,-0.459947,0.0,0.0,-6.35895
2493051177,-0.260679,0.776831,1.85508,-0.222865,0.0374103,-0.0793717,-0.353721,0.0,0.0,-6.0985
2493151246,-0.2661,0.761971,1.93496,-0.236643,0.0273661,-0.0656952,-0.357408,0.0,0.0,-6.08586
2493251371,-0.337538,0.704408,2.01383,-0.240273,0.0159911,-0.0580731,-0.29848,0.0,0.0,-6.00901
2493351640,-0.351041,0.67991,2.16684,-0.241738,0.00560968,-0.0391599,-0.156072,0.0,0.0,-5.75674
2493451429,-0.306372,0.676121,2.16869,-0.242377,0.00591118,-0.0334899,-0.120176,0.0,0.0,-5.73078
2493551843,-0.283518,0.658725,2.11516,-0.242585,0.00147281,-0.0181748,-0.125077,0.0,0.0,-5.827
2493651930,-0.277228,0.641459,2.15611,-0.242616,-0.000107318,-0.000876362,-0.122903,0.0,0.0,-5.91716
2493751754,-0.278636,0.632618,2.21597,-0.242617,0.0,0.0,-0.121359,0.0,0.0,-5.96037
2493862161,-0.252701,0.554206,2.24184,-0.242617,0.0,0.0,-0.132479,0.0,0.0,-5.97357
2493961962,-0.263317,0.548656,2.27048,-0.242617,0.0,0.0,-0.175839,0.0,0.0,-6.09744
2494062383,-0.270309,0.530973,2.25173,-0.242653,-0.0294366,0.0275235,-0.23636,0.0,0.0,-6.27897
2494162689,-0.261771,0.502771,2.24624,-0.243126,-0.0668927,0.0648669,-0.239266,0.0,0.0,-6.25098
2494262983,-0.27357,0.513161,2.29594,-0.243942,-0.0732909,0.079166,-0.237149,0.0,0.0,-6.10005
2494362687,-0.237282,0.489261,2.31185,-0.24635,-0.0775219,0.0878815,-0.173709,0.0,0.0,-5.84986
2494463052,-0.207809,0.4763,2.27892,-0.251374,-0.0739861,0.0874161,-0.160636,0.0,0.0,-5.8217
2494573603,-0.214769,0.488734,2.33514,-0.257883,-0.0695268,0.0833249,-0.155062,0.0,0.0,-5.85131
2494673569,-0.185419,0.464797,2.35982,-0.266003,-0.0687597,0.0798929,-0.0731855,0.0,0.0,-5.70391
2494773697,-0.180083,0.455755,2.38243,-0.272921,-0.0831431,0.0925415,-0.0674588,0.0,0.0,-5.80486
2494874295,-0.153121,0.443338,2.33535,-0.277405,-0.078568,0.102196,-0.0456846,0.0,0.0,-5.7274
