timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
2488576052,2488571824,-0.0433143,0.0660305,0.0203019,0.0,0.0,0.0,0.0,-1.0
2488680029,2488675814,-0.0475747,0.0720791,0.0131078,0.0,0.0,0.0,0.0,-1.0
2488784257,2488779849,-0.0571949,0.0753936,0.00667521,0.0,0.0,0.0,0.0,-1.0
2488884765,2488879814,-0.0669876,0.0771254,0.00937592,0.0,0.0,0.0,0.0,-1.0
2488984823,2488979852,-0.0628334,0.0808719,0.0117762,0.0,0.0,0.0,0.0,-1.0
2489084547,2489079834,-0.0570419,0.0800794,0.00799708,0.0,0.0,0.0,0.0,-1.0
2489188151,2489183824,-0.0504697,0.0821922,0.00355925,0.0,0.0,0.0,0.0,-1.0
2489288048,2489283872,-0.0512195,0.0808835,0.00586137,0.0,0.0,0.0,0.0,-1.0
2489392038,2489387835,-0.0467994,0.0803869,0.0117451,0.0,0.0,0.0,0.0,-1.0
2489493655,2489489433,-0.0473671,0.0754041,0.0109103,0.0,0.0,0.0,0.0,-1.0
2489597662,2489593417,-0.0478844,0.068659,0.00546498,0.0,0.0,0.0,0.0,-1.0
2489697571,2489693415,-0.0559141,0.0575892,0.00535854,0.0,0.0,0.0,0.0,-1.0
2489801604,2489797415,-0.058529,0.0540573,0.0109171,0.0,0.0,0.0,0.0,-1.0
2489901628,2489897440,-0.0538051,0.0345085,0.0130778,0.0,0.0,0.0,0.0,-1.0
2490001668,2489997450,-0.0500338,0.0341514,0.00944868,0.0,0.0,0.0,0.0,-1.0
2490106290,2490101434,-0.0398586,0.0395739,0.0051696,0.0,0.0,0.0,0.0,-1.0
2490205949,2490201442,-0.056942,0.0381244,0.00780134,0.0,0.0,0.0,0.0,-1.0
2490306630,2490301435,-0.0753651,0.0255137,0.0125009,0.0,0.0,0.0,0.0,-1.0
2490409631,2490405436,-0.0728344,0.0235245,0.0133688,0.0,0.0,0.0,0.0,-1.0
2490509676,2490505425,-0.0708852,0.0162111,0.00938971,0.0,0.0,0.0,0.0,-1.0
2490611208,2490607035,-0.0629461,-0.00901133,0.00716902,0.0,0.0,0.0,0.0,-1.0
2490715237,2490711075,-0.0601615,0.00181501,0.0113553,0.0,0.0,0.0,0.0,-1.0
2490815177,2490811077,-0.0761417,0.0146823,0.0148772,0.0,0.0,0.0,0.0,-1.0
2490915222,2490911072,-0.0861133,0.0314475,0.0142398,0.0,0.0,0.0,0.0,-1.0
2491019243,2491015058,-0.0282647,0.0185495,-0.00156295,0.395118,0.0,0.0,0.0,-1.0
2491119287,2491115033,0.0227141,0.0104278,0.0100608,0.403914,0.0,0.0,0.0,-1.0
2491219209,2491215034,-0.00137815,0.0075453,0.0153152,0.458571,0.0,0.0,0.0,-1.0
2491323186,2491319036,-0.004722,-0.00024366,0.0115552,0.484526,0.0,0.0,0.0,-1.0
2491423228,2491419040,-0.0223564,0.00565753,0.0120014,0.52355,0.0,0.0,0.0,-1.0
2491527212,2491523035,-0.0306562,0.0104338,0.0137004,0.550842,0.0,0.0,0.0,-1.0
2491628943,2491624635,0.0257742,0.0243122,0.0128777,0.580047,0.0,0.0,0.0,-1.0
2491729022,2491724635,0.0160434,0.00384065,0.00744594,0.600883,0.0,0.0,0.0,-1.0
2491829525,2491824631,-0.00945831,0.00988697,0.00751738,0.608848,0.0,0.0,0.0,-1.0
2491932812,2491928672,-0.00996498,0.0152957,0.0117305,0.589536,0.0,0.0,0.0,-1.0
2492032850,2492028615,-0.0275684,0.0240176,0.00725516,0.580065,0.0,0.0,0.0,-1.0
2492132787,2492128615,-0.0245551,0.0134484,0.0103858,0.596242,0.0,0.0,0.0,-1.0
2492236894,2492232648,-0.0198743,-0.00769635,0.0111719,0.604512,0.0,0.0,0.0,-1.0
2492336932,2492332608,0.00582583,-0.0103708,0.00845599,0.603675,0.0,0.0,0.0,-1.0
2492440774,2492436652,-0.011468,-0.00337845,0.0101699,0.621883,0.0,0.0,0.0,-1.0
2492540849,2492536636,-0.0454843,0.00306388,0.0122688,0.631073,0.0,0.0,0.0,-1.0
2492640844,2492636649,0.023058,0.0218698,0.011437,0.633872,0.0,0.0,0.0,-1.0
2492742483,2492738218,-0.00997356,0.0243578,0.0145528,0.639869,0.0,0.0,0.0,-1.0
2492846385,2492842242,0.0121228,-0.00434305,0.0148131,0.651932,0.0,0.0,0.0,-1.0
2492946398,2492942242,0.00262462,-0.0040978,0.0110031,0.648241,0.0,0.0,0.0,-1.0
2493050808,2493046218,0.00194832,0.012419,0.0042568,0.628194,0.0,0.0,0.0,-1.0
2493151101,2493146224,0.00218429,0.00160225,0.00951229,0.619747,0.0,0.0,0.0,-1.0
2493251222,2493246222,-0.0146125,0.000741906,0.0167578,0.612394,0.0,0.0,0.0,-1.0
2493351528,2493346248,0.0188539,0.0183782,0.015073,0.591573,0.0,0.0,0.0,-1.0
2493454463,2493450243,-0.0128647,0.00361137,0.0157024,0.584343,0.0,0.0,0.0,-1.0
2493554406,2493550263,0.0147614,0.0157311,0.0176041,0.594087,0.0,0.0,0.0,-1.0
2493658387,2493654242,-0.0133989,-0.000679857,0.0179079,0.603097,0.0,0.0,0.0,-1.0
2493758501,2493754242,-0.0175803,-0.00821781,0.018022,0.607185,0.0,0.0,0.0,-1.0
2493860054,2493855840,-0.028041,0.0020344,0.0173964,0.609136,0.0,0.0,0.0,-1.0
2493960042,2493955835,-0.00932597,-0.010745,0.0173607,0.611961,0.0,0.0,0.0,-1.0
2494063994,2494059835,0.0031115,-0.00828307,0.0178664,0.63944,0.0,0.0,0.0,-1.0
2494164059,2494159854,-0.00914641,0.0161511,0.0181927,0.637228,0.0,0.0,0.0,-1.0
2494264018,2494259814,-0.00744904,0.0155444,0.0167767,0.622016,0.0,0.0,0.0,-1.0
2494368078,2494363820,-0.0014038,-0.000560771,0.0109279,0.596512,0.0,0.0,0.0,-1.0
2494468076,2494463835,-0.00610986,0.0127852,0.0120547,0.593645,0.0,0.0,0.0,-1.0
2494572056,2494567859,-0.0183207,0.00823233,0.0078674,0.596859,0.0,0.0,0.0,-1.0
2494675995,2494671834,-0.0070213,-0.0105244,0.00552644,0.581596,0.0,0.0,0.0,-1.0
2494775977,2494771840,0.00536747,0.0197702,0.00739169,0.591834,0.0,0.0,0.0,-1.0
2494880033,2494875834,-0.0128063,0.00769477,0.00909046,0.583884,0.0,0.0,0.0,-1.0
2494981632,2494977408,-0.0348451,-0.0153279,0.00880283,0.567636,0.0,0.0,0.0,-1.0
2495081630,2495077435,-0.0171668,-0.00664858,0.00880988,0.607974,0.0,0.0,0.0,-1.0
2495181611,2495177415,-0.00851679,0.0117724,0.00726991,0.621084,0.0,0.0,0.0,-1.0
2495285646,2495281446,-0.0196128,0.00383605,0.00895933,0.645327,0.0,0.0,0.0,-1.0
2495385621,2495381454,0.00756515,-0.00565595,0.0114432,0.636899,0.0,0.0,0.0,-1.0
2495485586,2495481414,0.0456394,0.027619,0.0147881,0.612722,0.0,0.0,0.0,-1.0
