timestamp,min_distance,max_distance,current_distance,covariance,type,id,orientation
556382658,0.01,120.0,0.04,0.0,0,0,8
556433663,0.01,120.0,0.04,0.0,0,0,8
556484658,0.01,120.0,0.04,0.0,0,0,8
556534726,0.01,120.0,0.0,0.0,0,0,8
556585708,0.01,120.0,0.07,0.0,0,0,8
556638292,0.01,120.0,0.0,0.0,0,0,8
556689799,0.01,120.0,0.04,0.0,0,0,8
556741011,0.01,120.0,0.0,0.0,0,0,8
556791659,0.01,120.0,0.04,0.0,0,0,8
556841659,0.01,120.0,0.04,0.0,0,0,8
556893168,0.01,120.0,0.04,0.0,0,0,8
556943642,0.01,120.0,0.04,0.0,0,0,8
556993692,0.01,120.0,0.04,0.0,0,0,8
557045606,0.01,120.0,0.0,0.0,0,0,8
557096670,0.01,120.0,0.04,0.0,0,0,8
557149767,0.01,120.0,0.04,0.0,0,0,8
557199673,0.01,120.0,0.01,0.0,0,0,8
557250051,0.01,120.0,0.02,0.0,0,0,8
557300396,0.01,120.0,0.02,0.0,0,0,8
557351642,0.01,120.0,0.05,0.0,0,0,8
557406522,0.01,120.0,0.01,0.0,0,0,8
557460082,0.01,120.0,0.1,0.0,0,0,8
557511868,0.01,120.0,0.04,0.0,0,0,8
557562526,0.01,120.0,0.04,0.0,0,0,8
557613654,0.01,120.0,0.04,0.0,0,0,8
557663862,0.01,120.0,0.04,0.0,0,0,8
557715438,0.01,120.0,0.04,0.0,0,0,8
557765681,0.01,120.0,0.05,0.0,0,0,8
557815720,0.01,120.0,0.04,0.0,0,0,8
557868142,0.01,120.0,0.09,0.0,0,0,8
557917668,0.01,120.0,0.0,0.0,0,0,8
557968920,0.01,120.0,0.06,0.0,0,0,8
558021590,0.01,120.0,0.06,0.0,0,0,8
558072061,0.01,120.0,0.06,0.0,0,0,8
558122679,0.01,120.0,0.02,0.0,0,0,8
558173674,0.01,120.0,0.08,0.0,0,0,8
558223637,0.01,120.0,0.0,0.0,0,0,8
558274723,0.01,120.0,0.07,0.0,0,0,8
558325149,0.01,120.0,0.04,0.0,0,0,8
558375654,0.01,120.0,0.04,0.0,0,0,8
558425675,0.01,120.0,0.03,0.0,0,0,8
558477158,0.01,120.0,0.04,0.0,0,0,8
558527642,0.01,120.0,0.04,0.0,0,0,8
558579075,0.01,120.0,0.04,0.0,0,0,8
558631430,0.01,120.0,0.0,0.0,0,0,8
558683270,0.01,120.0,0.05,0.0,0,0,8
558732679,0.01,120.0,0.06,0.0,0,0,8
558782948,0.01,120.0,0.05,0.0,0,0,8
558832660,0.01,120.0,0.02,0.0,0,0,8
558883654,0.01,120.0,0.06,0.0,0,0,8
558935306,0.01,120.0,0.06,0.0,0,0,8
558986576,0.01,120.0,0.06,0.0,0,0,8
559036659,0.01,120.0,0.06,0.0,0,0,8
559086751,0.01,120.0,0.1,0.0,0,0,8
559137665,0.01,120.0,0.04,0.0,0,0,8
559188658,0.01,120.0,0.04,0.0,0,0,8
559239662,0.01,120.0,0.08,0.0,0,0,8
559289643,0.01,120.0,0.08,0.0,0,0,8
559340810,0.01,120.0,0.03,0.0,0,0,8
559392894,0.01,120.0,0.07,0.0,0,0,8
559443077,0.01,120.0,0.07,0.0,0,0,8
559493659,0.01,120.0,0.06,0.0,0,0,8
559544370,0.01,120.0,0.06,0.0,0,0,8
559596424,0.01,120.0,0.06,0.0,0,0,8
559646672,0.01,120.0,0.03,0.0,0,0,8
559697772,0.01,120.0,0.03,0.0,0,0,8
559748667,0.01,120.0,0.03,0.0,0,0,8
559798836,0.01,120.0,0.03,0.0,0,0,8
559849003,0.01,120.0,0.03,0.0,0,0,8
559899640,0.01,120.0,0.03,0.0,0,0,8
559949637,0.01,120.0,0.03,0.0,0,0,8
559999629,0.01,120.0,0.07,0.0,0,0,8
560050946,0.01,120.0,0.03,0.0,0,0,8
560100684,0.01,120.0,0.03,0.0,0,0,8
560150693,0.01,120.0,0.03,0.0,0,0,8
560202092,0.01,120.0,0.04,0.0,0,0,8
560252644,0.01,120.0,0.04,0.0,0,0,8
560304465,0.01,120.0,0.04,0.0,0,0,8
560356027,0.01,120.0,0.04,0.0,0,0,8
560406729,0.01,120.0,0.04,0.0,0,0,8
560458432,0.01,120.0,0.04,0.0,0,0,8
560510169,0.01,120.0,0.04,0.0,0,0,8
560560675,0.01,120.0,0.09,0.0,0,0,8
560611053,0.01,120.0,0.03,0.0,0,0,8
560662262,0.01,120.0,0.09,0.0,0,0,8
560711659,0.01,120.0,0.04,0.0,0,0,8
560763274,0.01,120.0,0.07,0.0,0,0,8
560816146,0.01,120.0,0.0,0.0,0,0,8
560865700,0.01,120.0,0.07,0.0,0,0,8
560916568,0.01,120.0,0.04,0.0,0,0,8
560968209,0.01,120.0,0.04,0.0,0,0,8
561018687,0.01,120.0,0.04,0.0,0,0,8
561068660,0.01,120.0,0.09,0.0,0,0,8
561120245,0.01,120.0,0.02,0.0,0,0,8
561171078,0.01,120.0,0.06,0.0,0,0,8
561221642,0.01,120.0,0.06,0.0,0,0,8
561271646,0.01,120.0,0.06,0.0,0,0,8
561322694,0.01,120.0,0.0,0.0,0,0,8
561372882,0.01,120.0,0.07,0.0,0,0,8
561422848,0.01,120.0,0.07,0.0,0,0,8
561473239,0.01,120.0,0.07,0.0,0,0,8
561522679,0.01,120.0,0.02,0.0,0,0,8
561573748,0.01,120.0,0.02,0.0,0,0,8
561624659,0.01,120.0,0.02,0.0,0,0,8
561678133,0.01,120.0,0.02,0.0,0,0,8
561728010,0.01,120.0,0.02,0.0,0,0,8
561778114,0.01,120.0,0.03,0.0,0,0,8
561827972,0.01,120.0,0.02,0.0,0,0,8
561878491,0.01,120.0,0.03,0.0,0,0,8
561928803,0.01,120.0,0.03,0.0,0,0,8
561979245,0.01,120.0,0.03,0.0,0,0,8
562028759,0.01,120.0,0.03,0.0,0,0,8
562079497,0.01,120.0,0.03,0.0,0,0,8
562131069,0.01,120.0,0.06,0.0,0,0,8
562182508,0.01,120.0,0.06,0.0,0,0,8
562233678,0.01,120.0,0.06,0.0,0,0,8
562284045,0.01,120.0,0.01,0.0,0,0,8
562333656,0.01,120.0,0.09,0.0,0,0,8
562384659,0.01,120.0,0.01,0.0,0,0,8
562435598,0.01,120.0,0.05,0.0,0,0,8
562485635,0.01,120.0,0.05,0.0,0,0,8
562536696,0.01,120.0,0.04,0.0,0,0,8
562586682,0.01,120.0,0.0,0.0,0,0,8
562639102,0.01,120.0,0.06,0.0,0,0,8
562689729,0.01,120.0,0.06,0.0,0,0,8
562740323,0.01,120.0,0.09,0.0,0,0,8
562792448,0.01,120.0,0.03,0.0,0,0,8
562842730,0.01,120.0,0.03,0.0,0,0,8
562893684,0.01,120.0,0.03,0.0,0,0,8
562945066,0.01,120.0,0.07,0.0,0,0,8
562995662,0.01,120.0,0.0,0.0,0,0,8
563045650,0.01,120.0,0.04,0.0,0,0,8
563096918,0.01,120.0,0.04,0.0,0,0,8
563149731,0.01,120.0,0.04,0.0,0,0,8
563199653,0.01,120.0,0.04,0.0,0,0,8
563250502,0.01,120.0,0.04,0.0,0,0,8
563301772,0.01,120.0,0.04,0.0,0,0,8
563352675,0.01,120.0,0.04,0.0,0,0,8
563402679,0.01,120.0,0.07,0.0,0,0,8
563453793,0.01,120.0,0.03,0.0,0,0,8
563503635,0.01,120.0,0.03,0.0,0,0,8
563554607,0.01,120.0,0.03,0.0,0,0,8
563606138,0.01,120.0,0.07,0.0,0,0,8
563656667,0.01,120.0,0.06,0.0,0,0,8
563706726,0.01,120.0,0.03,0.0,0,0,8
563757636,0.01,120.0,0.04,0.0,0,0,8
563808803,0.01,120.0,0.04,0.0,0,0,8
563861329,0.01,120.0,0.04,0.0,0,0,8
563912090,0.01,120.0,0.04,0.0,0,0,8
563963531,0.01,120.0,0.07,0.0,0,0,8
564015703,0.01,120.0,0.02,0.0,0,0,8
564067622,0.01,120.0,0.03,0.0,0,0,8
564117805,0.01,120.0,0.06,0.0,0,0,8
564168659,0.01,120.0,0.06,0.0,0,0,8
564221659,0.01,120.0,0.06,0.0,0,0,8
564272456,0.01,120.0,0.06,0.0,0,0,8
564324877,0.01,120.0,0.01,0.0,0,0,8
564374726,0.01,120.0,0.01,0.0,0,0,8
564425854,0.01,120.0,0.01,0.0,0,0,8
564477443,0.01,120.0,0.05,0.0,0,0,8
564527629,0.01,120.0,0.0,0.0,0,0,8
564577716,0.01,120.0,0.07,0.0,0,0,8
564629329,0.01,120.0,0.07,0.0,0,0,8
564682464,0.01,120.0,0.07,0.0,0,0,8
564734288,0.01,120.0,0.06,0.0,0,0,8
564786050,0.01,120.0,0.07,0.0,0,0,8
564836663,0.01,120.0,0.07,0.0,0,0,8
564887661,0.01,120.0,0.1,0.0,0,0,8
564938742,0.01,120.0,0.11,0.0,0,0,8
564988667,0.01,120.0,0.16,0.0,0,0,8
565038847,0.01,120.0,0.2,0.0,0,0,8
565088665,0.01,120.0,0.2,0.0,0,0,8
565138806,0.01,120.0,0.2,0.0,0,0,8
565190137,0.01,120.0,0.25,0.0,0,0,8
565240665,0.01,120.0,0.3,0.0,0,0,8
565293317,0.01,120.0,0.31,0.0,0,0,8
565344079,0.01,120.0,0.34,0.0,0,0,8
565396072,0.01,120.0,0.34,0.0,0,0,8
565447585,0.01,120.0,0.38,0.0,0,0,8
565499306,0.01,120.0,0.38,0.0,0,0,8
565549652,0.01,120.0,0.42,0.0,0,0,8
565599635,0.01,120.0,0.42,0.0,0,0,8
565650747,0.01,120.0,0.46,0.0,0,0,8
565701643,0.01,120.0,0.46,0.0,0,0,8
565754552,0.01,120.0,0.5,0.0,0,0,8
565805698,0.01,120.0,0.54,0.0,0,0,8
565856408,0.01,120.0,0.54,0.0,0,0,8
565908092,0.01,120.0,0.59,0.0,0,0,8
565959070,0.01,120.0,0.59,0.0,0,0,8
566008902,0.01,120.0,0.59,0.0,0,0,8
566059644,0.01,120.0,0.62,0.0,0,0,8
566110733,0.01,120.0,0.66,0.0,0,0,8
566161868,0.01,120.0,0.66,0.0,0,0,8
566212864,0.01,120.0,0.7,0.0,0,0,8
566265829,0.01,120.0,0.7,0.0,0,0,8
566315873,0.01,120.0,0.73,0.0,0,0,8
566366446,0.01,120.0,0.73,0.0,0,0,8
566416666,0.01,120.0,0.78,0.0,0,0,8
566467000,0.01,120.0,0.78,0.0,0,0,8
566517796,0.01,120.0,0.78,0.0,0,0,8
566568675,0.01,120.0,0.83,0.0,0,0,8
566618713,0.01,120.0,0.87,0.0,0,0,8
566670584,0.01,120.0,0.87,0.0,0,0,8
566722651,0.01,120.0,0.87,0.0,0,0,8
566772657,0.01,120.0,0.91,0.0,0,0,8
566823637,0.01,120.0,0.91,0.0,0,0,8
566876755,0.01,120.0,0.95,0.0,0,0,8
566927364,0.01,120.0,0.95,0.0,0,0,8
566979819,0.01,120.0,1.0,0.0,0,0,8
567031305,0.01,120.0,1.0,0.0,0,0,8
567080786,0.01,120.0,1.04,0.0,0,0,8
567131652,0.01,120.0,1.04,0.0,0,0,8
567183685,0.01,120.0,1.08,0.0,0,0,8
567234702,0.01,120.0,1.08,0.0,0,0,8
567286956,0.01,120.0,1.11,0.0,0,0,8
567337747,0.01,120.0,1.11,0.0,0,0,8
567388444,0.01,120.0,1.14,0.0,0,0,8
567440076,0.01,120.0,1.14,0.0,0,0,8
567490666,0.01,120.0,1.18,0.0,0,0,8
567541176,0.01,120.0,1.18,0.0,0,0,8
567590706,0.01,120.0,1.22,0.0,0,0,8
567641648,0.01,120.0,1.22,0.0,0,0,8
567693278,0.01,120.0,1.22,0.0,0,0,8
567742736,0.01,120.0,1.22,0.0,0,0,8
567793324,0.01,120.0,1.27,0.0,0,0,8
567844659,0.01,120.0,1.27,0.0,0,0,8
567895720,0.01,120.0,1.27,0.0,0,0,8
567947962,0.01,120.0,1.27,0.0,0,0,8
567998595,0.01,120.0,1.31,0.0,0,0,8
568050088,0.01,120.0,1.31,0.0,0,0,8
568100658,0.01,120.0,1.31,0.0,0,0,8
568150720,0.01,120.0,1.32,0.0,0,0,8
568202477,0.01,120.0,1.32,0.0,0,0,8
568254639,0.01,120.0,1.37,0.0,0,0,8
568304647,0.01,120.0,1.37,0.0,0,0,8
568355632,0.01,120.0,1.37,0.0,0,0,8
568406506,0.01,120.0,1.37,0.0,0,0,8
568456663,0.01,120.0,1.38,0.0,0,0,8
568509487,0.01,120.0,1.38,0.0,0,0,8
568560075,0.01,120.0,1.38,0.0,0,0,8
568611563,0.01,120.0,1.42,0.0,0,0,8
568663412,0.01,120.0,1.41,0.0,0,0,8
568715892,0.01,120.0,1.42,0.0,0,0,8
568766681,0.01,120.0,1.42,0.0,0,0,8
568819769,0.01,120.0,1.42,0.0,0,0,8
568870367,0.01,120.0,1.42,0.0,0,0,8
568920686,0.01,120.0,1.46,0.0,0,0,8
568972883,0.01,120.0,1.46,0.0,0,0,8
569022664,0.01,120.0,1.46,0.0,0,0,8
569073880,0.01,120.0,1.46,0.0,0,0,8
569125085,0.01,120.0,1.46,0.0,0,0,8
569174720,0.01,120.0,1.46,0.0,0,0,8
569225678,0.01,120.0,1.46,0.0,0,0,8
569277215,0.01,120.0,1.46,0.0,0,0,8
569327696,0.01,120.0,1.46,0.0,0,0,8
569377785,0.01,120.0,1.46,0.0,0,0,8
569427753,0.01,120.0,1.47,0.0,0,0,8
569477683,0.01,120.0,1.47,0.0,0,0,8
569528702,0.01,120.0,1.47,0.0,0,0,8
569581692,0.01,120.0,1.47,0.0,0,0,8
569632646,0.01,120.0,1.47,0.0,0,0,8
569683094,0.01,120.0,1.48,0.0,0,0,8
569734634,0.01,120.0,1.48,0.0,0,0,8
569786210,0.01,120.0,1.48,0.0,0,0,8
569836794,0.01,120.0,1.48,0.0,0,0,8
569886792,0.01,120.0,1.48,0.0,0,0,8
569936746,0.01,120.0,1.49,0.0,0,0,8
569987657,0.01,120.0,1.52,0.0,0,0,8
570037749,0.01,120.0,1.52,0.0,0,0,8
570088787,0.01,120.0,1.52,0.0,0,0,8
570139330,0.01,120.0,1.52,0.0,0,0,8
570192893,0.01,120.0,1.52,0.0,0,0,8
570243700,0.01,120.0,1.52,0.0,0,0,8
570296071,0.01,120.0,1.52,0.0,0,0,8
570346672,0.01,120.0,1.52,0.0,0,0,8
570397102,0.01,120.0,1.52,0.0,0,0,8
570448200,0.01,120.0,1.52,0.0,0,0,8
570498713,0.01,120.0,1.52,0.0,0,0,8
570549671,0.01,120.0,1.52,0.0,0,0,8
570602489,0.01,120.0,1.52,0.0,0,0,8
570654124,0.01,120.0,1.52,0.0,0,0,8
570705494,0.01,120.0,1.52,0.0,0,0,8
570755637,0.01,120.0,1.52,0.0,0,0,8
570806689,0.01,120.0,1.53,0.0,0,0,8
570857085,0.01,120.0,1.53,0.0,0,0,8
570907644,0.01,120.0,1.53,0.0,0,0,8
570958700,0.01,120.0,1.53,0.0,0,0,8
571009693,0.01,120.0,1.53,0.0,0,0,8
571059664,0.01,120.0,1.53,0.0,0,0,8
571110983,0.01,120.0,1.53,0.0,0,0,8
571160638,0.01,120.0,1.53,0.0,0,0,8
571214469,0.01,120.0,1.53,0.0,0,0,8
571266287,0.01,120.0,1.53,0.0,0,0,8
571316657,0.01,120.0,1.53,0.0,0,0,8
571367418,0.01,120.0,1.53,0.0,0,0,8
571419222,0.01,120.0,1.53,0.0,0,0,8
571468667,0.01,120.0,1.53,0.0,0,0,8
571519649,0.01,120.0,1.53,0.0,0,0,8
571571769,0.01,120.0,1.54,0.0,0,0,8
571625129,0.01,120.0,1.54,0.0,0,0,8
571675927,0.01,120.0,1.54,0.0,0,0,8
571727579,0.01,120.0,1.54,0.0,0,0,8
571779556,0.01,120.0,1.54,0.0,0,0,8
571829635,0.01,120.0,1.54,0.0,0,0,8
571880667,0.01,120.0,1.54,0.0,0,0,8
571930720,0.01,120.0,1.54,0.0,0,0,8
571981683,0.01,120.0,1.54,0.0,0,0,8
572032691,0.01,120.0,1.54,0.0,0,0,8
572082665,0.01,120.0,1.54,0.0,0,0,8
572135038,0.01,120.0,1.54,0.0,0,0,8
572186041,0.01,120.0,1.54,0.0,0,0,8
