timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,discharged_mah,remaining,scale,cell_count,connected,warning
556395536,16.4002,16.5423,5.37433,2.42831,977.423,0.903358,1.014,4,1,0
556696426,16.492,16.5275,3.30728,2.88174,977.727,0.904901,1.01377,4,1,0
556997225,16.3251,16.5145,3.00411,2.99166,977.991,0.905491,1.01369,4,1,0
557299523,16.5087,16.5093,3.14191,3.06574,978.258,0.906018,1.01332,4,1,0
557600044,16.492,16.5018,3.11435,3.10124,978.521,0.905997,1.01324,4,1,0
557900516,16.4837,16.4993,3.10057,3.11806,978.783,0.905975,1.01298,4,1,0
558201124,16.4586,16.4913,3.16947,3.13336,979.047,0.905952,1.01315,4,1,0
558502151,16.4753,16.4892,3.08679,3.15327,979.313,0.905929,1.01303,4,1,0
558802022,16.5087,16.4893,3.30728,3.16216,979.577,0.905905,1.01283,4,1,0
559103270,16.4586,16.4871,3.21081,3.16229,979.842,0.905881,1.01281,4,1,0
559407578,16.5004,16.4878,3.21081,3.15697,980.108,0.905857,1.01265,4,1,0
559707637,16.5004,16.4902,3.16947,3.15259,980.371,0.905832,1.01241,4,1,0
560000334,16.4837,16.4879,3.16947,3.14959,980.626,0.905808,1.01249,4,1,0
560314629,16.467,16.4855,3.12813,3.14007,980.899,0.905781,1.01257,4,1,0
560615358,16.5004,16.4871,3.10057,3.14771,981.163,0.905756,1.01243,4,1,0
560915591,16.4753,16.4892,3.15569,3.15032,981.426,0.905731,1.01227,4,1,0
561207551,16.5004,16.4906,3.26594,3.16182,981.684,0.905706,1.01216,4,1,0
561508320,16.4753,16.4899,3.15569,3.1479,981.945,0.905681,1.01218,4,1,0
561809113,16.5338,16.4891,3.2935,3.15473,982.209,0.905656,1.01222,4,1,0
562110110,16.467,16.4869,3.11435,3.15447,982.473,0.90563,1.01234,4,1,0
562410704,16.5505,16.4871,3.12813,3.15407,982.736,0.905605,1.01232,4,1,0
562711730,16.5004,16.485,3.08679,3.14435,982.998,0.90558,1.01243,4,1,0
563012554,16.5171,16.4867,3.14191,3.13899,983.26,0.905554,1.01233,4,1,0
563313214,16.5087,16.4832,3.21081,3.13975,983.522,0.905529,1.01253,4,1,0
563614232,16.4586,16.4833,3.16947,3.14118,983.785,0.905504,1.01252,4,1,0
563914925,16.5671,16.4839,3.23838,3.14745,984.048,0.905478,1.01249,4,1,0
564215674,15.9412,16.3841,26.1275,11.4381,985.948,0.90277,1.01409,4,1,0
564516323,15.6574,16.2782,33.5,18.8737,988.442,0.90527,1.01372,4,1,0
564817272,15.9078,16.1756,32.1357,24.7034,991.253,0.905236,1.0137,4,1,0
565117919,15.7492,16.102,33.4724,28.1081,994.026,0.905083,1.0133,4,1,0
565418849,15.7826,16.0324,34.4095,30.6306,996.91,0.904902,1.01361,4,1,0
565719580,16.033,15.9862,36.132,32.5701,999.872,0.9047,1.01332,4,1,0
566024671,15.8995,15.9382,36.2974,34.1044,1002.96,0.904478,1.01367,4,1,0
566333270,15.9245,15.9061,35.7875,34.7953,1006.03,0.904239,1.01364,4,1,0
566625988,15.9161,15.8847,35.4843,34.9539,1008.9,0.903999,1.01353,4,1,0
566930802,15.8243,15.8582,34.2303,34.9806,1011.87,0.90313,1.01403,4,1,0
567231647,15.6825,15.8499,33.8307,34.0054,1014.57,0.903202,1.01402,4,1,0
567528376,15.9579,15.84,34.9745,34.1184,1017.39,0.903227,1.014,4,1,0
567833251,15.6991,15.8259,34.8642,34.3096,1020.33,0.901465,1.01428,4,1,0
568134286,15.791,15.8298,33.0314,34.0034,1023.14,0.90269,1.01374,4,1,0
568433953,15.6741,15.8178,33.9823,33.8288,1025.93,0.901612,1.01426,4,1,0
568734724,15.5406,15.8122,33.9823,34.0096,1028.8,0.901216,1.01431,4,1,0
569039574,15.6741,15.7954,33.7756,34.1015,1031.7,0.895738,1.01512,4,1,0
569341233,15.6658,15.7956,33.5413,33.6334,1034.45,0.89555,1.01515,4,1,0
569641185,15.624,15.7856,34.2303,33.8189,1037.29,0.89227,1.01563,4,1,0
569942006,15.599,15.7762,33.872,33.8231,1040.12,0.888887,1.01613,4,1,0
570242788,15.8911,15.7707,33.8169,33.7915,1042.94,0.886976,1.01641,4,1,0
570543554,15.9662,15.7651,33.7618,33.6713,1045.73,0.88457,1.01677,4,1,0
570844486,15.7826,15.7577,33.6102,33.6865,1048.55,0.881926,1.01716,4,1,0
571145230,16.0914,15.7558,33.7756,33.6878,1051.37,0.881512,1.01722,4,1,0
571446053,15.9662,15.763,33.9272,33.7552,1054.2,0.884861,1.01672,4,1,0
571746791,15.5322,15.7585,34.0512,33.8181,1057.03,0.883159,1.01697,4,1,0
572047592,15.599,15.751,33.4586,33.9703,1059.89,0.880697,1.01734,4,1,0
572345466,15.8661,15.7443,34.2028,33.8183,1062.67,0.877848,1.01776,4,1,0
572645751,16.0163,15.75,34.6713,33.8315,1065.49,0.880178,1.01742,4,1,0
572946554,15.5656,15.7476,34.1339,33.8861,1068.32,0.87942,1.01753,4,1,0
573257212,15.9161,15.7401,35.443,34.158,1071.3,0.877136,1.01787,4,1,0
573551510,15.6741,15.7234,33.6653,34.1589,1074.1,0.870808,1.0188,4,1,0
573852418,15.8243,15.7204,33.9272,33.8983,1076.89,0.869257,1.01903,4,1,0
574158942,15.7075,15.714,34.4784,34.1842,1079.84,0.867194,1.01934,4,1,0
574459340,15.8995,15.7112,35.002,34.2765,1082.71,0.866273,1.01948,4,1,0
574750783,15.7158,15.7039,34.7264,34.4301,1085.52,0.863707,1.01986,4,1,0
575051575,15.6407,15.7152,35.7324,34.744,1088.46,0.869215,1.01904,4,1,0
575352543,15.7826,15.7125,35.5808,35.02,1091.42,0.869273,1.01903,4,1,0
