timestamp,heartbeat_time,telem_time,rxerrors,fixed,type,rssi,remote_rssi,noise,remote_noise,txbuf,system_id,component_id
556143348,556143348,0,0,0,0,0,0,0,0,0,0,0
557145740,557145740,0,0,0,0,0,0,0,0,0,0,0
558181758,558181758,0,0,0,0,0,0,0,0,0,0,0
559149344,559149344,0,0,0,0,0,0,0,0,0,0,0
560141694,560141694,0,0,0,0,0,0,0,0,0,0,0
561164430,561164430,0,0,0,0,0,0,0,0,0,0,0
562150935,562150935,0,0,0,0,0,0,0,0,0,0,0
563142581,563142581,0,0,0,0,0,0,0,0,0,0,0
564148127,564148127,0,0,0,0,0,0,0,0,0,0,0
565136403,565136403,0,0,0,0,0,0,0,0,0,0,0
566169823,566169823,0,0,0,0,0,0,0,0,0,0,0
567147521,567147521,0,0,0,0,0,0,0,0,0,0,0
568160341,568160341,0,0,0,0,0,0,0,0,0,0,0
569150648,569150648,0,0,0,0,0,0,0,0,0,0,0
570137690,570137690,0,0,0,0,0,0,0,0,0,0,0
571144351,571144351,0,0,0,0,0,0,0,0,0,0,0
572140160,572140160,0,0,0,0,0,0,0,0,0,0,0
573139094,573139094,0,0,0,0,0,0,0,0,0,0,0
574147767,574147767,0,0,0,0,0,0,0,0,0,0,0
575169592,575169592,0,0,0,0,0,0,0,0,0,0,0
578593340,578593340,0,0,0,0,0,0,0,0,0,0,0
579148419,579148419,0,0,0,0,0,0,0,0,0,0,0
580155422,580155422,0,0,0,0,0,0,0,0,0,0,0
581141701,581141701,0,0,0,0,0,0,0,0,0,0,0
582163578,582163578,0,0,0,0,0,0,0,0,0,0,0
583144677,583144677,0,0,0,0,0,0,0,0,0,0,0
584147229,584147229,0,0,0,0,0,0,0,0,0,0,0
585148351,585148351,0,0,0,0,0,0,0,0,0,0,0
586147672,586147672,0,0,0,0,0,0,0,0,0,0,0
587143218,587143218,0,0,0,0,0,0,0,0,0,0,0
588177699,588177699,0,0,0,0,0,0,0,0,0,0,0
589156234,589156234,0,0,0,0,0,0,0,0,0,0,0
590151599,590151599,0,0,0,0,0,0,0,0,0,0,0
591151687,591151687,0,0,0,0,0,0,0,0,0,0,0
592152110,592152110,0,0,0,0,0,0,0,0,0,0,0
593142281,593142281,0,0,0,0,0,0,0,0,0,0,0
594143354,594143354,0,0,0,0,0,0,0,0,0,0,0
595145677,595145677,0,0,0,0,0,0,0,0,0,0,0
596190480,596190480,0,0,0,0,0,0,0,0,0,0,0
597169321,597169321,0,0,0,0,0,0,0,0,0,0,0
598161366,598161366,0,0,0,0,0,0,0,0,0,0,0
599143432,599143432,0,0,0,0,0,0,0,0,0,0,0
600151752,600151752,0,0,0,0,0,0,0,0,0,0,0
601140689,601140689,0,0,0,0,0,0,0,0,0,0,0
602140639,602140639,0,0,0,0,0,0,0,0,0,0,0
603179425,603179425,0,0,0,0,0,0,0,0,0,0,0
604165795,604165795,0,0,0,0,0,0,0,0,0,0,0
605138713,605138713,0,0,0,0,0,0,0,0,0,0,0
606136420,606136420,0,0,0,0,0,0,0,0,0,0,0
607160787,607160787,0,0,0,0,0,0,0,0,0,0,0
608147697,608147697,0,0,0,0,0,0,0,0,0,0,0
609158105,609158105,0,0,0,0,0,0,0,0,0,0,0
610162566,610162566,0,0,0,0,0,0,0,0,0,0,0
611162431,611162431,0,0,0,0,0,0,0,0,0,0,0
612148232,612148232,0,0,0,0,0,0,0,0,0,0,0
613146732,613146732,0,0,0,0,0,0,0,0,0,0,0
614145925,614145925,0,0,0,0,0,0,0,0,0,0,0
615141353,615141353,0,0,0,0,0,0,0,0,0,0,0
616165789,616165789,0,0,0,0,0,0,0,0,0,0,0
617185716,617185716,0,0,0,0,0,0,0,0,0,0,0
618169645,618169645,0,0,0,0,0,0,0,0,0,0,0
619145653,619145653,0,0,0,0,0,0,0,0,0,0,0
620138621,620138621,0,0,0,0,0,0,0,0,0,0,0
621144354,621144354,0,0,0,0,0,0,0,0,0,0,0
622141713,622141713,0,0,0,0,0,0,0,0,0,0,0
623146409,623146409,0,0,0,0,0,0,0,0,0,0,0
624164353,624164353,0,0,0,0,0,0,0,0,0,0,0
625152573,625152573,0,0,0,0,0,0,0,0,0,0,0
626180365,626180365,0,0,0,0,0,0,0,0,0,0,0
627168351,627168351,0,0,0,0,0,0,0,0,0,0,0
628164990,628164990,0,0,0,0,0,0,0,0,0,0,0
629152080,629152080,0,0,0,0,0,0,0,0,0,0,0
630156365,630156365,0,0,0,0,0,0,0,0,0,0,0
631165971,631165971,0,0,0,0,0,0,0,0,0,0,0
632179410,632179410,0,0,0,0,0,0,0,0,0,0,0
633143351,633143351,0,0,0,0,0,0,0,0,0,0,0
634150688,634150688,0,0,0,0,0,0,0,0,0,0,0
635145700,635145700,0,0,0,0,0,0,0,0,0,0,0
636159359,636159359,0,0,0,0,0,0,0,0,0,0,0
637140351,637140351,0,0,0,0,0,0,0,0,0,0,0
638181345,638181345,0,0,0,0,0,0,0,0,0,0,0
639151365,639151365,0,0,0,0,0,0,0,0,0,0,0
640154654,640154654,0,0,0,0,0,0,0,0,0,0,0
642163187,642163187,0,0,0,0,0,0,0,0,0,0,0
643141517,643141517,0,0,0,0,0,0,0,0,0,0,0
