timestamp,timestamp_last_signal,channel_count,rssi,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],rc_failsafe,rc_lost,input_source
556378399,556378399,8,255,0,0,20007,1500,1498,987,2011,1500,1495,987,1500,2050,6,0,0,0,41031,8489,14157,16,0,0,0,2
556490158,556490158,8,255,0,0,19991,1501,1497,988,1986,1500,1495,987,1501,2050,6,0,0,0,22740,8491,14157,16,0,0,0,2
556601624,556601624,8,255,0,0,20018,1500,1498,987,1800,1499,1495,988,1500,2050,6,0,0,0,2845,8493,14157,16,0,0,0,2
556690572,556690572,8,255,0,0,20006,1501,1498,987,1628,1499,1495,987,1501,2050,6,0,0,0,26250,8494,14157,16,0,0,0,2
556802150,556802150,8,255,0,0,20003,1500,1498,987,1505,1500,1495,987,1500,2050,6,0,0,0,7072,8496,14157,16,0,0,0,2
556894327,556894327,8,255,0,0,20008,1500,1498,987,1504,1500,1495,988,1500,2050,6,0,0,0,33396,8497,14157,16,0,0,0,2
557001576,557001576,8,255,0,0,20003,1501,1498,987,1502,1499,1495,987,1501,2050,6,0,0,0,9283,8499,14157,16,0,0,0,2
557090559,557090559,8,255,0,0,18986,1501,1497,987,1501,1500,1495,988,1500,2050,6,0,0,0,33297,8500,14157,16,0,0,0,2
557203078,557203078,8,255,0,0,19990,1501,1497,988,1500,1499,1495,988,1500,2050,6,0,0,0,14693,8502,14157,16,0,0,0,2
557312026,557312026,8,255,0,0,20004,1501,1497,987,1501,1499,1495,987,1501,2050,6,0,0,0,58178,8503,14157,16,0,0,0,2
557407068,557407068,8,255,0,0,20018,1500,1498,987,1501,1499,1495,987,1501,2050,6,0,0,0,21782,8505,14157,16,0,0,0,2
557501214,557501214,8,255,0,0,20007,1501,1497,988,1500,1499,1495,988,1500,2050,6,0,0,0,50806,8506,14157,16,0,0,0,2
557608156,557608156,8,255,0,0,20007,1501,1498,987,1500,1500,1494,988,1500,2050,6,0,0,0,26612,8508,14157,16,0,0,0,2
557713140,557713140,8,255,0,0,20021,1500,1498,987,1501,1499,1495,987,1501,2050,6,0,0,0,550,8510,14157,16,0,0,0,2
557801622,557801622,8,255,0,0,20010,1501,1498,987,1500,1501,1495,987,1501,2050,6,0,0,0,23461,8511,14157,16,0,0,0,2
557913062,557913062,8,255,0,0,20007,1501,1498,987,1500,1500,1495,987,1500,2050,6,0,0,0,3780,8513,14157,16,0,0,0,2
558004913,558004913,8,255,0,0,19992,1501,1498,987,1500,1500,1494,988,1500,2050,6,0,0,0,30217,8514,14157,16,0,0,0,2
558114045,558114045,8,255,0,0,19981,1500,1498,987,1501,1499,1495,987,1501,2050,6,0,0,0,7873,8516,14157,16,0,0,0,2
558225842,558225842,8,255,0,0,19967,1500,1498,987,1501,1499,1495,987,1501,2050,6,0,0,0,54534,8517,14157,16,0,0,0,2
558317978,558317978,8,255,0,0,20007,1501,1498,987,1500,1500,1495,987,1500,2050,6,0,0,0,15472,8519,14157,16,0,0,0,2
558425778,558425778,8,255,0,0,20003,1501,1497,988,1500,1499,1495,988,1500,2050,6,0,0,0,57798,8520,14157,16,0,0,0,2
558515360,558515360,8,255,0,0,20019,1500,1498,987,1501,1499,1495,987,1501,2050,6,0,0,0,16322,8522,14157,16,0,0,0,2
558627204,558627204,8,255,0,0,20004,1501,1498,987,1500,1500,1495,987,1500,2050,6,0,0,0,62268,8523,14157,16,0,0,0,2
558715122,558715122,8,255,0,0,19986,1501,1497,988,1500,1499,1495,988,1500,2050,6,0,0,0,19477,8525,14157,16,0,0,0,2
558824280,558824280,8,255,0,0,19993,1501,1497,988,1499,1499,1495,987,1501,2050,6,0,0,0,63140,8526,14157,16,0,0,0,2
558936175,558936175,8,255,0,0,20987,1500,1498,987,1500,1499,1495,987,1501,2050,6,0,0,0,43889,8528,14157,16,0,0,0,2
559027442,559027442,8,255,0,0,20011,1501,1498,987,1499,1499,1495,988,1500,2050,6,0,0,0,4176,8530,14157,16,0,0,0,2
559136682,559136682,8,255,0,0,19996,1500,1498,987,1499,1500,1495,987,1500,2050,6,0,0,0,47815,8531,14157,16,0,0,0,2
559224543,559224543,8,255,0,0,19993,1501,1497,988,1499,1499,1495,987,1501,2050,6,0,0,0,4559,8533,14157,16,0,0,0,2
