timestamp,x_acc,y_acc,z_acc,x_vel,y_vel,z_vel,x_pos,y_pos,z_pos,airspeed,vel_variance[0],vel_variance[1],vel_variance[2],pos_variance[0],pos_variance[1],pos_variance[2],q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],roll_rate,pitch_rate,yaw_rate,horz_acc_mag,roll_rate_bias,pitch_rate_bias,yaw_rate_bias,airspeed_valid,quat_reset_counter
556399171,-0.0731824,0.222678,-9.81901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.999923,0.00241482,0.00237492,-0.0119204,0.0,0.0,0.0,0.0,-0.000167219,-0.00205057,6.65835e-05,0.0,0.0,0.0,0.0,0,0
556499158,0.0300552,0.0495942,-9.70607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.999923,0.00233635,0.00233985,-0.0119311,0.0,0.0,0.0,0.0,-0.00395692,-0.000178763,0.00540519,0.0,0.0,0.0,0.0,0,0
556599151,-0.0371301,-0.0546543,-9.77224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.999923,0.00233123,0.00237595,-0.0119433,0.0,0.0,0.0,0.0,-0.00458411,-0.00252286,0.000335175,0.0,0.0,0.0,0.0,0,0
556703943,-0.0912154,-0.0651174,-9.76621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.999924,0.00229534,0.00237878,-0.0119024,0.0,0.0,0.0,0.0,-0.00152442,0.00823171,-0.000972365,0.0,0.0,0.0,0.0,0,0
556803941,0.0247012,0.0120717,-9.79926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.999924,0.00228742,0.00237676,-0.0118778,0.0,0.0,0.0,0.0,-0.00278568,0.00145434,-0.00229469,0.0,0.0,0.0,0.0,0,0
556907942,0.00925946,0.0963709,-9.77315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.999924,0.00234327,0.00240607,-0.0118621,0.0,0.0,0.0,0.0,0.00458466,0.00456943,-0.00193862,0.0,0.0,0.0,0.0,0,0
557008749,-0.0193815,0.0552721,-9.8159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.999924,0.00232192,0.00235803,-0.0118454,0.0,0.0,0.0,0.0,0.00340737,0.00350282,-0.000422739,0.0,0.0,0.0,0.0,0,0
557108773,-0.0675298,0.110528,-9.84778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.999924,0.00232295,0.00238197,-0.0118327,0.0,0.0,0.0,0.0,0.00260819,-0.00077095,0.000532167,0.0,0.0,0.0,0.0,0,0
557208755,-0.0494997,-0.00886217,-9.82407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.999925,0.00227244,0.00236838,-0.0118389,0.0,0.0,0.0,0.0,-0.00169983,-0.00760664,0.00118526,0.0,0.0,0.0,0.0,0,0
557313581,-0.044275,-0.0952425,-9.91344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.999925,0.00224182,0.00240771,-0.0118416,0.0,0.0,0.0,0.0,0.00065644,-0.00505417,-0.00144915,0.0,0.0,0.0,0.0,0,0
557413549,-0.0674437,-0.0220403,-9.8278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.999925,0.00224073,0.00241967,-0.0117796,0.0,0.0,0.0,0.0,-0.00324032,-0.000864748,-0.00211023,0.0,0.0,0.0,0.0,0,0
557513541,-0.00622707,-0.00393219,-9.74191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.999925,0.0021978,0.00239914,-0.0117776,0.0,0.0,0.0,0.0,-0.00170984,0.00125788,-0.000529352,0.0,0.0,0.0,0.0,0,0
