timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,magnetometer_timestamp_relative,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],baro_timestamp_relative,baro_alt_meter,baro_temp_celcius
581868744,0.0779959,0.000574267,-0.133096,0.004002,0,-0.0545137,0.0512183,-9.64693,0.004002,1630,-0.329213,0.0858469,0.0386408,-10345,52.5743,49.32
581872745,0.0573389,0.0395872,-0.130107,0.004001,0,-0.160126,0.417173,-9.6345,0.004001,-2371,-0.329213,0.0858469,0.0386408,-14346,52.5743,49.32
581880756,0.0551323,0.0167998,-0.127611,0.003979,0,-0.140475,0.111565,-9.59652,0.003979,-8,-0.336566,0.0950183,0.0464166,-22357,52.5743,49.32
581884768,0.0846076,0.0098295,-0.128965,0.004012,0,-0.0951969,0.262841,-9.87163,0.004012,-4020,-0.336566,0.0950183,0.0464166,-3015,52.2392,49.32
581888785,0.0537059,0.000166223,-0.127099,0.004017,0,-0.133122,0.133687,-9.59221,0.004017,-8037,-0.336566,0.0950183,0.0464166,-7032,52.2392,49.32
581892742,0.0783056,0.015333,-0.123253,0.003957,0,-0.0905188,0.447546,-9.74769,0.003957,-2367,-0.355234,0.0888411,0.0427206,-410,51.4867,49.32
581896752,0.0775887,-0.0149839,-0.124733,0.00401,0,-0.152383,-0.12805,-9.70794,0.00401,-6377,-0.355234,0.0888411,0.0427206,-4420,51.4867,49.32
581900747,0.0501998,0.0231521,-0.123794,0.003995,0,-0.156121,0.559263,-9.82347,0.003995,-8,-0.366492,0.0924021,0.0358444,-8415,51.4867,49.32
581904781,0.0881216,-0.0247197,-0.121435,0.004034,0,-0.0679216,0.296982,-9.63366,0.004034,-4042,-0.366492,0.0924021,0.0358444,-2282,51.989,49.32
581908768,0.0456512,0.0170643,-0.115153,0.003987,0,-0.200202,0.140424,-9.73095,0.003987,1609,-0.362779,0.0764865,0.034961,-6269,51.989,49.32
581912741,0.0844551,-0.0327112,-0.120734,0.003973,0,-0.0688287,0.384818,-9.78615,0.003973,-2364,-0.362779,0.0764865,0.034961,-10242,51.989,49.32
581916754,0.0526095,0.0211363,-0.112221,0.004013,0,-0.185105,0.0895343,-9.77914,0.004013,-6377,-0.362779,0.0764865,0.034961,-14255,51.989,49.32
581920747,0.0651336,-0.0346769,-0.116461,0.003993,0,-0.0397631,0.437137,-9.75878,0.003993,-8,-0.353262,0.0867771,0.0515907,-18248,51.989,49.32
581924760,0.0728969,0.00150428,-0.112633,0.004013,0,-0.217156,0.0234916,-9.69432,0.004013,-4021,-0.353262,0.0867771,0.0515907,-434,51.9048,49.32
581928764,0.0431764,-0.0247191,-0.114915,0.004004,0,-0.106409,0.2316,-9.95114,0.004004,-8025,-0.353262,0.0867771,0.0515907,-4438,51.9048,49.32
581932741,0.0845615,-0.0144087,-0.116371,0.003977,0,-0.17084,0.335666,-9.58821,0.003977,-2364,-0.344106,0.08903,0.038992,-8415,51.9048,49.32
581936766,0.0395941,-0.00246675,-0.112845,0.004025,0,-0.0882089,0.207609,-9.84189,0.004025,-6389,-0.344106,0.08903,0.038992,-1357,52.9924,49.32
581940747,0.0749302,-0.0452514,-0.114278,0.003981,0,-0.108564,0.47745,-9.69652,0.003981,-8,-0.345726,0.0863991,0.0586804,-5338,52.9924,49.32
581944742,0.05569,0.0119061,-0.107711,0.003995,0,-0.20365,0.150512,-9.75653,0.003995,-4003,-0.345726,0.0863991,0.0586804,-9333,52.9924,49.32
581948778,0.0494741,-0.05552,-0.105756,0.004036,0,-0.0294607,0.433602,-9.70683,0.004036,1598,-0.331085,0.103449,0.0377895,-1897,53.1596,49.32
581952741,0.075335,0.00130634,-0.103298,0.003963,0,-0.240717,0.242355,-9.66318,0.003963,-2365,-0.331085,0.103449,0.0377895,-5860,53.1596,49.32
581956741,0.0336068,-0.0466251,-0.0999199,0.004,0,-0.134136,0.157601,-9.93822,0.004,-6365,-0.331085,0.103449,0.0377895,-9860,53.1596,49.32
581960747,0.0769628,-0.0199256,-0.103572,0.004006,0,-0.164663,0.4571,-9.74578,0.004006,-8,-0.340239,0.104379,0.0505558,-13866,53.1596,49.32
581964748,0.0381862,-0.0202487,-0.0954414,0.004001,0,-0.122212,0.0893543,-9.71978,0.004001,-4009,-0.340239,0.104379,0.0505558,-17867,53.1596,49.32
581968791,0.0671851,-0.0494764,-0.0991428,0.004043,0,-0.0783081,0.314183,-9.83084,0.004043,1588,-0.349673,0.0841609,0.0406051,-2413,51.9048,49.32
581972765,0.0579271,-0.0162374,-0.0994482,0.003974,0,-0.217986,0.0637042,-9.68176,0.003974,-2386,-0.349673,0.0841609,0.0406051,-6387,51.9048,49.32
581976742,0.0361952,-0.0428352,-0.0965479,0.003977,0,-0.0734958,0.47062,-9.75746,0.003977,-6363,-0.349673,0.0841609,0.0406051,-10364,51.9048,49.32
581980747,0.0753196,-0.0428936,-0.0965168,0.004005,0,-0.160096,0.268298,-9.83066,0.004005,-8,-0.364432,0.0899602,0.0518961,-3244,51.9048,49.32
581984782,0.0307112,-0.0215176,-0.089559,0.004035,0,-0.213732,0.061249,-9.66969,0.004035,-4043,-0.364432,0.0899602,0.0518961,-7279,51.9048,49.32
581988741,0.0589687,-0.0615618,-0.0974456,0.003959,0,-0.0405383,0.388177,-10.0018,0.003959,1606,-0.375836,0.0749894,0.0332427,-415,51.4025,49.32
581992750,0.0237406,-0.0193568,-0.0910699,0.004009,0,-0.211461,0.100146,-9.72309,0.004009,-2403,-0.375836,0.0749894,0.0332427,-4424,51.4025,49.32
581996742,0.0369471,-0.0534715,-0.0917631,0.003992,0,-0.0726777,0.323647,-10.0165,0.003992,-6395,-0.375836,0.0749894,0.0332427,-8416,51.4025,49.32
582000747,0.0271799,-0.0511921,-0.0911307,0.004005,0,-0.16841,0.0894033,-9.72259,0.004005,-8,-0.353387,0.100076,0.0414885,-12421,51.4025,49.32
582004751,0.0162659,-0.0160021,-0.0870511,0.004004,0,-0.134053,0.412377,-9.88949,0.004004,-4012,-0.353387,0.100076,0.0414885,-16425,51.4025,49.32
582008752,0.0304841,-0.0858572,-0.0879224,0.004001,0,-0.116739,0.26974,-9.86121,0.004001,1590,-0.34604,0.0813557,0.0332101,-20426,51.4025,49.32
582012762,0.00923285,0.00285917,-0.0804282,0.00401,0,-0.245044,0.30525,-9.68167,0.00401,-2420,-0.34604,0.0813557,0.0332101,-1330,51.9048,49.31
582016741,0.028068,-0.0882366,-0.0838691,0.003979,0,0.021646,0.239078,-9.9373,0.003979,-6399,-0.34604,0.0813557,0.0332101,-5309,51.9048,49.31
582020780,0.0106669,-0.0222963,-0.0787067,0.004039,0,-0.223839,0.264022,-9.71116,0.004039,-8,-0.329071,0.0980125,0.050083,-9348,51.9048,49.31
582024750,0.0219174,-0.0470729,-0.07939,0.00397,0,-0.0690052,0.278823,-10.0743,0.00397,-3978,-0.329071,0.0980125,0.050083,-2372,51.2352,49.31
582028742,0.0107978,-0.0580473,-0.0809504,0.003992,0,-0.151681,0.0627573,-9.85016,0.003992,1607,-0.321497,0.0878962,0.0602608,-6364,51.2352,49.31
582032772,0.0087442,-0.0190152,-0.0809152,0.00403,0,-0.135475,0.305679,-9.92053,0.00403,-2423,-0.321497,0.0878962,0.0602608,-10394,51.2352,49.31
582036742,0.00666317,-0.0793785,-0.0807567,0.00397,0,-0.0993661,0.214489,-9.95887,0.00397,-6393,-0.321497,0.0878962,0.0602608,-3033,52.3228,49.31
582040750,0.00198239,-0.0129241,-0.0793254,0.004008,0,-0.217917,0.401522,-9.83855,0.004008,-8,-0.325666,0.0866028,0.0242318,-7041,52.3228,49.31
582044778,0.00568914,-0.0667869,-0.0760364,0.004028,0,-0.0176863,0.199684,-9.93096,0.004028,-4036,-0.325666,0.0866028,0.0242318,-11069,52.3228,49.31
582048742,-0.00886012,-0.029593,-0.075206,0.003964,0,-0.169654,0.453344,-9.86628,0.003964,1607,-0.347788,0.0856579,0.0424612,-15033,52.3228,49.31
582052776,0.0100396,-0.0556089,-0.0705304,0.004034,0,-0.0996168,0.276891,-9.91679,0.004034,-2427,-0.347788,0.0856579,0.0424612,-19067,52.3228,49.31
582056774,-0.0116414,-0.0348607,-0.0711905,0.003998,0,-0.149226,0.0912957,-9.98302,0.003998,-6425,-0.347788,0.0856579,0.0424612,-1435,49.0604,49.31
582060754,-0.00949586,-0.0502324,-0.0693625,0.00398,0,-0.0598645,0.363469,-9.90365,0.00398,-8,-0.35143,0.0757306,0.0491862,-5415,49.0604,49.31
582064776,-0.00808485,-0.034599,-0.0690784,0.004022,0,-0.168935,0.155839,-9.93555,0.004022,-4030,-0.35143,0.0757306,0.0491862,-9437,49.0604,49.31
582068741,-0.0176587,-0.048676,-0.0716184,0.003965,0,-0.116328,0.283695,-10.0096,0.003965,1607,-0.368341,0.0779836,0.036909,-2407,50.5664,49.31
582072789,0.000533045,-0.0378801,-0.0696676,0.004048,0,-0.136852,0.257351,-9.85022,0.004048,-2441,-0.368341,0.0779836,0.036909,-6455,50.5664,49.31
582077542,-0.0152268,-0.0302496,-0.0694237,0.004753,0,-0.154538,0.25256,-10.0891,0.004753,-7194,-0.368341,0.0779836,0.036909,-1212,51.4025,49.31
582081542,-0.014328,-0.0627411,-0.0688278,0.004,0,-0.0841042,0.44136,-9.84388,0.004,-800,-0.360716,0.0772277,0.0511802,-5212,51.4025,49.31
582085562,0.000769455,-0.00946881,-0.064893,0.00402,0,-0.160134,0.199566,-9.8852,0.00402,-4820,-0.360716,0.0772277,0.0511802,-9232,51.4025,49.31
582089542,-0.0405485,-0.066021,-0.0620423,0.00398,0,-0.0532089,0.370094,-9.97056,0.00398,847,-0.351647,0.0830417,0.0315674,-13212,51.4025,49.31
582093557,0.00699107,-0.013886,-0.0629343,0.004015,0,-0.220266,0.277183,-9.78436,0.004015,-3168,-0.351647,0.0830417,0.0315674,-17227,51.4025,49.31
582097542,-0.050166,-0.0473103,-0.0629401,0.003985,0,-0.0951094,0.00416383,-10.0295,0.003985,-7153,-0.351647,0.0830417,0.0315674,-21212,51.4025,49.31
582101542,-0.0119999,-0.0313271,-0.0638529,0.004,0,-0.120063,0.546196,-9.93905,0.004,-801,-0.351502,0.101574,0.0433446,-3379,49.2276,49.31
582105575,-0.0242338,-0.0268167,-0.0631452,0.004033,0,-0.142902,0.0437142,-9.95262,0.004033,-4834,-0.351502,0.101574,0.0433446,-7412,49.2276,49.31
582109542,-0.0365359,-0.0370802,-0.0626858,0.003967,0,-0.126017,0.383291,-9.87222,0.003967,840,-0.334644,0.083594,0.0511935,-11379,49.2276,49.31
582113571,-0.010258,-0.025732,-0.0628189,0.004029,0,-0.0767992,0.254813,-9.89823,0.004029,-3189,-0.334644,0.083594,0.0511935,-2729,53.3269,49.31
582117541,-0.0484949,-0.0383447,-0.0565036,0.00397,0,-0.103455,0.247663,-9.83494,0.00397,-7159,-0.334644,0.083594,0.0511935,-6699,53.3269,49.31
582121572,0.00323758,-0.0324258,-0.0624341,0.004031,0,-0.13337,0.45632,-9.90331,0.004031,-832,-0.344157,0.0796696,0.0348988,-10730,53.3269,49.31
582125571,-0.0459115,-0.0331592,-0.0529471,0.003999,0,-0.137672,-0.0880364,-9.95431,0.003999,-4831,-0.344157,0.0796696,0.0348988,-3174,51.5697,49.31
582129542,-0.0223657,-0.0216473,-0.0618365,0.003971,0,-0.04318,0.640419,-9.98602,0.003971,799,-0.34029,0.0950183,0.0464625,-7145,51.5697,49.31
582133585,-0.0252941,-0.0412738,-0.056123,0.004043,0,-0.130981,-0.0205477,-9.88272,0.004043,-3244,-0.34029,0.0950183,0.0464625,-11188,51.5697,49.31
582137541,-0.0535277,-0.0139755,-0.059253,0.003956,0,-0.126236,0.382121,-9.95844,0.003956,-7200,-0.34029,0.0950183,0.0464625,-15144,51.5697,49.31
582141547,-0.0162761,-0.0488976,-0.0602846,0.004006,0,-0.0448579,0.320038,-9.9,0.004006,-8,-0.343923,0.0978236,0.0538575,-19150,51.5697,49.31
582145561,-0.0569305,-0.00708482,-0.0546592,0.004014,0,-0.197471,0.140121,-9.92358,0.004014,-4022,-0.343923,0.0978236,0.0538575,-2193,52.5743,49.31
582149566,-0.0252793,-0.0514411,-0.0603472,0.004005,0,-0.0633121,0.493487,-9.97485,0.004005,773,-0.360621,0.0863991,0.0588641,-6198,52.5743,49.31
582153566,-0.0424451,-0.000499675,-0.0534079,0.004,0,-0.187156,0.116413,-9.86369,0.004,-3227,-0.360621,0.0863991,0.0588641,-10198,52.5743,49.31
582157568,-0.0395894,-0.0424846,-0.0559967,0.004002,0,-0.070242,0.458377,-10.0013,0.004002,-7229,-0.360621,0.0863991,0.0588641,-3041,52.5743,49.31
582161555,-0.0221339,-0.0130722,-0.0531814,0.003987,0,-0.170476,0.108448,-9.86009,0.003987,-8,-0.373731,0.0723585,0.0528851,-7028,52.5743,49.31
582165562,-0.0541614,-0.0157863,-0.0531303,0.004007,0,-0.0909864,0.234357,-10.0674,0.004007,-4015,-0.373731,0.0723585,0.0528851,-233,52.5743,49.31
582169541,-0.0199686,-0.0386122,-0.0586952,0.003979,0,-0.114926,0.367879,-9.86982,0.003979,808,-0.366329,0.0693644,0.049035,-4212,52.5743,49.31
582173570,-0.0473015,0.0222,-0.0547527,0.004029,0,-0.18782,0.120516,-10.0547,0.004029,-3221,-0.366329,0.0693644,0.049035,-8241,52.5743,49.31
582177554,-0.0364869,-0.0516039,-0.0570426,0.003984,0,-0.0421069,0.405595,-9.94015,0.003984,-7205,-0.366329,0.0693644,0.049035,-12225,52.5743,49.31
582181547,-0.0315597,0.0325649,-0.0523552,0.003993,0,-0.209966,0.13536,-9.92481,0.003993,-8,-0.377765,0.0736813,0.0277958,-16218,52.5743,49.31
582185541,-0.0551565,-0.0417797,-0.0516702,0.003994,0,-0.00553372,0.288952,-10.0657,0.003994,-4002,-0.377765,0.0736813,0.0277958,-20212,52.5743,49.31
582189542,-0.0161835,0.013883,-0.053803,0.004001,0,-0.23277,0.385149,-9.73246,0.004001,806,-0.344018,0.0886521,0.0461735,-3064,49.8976,49.31
582193562,-0.0554043,-0.00472834,-0.0479078,0.00402,0,-0.103629,0.110697,-10.0179,0.00402,-3214,-0.344018,0.0886521,0.0461735,-7084,49.8976,49.31
582197574,-0.0148031,-0.0142385,-0.0580947,0.004012,0,-0.104037,0.262267,-9.87707,0.004012,-7226,-0.344018,0.0886521,0.0461735,-1248,50.7336,49.31
582201580,-0.049319,0.0231951,-0.0507226,0.004006,0,-0.183984,0.0579044,-9.94605,0.004006,-8,-0.355284,0.0794806,0.0386274,-5254,50.7336,49.31
582205571,-0.0342584,-0.0166569,-0.0563046,0.003991,0,-0.100502,0.433021,-9.99615,0.003991,-3999,-0.355284,0.0794806,0.0386274,-9245,50.7336,49.31
582209542,-0.0181932,0.0180207,-0.0559572,0.003971,0,-0.146918,0.146921,-9.76209,0.003971,806,-0.345861,0.0837829,0.0477406,-3047,53.0767,49.31
582213562,-0.0462467,0.0130959,-0.0521601,0.00402,0,-0.115471,0.261127,-9.89051,0.00402,-3214,-0.345861,0.0837829,0.0477406,-7067,53.0767,49.31
582217585,-0.013282,-0.00934555,-0.0560715,0.004023,0,-0.131459,0.482571,-9.99051,0.004023,-7237,-0.345861,0.0837829,0.0477406,-11090,53.0767,49.31
582221597,-0.0415583,0.0432689,-0.0446157,0.004012,0,-0.191466,0.179822,-9.69868,0.004012,-8,-0.349722,0.0779836,0.0366793,-15102,53.0767,49.31
582225542,-0.0141716,-0.0112155,-0.0525508,0.003945,0,0.0403279,0.381353,-9.94808,0.003945,-3953,-0.349722,0.0779836,0.0366793,-19047,53.0767,49.31
582229583,-0.03394,0.0228629,-0.0486979,0.004041,0,-0.199022,0.154755,-9.74159,0.004041,764,-0.330965,0.0837829,0.0475568,-2947,51.989,49.32
582233546,-0.0235278,0.0304244,-0.0511905,0.003963,0,-0.117657,0.30975,-9.96376,0.003963,-3199,-0.330965,0.0837829,0.0475568,-6910,51.989,49.32
582237541,-0.0241259,-0.00698508,-0.0510271,0.003995,0,-0.0315285,0.0519981,-9.67396,0.003995,-7194,-0.330965,0.0837829,0.0475568,-1089,51.4025,49.32
582241588,-0.0327,0.0570398,-0.0508488,0.004047,0,-0.153977,0.266203,-9.8075,0.004047,-8,-0.351155,0.0873293,0.0714006,-5136,51.4025,49.32
582245541,-0.0197062,-0.0251211,-0.0541491,0.003953,0,-0.0879334,0.197489,-9.93325,0.003953,-3961,-0.351155,0.0873293,0.0714006,-9089,51.4025,49.32
582249575,-0.0263436,0.0616262,-0.0513247,0.004034,0,-0.161967,0.338879,-9.57439,0.004034,767,-0.351286,0.0910794,0.0607959,-3087,50.1478,49.32
582253573,-0.0161414,-0.00596153,-0.0477492,0.003998,0,0.0430757,0.173323,-9.79528,0.003998,-3231,-0.351286,0.0910794,0.0607959,-7085,50.1478,49.32
582257542,-0.0334806,0.0237832,-0.050858,0.003969,0,-0.208251,0.219319,-9.68375,0.003969,-7200,-0.351286,0.0910794,0.0607959,-11054,50.1478,49.32
582261589,-0.019773,0.02061,-0.0489998,0.004047,0,-0.0472776,0.224822,-9.78538,0.004047,-8,-0.369876,0.0686085,0.0634439,-15101,50.1478,49.32
582265541,-0.0380169,0.00852369,-0.0477884,0.003952,0,-0.106523,0.0922473,-9.73185,0.003952,-3960,-0.369876,0.0686085,0.0634439,-19053,50.1478,49.32
582269542,-0.0270184,0.0221146,-0.0484855,0.004001,0,-0.105848,0.265311,-9.71796,0.004001,800,-0.372019,0.0809777,0.0407132,-869,51.989,49.32
582273574,-0.0299308,0.0129103,-0.0508582,0.004032,0,-0.107731,-0.0415912,-9.72822,0.004032,-3232,-0.372019,0.0809777,0.0407132,-4901,51.989,49.32
582277547,-0.0452433,0.0208331,-0.0553659,0.003973,0,-0.0903365,0.407818,-9.74521,0.003973,-7205,-0.372019,0.0809777,0.0407132,-8874,51.989,49.32
582281550,-0.0205988,0.0184121,-0.0533699,0.004003,0,-0.0997789,0.202222,-9.50136,0.004003,-8,-0.384808,0.08153,0.0607069,-551,52.2392,49.32
582285542,-0.0463816,0.0176768,-0.050939,0.003992,0,-0.075884,0.156875,-9.65639,0.003992,-4000,-0.384808,0.08153,0.0607069,-4543,52.2392,49.32
582289580,-0.0199822,-0.00611039,-0.0502792,0.004038,0,-0.0788209,0.25863,-9.56881,0.004038,762,-0.377411,0.0721695,0.0565218,-8581,52.2392,49.32
582293563,-0.0434673,0.0296197,-0.0506836,0.003983,0,-0.177573,0.118795,-9.85077,0.003983,-3221,-0.377411,0.0721695,0.0565218,-1838,50.315,49.32
582297547,-0.039752,-0.019209,-0.0513754,0.003984,0,-0.0252593,0.48924,-9.66024,0.003984,-7205,-0.377411,0.0721695,0.0565218,-5822,50.315,49.32
582301569,-0.0228781,0.0372139,-0.0491223,0.004022,0,-0.115131,0.0288271,-9.69464,0.004022,-8,-0.368211,0.0742335,0.0475138,-9844,50.315,49.32
582305593,-0.0615607,-0.0174128,-0.0500339,0.004024,0,-0.0585318,0.169515,-9.76345,0.004024,-4032,-0.368211,0.0742335,0.0475138,-13868,50.315,49.32
582309579,-0.0121538,0.0220004,-0.0523434,0.003986,0,-0.164263,0.33067,-9.7148,0.003986,763,-0.360674,0.0738556,0.0546034,-17854,50.315,49.32
582313563,-0.0592842,0.0065775,-0.0491098,0.003984,0,-0.0552196,0.0232967,-9.69228,0.003984,-3221,-0.360674,0.0738556,0.0546034,-21838,50.315,49.32
582317544,-0.0219662,-0.00377096,-0.0541581,0.003981,0,-0.0826668,0.538137,-9.5269,0.003981,-7202,-0.360674,0.0738556,0.0546034,-2566,49.144,49.32
582321575,-0.0378919,0.00678523,-0.0487485,0.004031,0,-0.145873,-0.0875704,-9.69381,0.004031,-8,-0.357081,0.0776056,0.0439527,-6597,49.144,49.32
582325560,-0.0498731,-0.00480712,-0.0520548,0.003985,0,-0.0693767,0.37356,-9.75651,0.003985,-3993,-0.357081,0.0776056,0.0439527,-899,52.6573,49.32
582329546,-0.0231827,-0.000173813,-0.0523485,0.003986,0,-0.123942,0.0235835,-9.6617,0.003986,794,-0.340393,0.0731144,0.0381086,-4885,52.6573,49.32
582333541,-0.06969,0.00896907,-0.0519058,0.003995,0,-0.0866234,0.230676,-9.77312,0.003995,-3201,-0.340393,0.0731144,0.0381086,-8880,52.6573,49.32
582337542,-0.0143129,-0.0173045,-0.055563,0.004001,0,-0.0767572,0.266464,-9.85739,0.004001,-7202,-0.340393,0.0731144,0.0381086,-2971,51.9048,49.32
582341571,-0.0606903,0.0271068,-0.0512198,0.004029,0,-0.202279,-0.0585598,-9.63109,0.004029,-7,-0.349625,0.0903381,0.0445308,-7000,51.9048,49.32
582345556,-0.0318381,-0.0126048,-0.0567673,0.003985,0,0.00776871,0.421123,-9.8089,0.003985,-3992,-0.349625,0.0903381,0.0445308,-10985,51.9048,49.32
582349552,-0.0435231,0.00530576,-0.056201,0.003996,0,-0.110295,-0.0416976,-9.63192,0.003996,788,-0.323559,0.087155,0.0440417,-14981,51.9048,49.32
582353541,-0.0557403,0.00264904,-0.0559944,0.003989,0,-0.100646,0.4398,-10.0082,0.003989,-3201,-0.323559,0.087155,0.0440417,-18970,51.9048,49.32
582357542,-0.0260535,-0.0133671,-0.0572873,0.004001,0,-0.138621,0.106386,-9.60435,0.004001,-7202,-0.323559,0.087155,0.0440417,-1083,52.3228,49.31
582361575,-0.0576079,0.0301724,-0.0520721,0.004033,0,-0.0615085,0.15576,-9.80857,0.004033,-8,-0.334518,0.0734777,0.0614633,-5116,52.3228,49.31
582365580,-0.0271627,-0.0377979,-0.0591094,0.004005,0,-0.0414065,0.209736,-9.91234,0.004005,-4013,-0.334518,0.0734777,0.0614633,-9121,52.3228,49.31
582369552,-0.0527699,0.0446979,-0.0552966,0.003972,0,-0.281393,0.221082,-9.74039,0.003972,788,-0.366462,0.0699313,0.0382627,-2117,51.4867,49.31
582373577,-0.0295776,-0.028848,-0.0583832,0.004025,0,0.0743502,0.163038,-9.72884,0.004025,-3237,-0.366462,0.0699313,0.0382627,-6142,51.4867,49.31
582377541,-0.0398954,0.0245614,-0.0585364,0.003964,0,-0.106308,-0.0126416,-9.81051,0.003964,-7201,-0.366462,0.0699313,0.0382627,-10106,51.4867,49.31
582381567,-0.04309,-0.0174929,-0.0593266,0.004026,0,-0.103427,0.133793,-9.99817,0.004026,-8,-0.371882,0.0867771,0.0518205,-4118,51.9048,49.31
582386341,-0.0324821,0.00387247,-0.0656568,0.004774,0,-0.104279,0.189084,-9.76597,0.004774,-4782,-0.371882,0.0867771,0.0518205,-8892,51.9048,49.31
582390348,-0.0477656,0.0220796,-0.061447,0.004007,0,-0.0669225,0.175041,-9.73881,0.004007,-8,-0.366406,0.0888411,0.0428584,-12899,51.9048,49.31
582394352,-0.0285428,-0.0143082,-0.0661887,0.004004,0,-0.0816572,0.130744,-9.83487,0.004004,-4012,-0.366406,0.0888411,0.0428584,-16903,51.9048,49.31
582398342,-0.0492986,0.0197048,-0.0651432,0.00399,0,-0.152745,0.15181,-9.92791,0.00399,-8002,-0.366406,0.0888411,0.0428584,-20893,51.9048,49.31
582402361,-0.0316304,0.00219618,-0.0666615,0.004019,0,-0.00635899,0.293934,-9.58758,0.004019,-812,-0.377539,0.0791027,0.0460845,-3148,51.2352,49.32
582406342,-0.0404586,-0.0014651,-0.0664061,0.003981,0,-0.051856,0.0340776,-9.93015,0.003981,-4793,-0.377539,0.0791027,0.0460845,-7129,51.2352,49.32
582410347,-0.0447171,0.00202682,-0.0681918,0.004005,0,-0.0845357,0.235668,-9.75841,0.004005,-8,-0.364442,0.0740446,0.0510586,-11134,51.2352,49.32
582414341,-0.0262036,0.0063017,-0.0697621,0.003994,0,-0.0757739,0.106188,-9.91057,0.003994,-4002,-0.364442,0.0740446,0.0510586,-2194,53.0767,49.32
582418342,-0.054769,-0.0029496,-0.072622,0.004001,0,-0.0395519,0.27706,-9.7037,0.004001,-8003,-0.364442,0.0740446,0.0510586,-6195,53.0767,49.32
582422344,-0.00320901,0.0170358,-0.0737557,0.004002,0,-0.0561008,0.189571,-9.8738,0.004002,-783,-0.360849,0.0777946,0.0404079,-896,50.315,49.32
582430347,-0.00837779,0.023809,-0.0787126,0.003978,0,-0.113336,0.396728,-9.70844,0.003978,-8,-0.374037,0.0800475,0.0280848,-8899,50.315,49.32
582434341,-0.028626,-0.0114715,-0.0776239,0.003994,0,-0.0139006,-0.100834,-9.80251,0.003994,-4002,-0.374037,0.0800475,0.0280848,-12893,50.315,49.32
582438341,-0.0242501,0.0148558,-0.0802212,0.004,0,-0.065846,0.414897,-9.86266,0.004,-8002,-0.374037,0.0800475,0.0280848,-16893,50.315,49.32
582442342,-0.00762002,-0.00625572,-0.0801627,0.004001,0,-0.043716,-0.036604,-9.77442,0.004001,-772,-0.343845,0.08153,0.0602015,-741,53.6614,49.31
582446349,-0.0378291,0.0132282,-0.0804813,0.004007,0,-0.104316,0.181505,-9.86857,0.004007,-4779,-0.343845,0.08153,0.0602015,-4748,53.6614,49.31
582450347,0.00623137,-0.00991588,-0.0893932,0.003998,0,-0.0589457,0.282073,-9.71843,0.003998,-8,-0.340384,0.0858469,0.0387786,-8746,53.6614,49.31
582454345,-0.0335275,0.035182,-0.0823653,0.003998,0,-0.12268,0.094911,-9.73463,0.003998,-4006,-0.340384,0.0858469,0.0387786,-2243,53.0767,49.31
582458341,0.0057019,-0.0241763,-0.0906035,0.003996,0,0.0746201,0.348696,-9.81373,0.003996,-8002,-0.340384,0.0858469,0.0387786,-6239,53.0767,49.31
582462360,-0.00914662,0.0360718,-0.0866506,0.004019,0,-0.214944,-0.031025,-9.69423,0.004019,-2391,-0.345818,0.0804108,0.0511639,-1006,51.2352,49.31
582466378,-0.00640257,-0.0147153,-0.0937185,0.004018,0,-0.0147412,0.307081,-9.89713,0.004018,-6409,-0.345818,0.0804108,0.0511639,-5024,51.2352,49.31
582470347,0.0162994,0.0208287,-0.0947302,0.003969,0,-0.112109,0.254167,-9.64071,0.003969,-8,-0.364392,0.083405,0.0551518,-8993,51.2352,49.31
582474345,-0.00965021,0.0193591,-0.0915892,0.003998,0,-0.0231584,0.131676,-9.88828,0.003998,-4006,-0.364392,0.083405,0.0551518,-12991,51.2352,49.31
582478341,0.0209181,-0.0155815,-0.0970154,0.003996,0,-0.0394736,0.158081,-9.69034,0.003996,-8002,-0.364392,0.083405,0.0551518,-16987,51.2352,49.31
582482360,-0.00692625,0.0474296,-0.094994,0.004019,0,-0.173013,0.221339,-9.853,0.004019,-2401,-0.396163,0.0727364,0.0459793,-21006,51.2352,49.31
582486373,0.0215127,-0.0115229,-0.101582,0.004013,0,0.00271385,0.263464,-9.74725,0.004013,-6414,-0.396163,0.0727364,0.0459793,-3109,50.0642,49.31
582490347,0.00298517,0.0367164,-0.0991773,0.003974,0,-0.0558053,0.205438,-9.78852,0.003974,-8,-0.388409,0.0650474,0.0706876,-7083,50.0642,49.31
582494341,0.0209588,0.00616704,-0.0992695,0.003994,0,-0.0320735,0.18147,-9.77792,0.003994,-4002,-0.388409,0.0650474,0.0706876,-724,50.4835,49.31
582498342,0.0152049,0.0155904,-0.10426,0.004001,0,-0.151498,0.127384,-9.95125,0.004001,-8003,-0.388409,0.0650474,0.0706876,-4725,50.4835,49.31
582502360,0.0191586,0.0304222,-0.103295,0.004018,0,-0.061074,0.318466,-9.5613,0.004018,-2391,-0.371858,0.0547568,0.0537363,-8743,50.4835,49.31
582506342,0.0271172,0.0175213,-0.103117,0.003982,0,-0.0191911,0.172054,-9.86025,0.003982,-6373,-0.371858,0.0547568,0.0537363,-1971,50.1478,49.31
