timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,magnetometer_timestamp_relative,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],baro_timestamp_relative,baro_alt_meter,baro_temp_celcius
556579148,-0.00410758,0.0193301,0.018868,0.004005,0,0.167386,-0.126263,-10.6875,0.004005,-7,-0.515513,0.00641521,-0.269346,-9666,48.141,49.29
556583141,0.00579043,-0.0261608,-0.00800993,0.003993,0,-0.0168956,0.102665,-8.9006,0.003993,-4000,-0.515513,0.00641521,-0.269346,-2745,47.5553,49.29
556587176,-0.0131643,-0.00787217,0.0226442,0.004035,0,0.0474166,-0.304499,-10.8111,0.004035,-8035,-0.515513,0.00641521,-0.269346,-6780,47.5553,49.29
556591173,0.0117998,0.00887476,-0.00406418,0.003997,0,-0.183711,0.0495979,-9.30536,0.003997,-2415,-0.504527,-0.00556144,-0.284517,-10777,47.5553,49.29
556595186,-0.0197687,-0.0180822,0.00564605,0.004013,0,0.0872841,-0.0407679,-9.78475,0.004013,-6428,-0.504527,-0.00556144,-0.284517,-14790,47.5553,49.29
556599151,0.0134241,0.0139912,-0.00636402,0.003965,0,-0.136672,0.0235083,-9.58019,0.003965,-8,-0.508017,0.0125925,-0.265512,-18755,47.5553,49.29
556603145,-0.0212228,-0.0510683,0.00275861,0.003994,0,-0.0199462,0.0552509,-9.78287,0.003994,-4002,-0.508017,0.0125925,-0.265512,-22749,47.5553,49.29
556607164,0.0165816,0.0306016,0.0104621,0.004019,0,-0.251664,-0.066043,-10.5236,0.004019,1576,-0.487601,0.0144675,-0.271068,-2978,48.3082,49.29
556611164,-0.0196595,-0.0236427,-0.00687845,0.004,0,0.0306537,0.288177,-8.89492,0.004,-2424,-0.487601,0.0144675,-0.271068,-6978,48.3082,49.29
556615154,0.00605814,0.0107441,0.0112231,0.00399,0,-0.0194379,-0.0720835,-10.6054,0.00399,-6414,-0.487601,0.0144675,-0.271068,-769,48.3082,49.29
556619148,-0.00962866,-0.021848,-0.0124278,0.003994,0,-0.242315,0.246776,-9.18015,0.003994,-8,-0.491012,0.0163279,-0.245719,-4763,48.3082,49.29
556623141,0.0014296,0.0104064,0.0212007,0.003993,0,-0.0725442,-0.18349,-10.7892,0.003993,-4001,-0.491012,0.0163279,-0.245719,-8756,48.3082,49.29
556627164,0.00959216,0.0153421,-0.0141446,0.004023,0,-0.146895,0.301144,-9.0035,0.004023,-8024,-0.491012,0.0163279,-0.245719,-1838,48.3924,49.29
556631944,-0.00148074,-0.00916792,0.00535956,0.00478,0,0.055951,-0.00282899,-10.2652,0.00478,-3201,-0.47625,0.0168948,-0.256675,-6618,48.3924,49.29
556635949,0.00460102,0.00628219,-0.0195707,0.004005,0,-0.185889,0.421877,-9.47912,0.004005,-7206,-0.47625,0.0168948,-0.256675,-10623,48.3924,49.29
556639949,-0.00158926,-0.00641353,0.0201826,0.004,0,0.107127,0.0239221,-10.1984,0.004,-8,-0.478171,0.0283192,-0.261452,-14623,48.3924,49.29
556643944,0.0258864,0.0244987,-0.00259688,0.003995,0,-0.0446359,0.254812,-9.5518,0.003995,-4003,-0.478171,0.0283192,-0.261452,-18618,48.3924,49.29
556647956,-0.0268184,-0.0292568,0.00931621,0.004012,0,0.067353,0.152098,-9.45196,0.004012,-8015,-0.478171,0.0283192,-0.261452,-22630,48.3924,49.29
556651958,0.0352391,0.0227724,-0.00419079,0.004002,0,-0.0648166,0.0537434,-9.99979,0.004002,-3195,-0.480064,0.0140896,-0.263978,-2724,48.8097,49.29
556655969,-0.027718,-0.0330641,0.00787312,0.004011,0,0.0493058,0.0623983,-9.43515,0.004011,-7206,-0.480064,0.0140896,-0.263978,-6735,48.8097,49.29
556659949,0.0464185,0.0165213,0.0133868,0.00398,0,-0.0276788,-0.18435,-10.5453,0.00398,-8,-0.469025,0.0146565,-0.274888,-10715,48.8097,49.29
556663944,-0.0288844,-0.0158681,-0.00341016,0.003995,0,-0.0307784,0.247803,-9.09002,0.003995,-4003,-0.469025,0.0146565,-0.274888,-3381,48.3924,49.29
556667970,0.04103,0.00472504,0.0143223,0.004026,0,0.114088,-0.267685,-10.3856,0.004026,784,-0.483788,0.0140896,-0.263932,-7407,48.3924,49.29
556671982,-0.0225876,-0.00612117,-0.0125369,0.004012,0,-0.0813555,0.256629,-9.10173,0.004012,-3228,-0.483788,0.0140896,-0.263932,-618,48.8097,49.29
556676006,0.0271993,-0.0144202,0.0259528,0.004024,0,-0.0138274,-0.224404,-10.6892,0.004024,-7252,-0.483788,0.0140896,-0.263932,-4642,48.8097,49.29
556679978,-0.0103115,0.0266846,-0.00597592,0.003972,0,-0.312577,0.308167,-9.27484,0.003972,-8,-0.481907,0.00922041,-0.262411,-8614,48.8097,49.29
