timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s
0,0.130872,0.0140972
0,0.108175,0.0134694
0,0.12953,0.0152616
0,0.129964,0.0141834
0,0.125056,0.0141019
0,0.125208,0.0141789
0,0.121774,0.0140259
0,0.118061,0.0142054
0,0.127565,0.0143125
0,0.107515,0.0142022
0,0.1389,0.0138782
0,0.109808,0.0146976
0,0.127464,0.0136761
0,0.134818,0.0136549
0,0.109862,0.0137436
0,0.135805,0.0128905
0,0.121959,0.013151
0,0.139528,0.0130496
0,0.150504,0.0133353
0,0.115709,0.0135238
0,0.118155,0.0129108
