timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust,landing_gear,q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,disable_mc_yaw_control,apply_flaps
556398583,-0.0,0.0,0.0238515,-2.67476e-07,0.999929,-0.0,0.0,0.0119255,0.0,-1.0,1,0,0,0,0,0,0
556427737,-0.0,0.0,0.0240005,-2.67476e-07,0.999928,-0.0,0.0,0.012,0.0,-1.0,1,0,0,0,0,0,0
556458525,-0.0,0.0,0.023945,-2.67476e-07,0.999928,-0.0,0.0,0.0119722,0.0,-1.0,1,0,0,0,0,0,0
556488190,-0.0,0.0,0.0238192,-2.67476e-07,0.999929,-0.0,0.0,0.0119093,0.0,-1.0,1,0,0,0,0,0,0
556517814,-0.0,0.0,0.0239638,-2.67476e-07,0.999928,-0.0,0.0,0.0119816,0.0,-1.0,1,0,0,0,0,0,0
556558436,-0.0,0.0,0.0238026,-2.67476e-07,0.999929,-0.0,0.0,0.011901,0.0,-1.0,1,0,0,0,0,0,0
556588360,-0.0,0.0,0.0238491,-2.67476e-07,0.999929,-0.0,0.0,0.0119243,0.0,-1.0,1,0,0,0,0,0,0
556618159,-0.0,0.0,0.0238605,-2.67476e-07,0.999929,-0.0,0.0,0.01193,0.0,-1.0,1,0,0,0,0,0,0
556648411,-0.0,0.0,0.0237675,-2.67476e-07,0.999929,-0.0,0.0,0.0118835,0.0,-1.0,1,0,0,0,0,0,0
556678513,-0.0,0.0,0.0237951,-2.67476e-07,0.999929,-0.0,0.0,0.0118973,0.0,-1.0,1,0,0,0,0,0,0
556708890,-0.0,0.0,0.0238165,-2.67476e-07,0.999929,-0.0,0.0,0.011908,0.0,-1.0,1,0,0,0,0,0,0
556737879,-0.0,0.0,0.0237251,-2.67476e-07,0.99993,-0.0,0.0,0.0118623,0.0,-1.0,1,0,0,0,0,0,0
556778500,-0.0,0.0,0.023801,-2.67476e-07,0.999929,-0.0,0.0,0.0119002,0.0,-1.0,1,0,0,0,0,0,0
556809050,-0.0,0.0,0.0237672,-2.67476e-07,0.999929,-0.0,0.0,0.0118833,0.0,-1.0,1,0,0,0,0,0,0
556838276,-0.0,0.0,0.023716,-2.67476e-07,0.99993,-0.0,0.0,0.0118577,0.0,-1.0,1,0,0,0,0,0,0
556869217,-0.0,0.0,0.0238601,-2.67476e-07,0.999929,-0.0,0.0,0.0119298,0.0,-1.0,1,0,0,0,0,0,0
556898890,-0.0,0.0,0.0237844,-2.67476e-07,0.999929,-0.0,0.0,0.0118919,0.0,-1.0,1,0,0,0,0,0,0
556928675,-0.0,0.0,0.0237344,-2.67476e-07,0.99993,-0.0,0.0,0.0118669,0.0,-1.0,1,0,0,0,0,0,0
556958843,-0.0,0.0,0.023797,-2.67476e-07,0.999929,-0.0,0.0,0.0118982,0.0,-1.0,1,0,0,0,0,0,0
556999466,-0.0,0.0,0.0237157,-2.67476e-07,0.99993,-0.0,0.0,0.0118576,0.0,-1.0,1,0,0,0,0,0,0
557028506,-0.0,0.0,0.0237281,-2.67476e-07,0.99993,-0.0,0.0,0.0118638,0.0,-1.0,1,0,0,0,0,0,0
557059195,-0.0,0.0,0.0237717,-2.67476e-07,0.999929,-0.0,0.0,0.0118856,0.0,-1.0,1,0,0,0,0,0,0
557088372,-0.0,0.0,0.0236928,-2.67476e-07,0.99993,-0.0,0.0,0.0118461,0.0,-1.0,1,0,0,0,0,0,0
557118730,-0.0,0.0,0.0236856,-2.67476e-07,0.99993,-0.0,0.0,0.0118425,0.0,-1.0,1,0,0,0,0,0,0
557148889,-0.0,0.0,0.0237272,-2.67476e-07,0.99993,-0.0,0.0,0.0118633,0.0,-1.0,1,0,0,0,0,0,0
557188867,-0.0,0.0,0.0236558,-2.67476e-07,0.99993,-0.0,0.0,0.0118276,0.0,-1.0,1,0,0,0,0,0,0
557218624,-0.0,0.0,0.0236995,-2.67476e-07,0.99993,-0.0,0.0,0.0118494,0.0,-1.0,1,0,0,0,0,0,0
557248992,-0.0,0.0,0.023625,-2.67476e-07,0.99993,-0.0,0.0,0.0118122,0.0,-1.0,1,0,0,0,0,0,0
557279482,-0.0,0.0,0.02359,-2.67476e-07,0.99993,-0.0,0.0,0.0117947,0.0,-1.0,1,0,0,0,0,0,0
557310102,-0.0,0.0,0.0237018,-2.67476e-07,0.99993,-0.0,0.0,0.0118506,0.0,-1.0,1,0,0,0,0,0,0
557348955,-0.0,0.0,0.0235528,-2.67476e-07,0.999931,-0.0,0.0,0.0117761,0.0,-1.0,1,0,0,0,0,0,0
557379186,-0.0,0.0,0.0235524,-2.67476e-07,0.999931,-0.0,0.0,0.0117759,0.0,-1.0,1,0,0,0,0,0,0
557409719,-0.0,0.0,0.0235806,-2.67476e-07,0.999931,-0.0,0.0,0.01179,0.0,-1.0,1,0,0,0,0,0,0
557438923,-0.0,0.0,0.0235417,-2.67476e-07,0.999931,-0.0,0.0,0.0117706,0.0,-1.0,1,0,0,0,0,0,0
557469510,-0.0,0.0,0.0235129,-2.67476e-07,0.999931,-0.0,0.0,0.0117562,0.0,-1.0,1,0,0,0,0,0,0
557499589,-0.0,0.0,0.0235664,-2.67476e-07,0.999931,-0.0,0.0,0.0117829,0.0,-1.0,1,0,0,0,0,0,0
557529321,-0.0,0.0,0.0235342,-2.67476e-07,0.999931,-0.0,0.0,0.0117668,0.0,-1.0,1,0,0,0,0,0,0
557569207,-0.0,0.0,0.0235565,-2.67476e-07,0.999931,-0.0,0.0,0.011778,0.0,-1.0,1,0,0,0,0,0,0
557599662,-0.0,0.0,0.0235446,-2.67476e-07,0.999931,-0.0,0.0,0.011772,0.0,-1.0,1,0,0,0,0,0,0
557629717,-0.0,0.0,0.0235079,-2.67476e-07,0.999931,-0.0,0.0,0.0117537,0.0,-1.0,1,0,0,0,0,0,0
557659600,-0.0,0.0,0.0235267,-2.67476e-07,0.999931,-0.0,0.0,0.0117631,0.0,-1.0,1,0,0,0,0,0,0
557689864,-0.0,0.0,0.0235102,-2.67476e-07,0.999931,-0.0,0.0,0.0117548,0.0,-1.0,1,0,0,0,0,0,0
557719894,-0.0,0.0,0.02353,-2.67476e-07,0.999931,-0.0,0.0,0.0117647,0.0,-1.0,1,0,0,0,0,0,0
557749742,-0.0,0.0,0.0234462,-2.67476e-07,0.999931,-0.0,0.0,0.0117229,0.0,-1.0,1,0,0,0,0,0,0
557789844,-0.0,0.0,0.0234623,-2.67476e-07,0.999931,-0.0,0.0,0.0117309,0.0,-1.0,1,0,0,0,0,0,0
557820254,-0.0,0.0,0.0235043,-2.67476e-07,0.999931,-0.0,0.0,0.0117519,0.0,-1.0,1,0,0,0,0,0,0
557850232,-0.0,0.0,0.0234652,-2.67476e-07,0.999931,-0.0,0.0,0.0117323,0.0,-1.0,1,0,0,0,0,0,0
557880161,-0.0,0.0,0.0234414,-2.67476e-07,0.999931,-0.0,0.0,0.0117204,0.0,-1.0,1,0,0,0,0,0,0
557910963,-0.0,0.0,0.0234307,-2.67476e-07,0.999931,-0.0,0.0,0.0117151,0.0,-1.0,1,0,0,0,0,0,0
557940516,-0.0,0.0,0.0234237,-2.67476e-07,0.999931,-0.0,0.0,0.0117116,0.0,-1.0,1,0,0,0,0,0,0
557970379,-0.0,0.0,0.0234604,-2.67476e-07,0.999931,-0.0,0.0,0.0117299,0.0,-1.0,1,0,0,0,0,0,0
558010595,-0.0,0.0,0.0234061,-2.67476e-07,0.999932,-0.0,0.0,0.0117028,0.0,-1.0,1,0,0,0,0,0,0
558040641,-0.0,0.0,0.0234631,-2.67476e-07,0.999931,-0.0,0.0,0.0117313,0.0,-1.0,1,0,0,0,0,0,0
558070407,-0.0,0.0,0.0234432,-2.67476e-07,0.999931,-0.0,0.0,0.0117213,0.0,-1.0,1,0,0,0,0,0,0
558100635,-0.0,0.0,0.0233952,-2.67476e-07,0.999932,-0.0,0.0,0.0116973,0.0,-1.0,1,0,0,0,0,0,0
558130694,-0.0,0.0,0.0233878,-2.67476e-07,0.999932,-0.0,0.0,0.0116936,0.0,-1.0,1,0,0,0,0,0,0
558160647,-0.0,0.0,0.0234002,-2.67476e-07,0.999932,-0.0,0.0,0.0116998,0.0,-1.0,1,0,0,0,0,0,0
558190774,-0.0,0.0,0.0233907,-2.67476e-07,0.999932,-0.0,0.0,0.0116951,0.0,-1.0,1,0,0,0,0,0,0
558230522,-0.0,0.0,0.0233921,-2.67476e-07,0.999932,-0.0,0.0,0.0116958,0.0,-1.0,1,0,0,0,0,0,0
558261261,-0.0,0.0,0.0233472,-2.67476e-07,0.999932,-0.0,0.0,0.0116734,0.0,-1.0,1,0,0,0,0,0,0
558290723,-0.0,0.0,0.0233394,-2.67476e-07,0.999932,-0.0,0.0,0.0116694,0.0,-1.0,1,0,0,0,0,0,0
558321105,-0.0,0.0,0.0233378,-2.67476e-07,0.999932,-0.0,0.0,0.0116686,0.0,-1.0,1,0,0,0,0,0,0
558351641,-0.0,0.0,0.0232597,-2.67476e-07,0.999932,-0.0,0.0,0.0116296,0.0,-1.0,1,0,0,0,0,0,0
558381228,-0.0,0.0,0.0232902,-2.67476e-07,0.999932,-0.0,0.0,0.0116448,0.0,-1.0,1,0,0,0,0,0,0
558411407,-0.0,0.0,0.0233294,-2.67476e-07,0.999932,-0.0,0.0,0.0116644,0.0,-1.0,1,0,0,0,0,0,0
