timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3]
556399171,-0.000167219,-0.00205057,6.65835e-05,-0.999923,0.00241482,0.00237492,-0.0119204
556431141,0.00797212,0.000804936,0.00255035,-0.999922,0.00234445,0.00234795,-0.0120082
556459170,-0.00154104,-0.000731587,-0.00806827,-0.999923,0.00230266,0.00234661,-0.0119511
556491141,-0.0028956,0.00384653,0.00260413,-0.999924,0.00231951,0.00235191,-0.0119138
556523141,0.000760268,-0.00329292,-0.00017627,-0.999923,0.00234932,0.00234902,-0.01198
556555148,0.00421086,-0.000975962,-0.00567034,-0.999924,0.00234672,0.00239626,-0.0118953
556587176,-0.000571663,-0.00332381,0.0053077,-0.999923,0.00232111,0.0023581,-0.0119315
556619148,-0.0052478,-0.00246065,-0.00158506,-0.999923,0.00237844,0.00242954,-0.0119206
556651958,0.00292898,0.00327504,0.000280512,-0.999924,0.00239616,0.00237881,-0.0118751
556679978,0.00477106,-0.00125543,0.00202898,-0.999924,0.00232378,0.00239151,-0.0118962
556711979,-0.00407558,0.000767178,-0.00382248,-0.999924,0.00230298,0.00236624,-0.0118885
556743944,-0.00245427,-0.00448114,0.000663075,-0.999924,0.00236855,0.00236084,-0.0118605
556775952,0.00376443,0.00178588,0.00265458,-0.999924,0.0023067,0.00240496,-0.0118946
556807942,-0.00191372,0.0029628,-0.00229417,-0.999924,0.00229051,0.00236757,-0.0118718
556839971,-0.00409077,0.000792432,0.00551769,-0.999924,0.00236105,0.00242638,-0.0118625
556871979,-0.00135354,0.00212325,-0.000273108,-0.999923,0.00240004,0.00242679,-0.0119249
556903953,0.00450274,0.00266665,-0.00400403,-0.999924,0.00235311,0.00242039,-0.0118679
556931956,0.00342025,0.00203922,0.00155342,-0.999924,0.00228856,0.00238343,-0.0118669
556964779,-0.000861408,0.0031428,0.00117662,-0.999924,0.00231974,0.00235239,-0.0118996
556996752,0.0016605,0.00111994,-0.00183096,-0.999924,0.00233402,0.00236382,-0.011852
557028751,0.00419467,-0.00107657,0.00209658,-0.999924,0.002271,0.00235317,-0.0118623
557060744,-0.000528166,0.00153605,-0.000848485,-0.999924,0.00226236,0.00238496,-0.0118783
557092781,0.000201066,0.00159449,-0.00141735,-0.999924,0.0023283,0.00238669,-0.0118326
557120743,0.00234254,-0.0013292,0.00348662,-0.999924,0.00231274,0.00237815,-0.0118434
557152788,-0.00211402,0.00099996,-0.00424842,-0.999924,0.00226302,0.00238682,-0.0118401
557188756,0.000307837,0.000550884,1.92409e-05,-0.999925,0.00227429,0.00232946,-0.0118219
557220768,0.0012877,-0.00038674,-0.0014231,-0.999925,0.00226758,0.00238509,-0.0118414
557252766,0.00101096,0.00130387,-0.00241431,-0.999925,0.0022801,0.00236562,-0.0117983
557281541,0.00367035,-0.00121016,0.00462494,-0.999925,0.00227968,0.0023974,-0.0118018
557313581,0.00065644,-0.00505417,-0.00144915,-0.999925,0.00224182,0.00240771,-0.0118416
557345541,0.000856589,-0.00204876,-0.00369502,-0.999925,0.00225944,0.00240045,-0.0117706
557377572,0.00300346,-0.00584037,0.00220074,-0.999925,0.00222801,0.0023894,-0.0117767
