timestamp,load,ram_usage
556037643,0.643262,0.863356
557039550,0.731675,0.861933
558042057,0.69738,0.861324
559044010,0.712062,0.863559
560045736,0.701519,0.863559
561046373,0.698519,0.861933
562048479,0.694188,0.861324
563053006,0.704819,0.863559
564053722,0.689626,0.861933
565056204,0.699008,0.861933
566057643,0.715455,0.863559
567057326,0.697029,0.863559
568059623,0.699193,0.861933
569061152,0.70217,0.861324
570062056,0.707222,0.863559
571064075,0.702335,0.861933
572069085,0.698893,0.861933
573078522,0.713232,0.863559
574080426,0.692859,0.863559
575082820,0.69614,0.861933
576087602,0.696419,0.861324
577090061,0.712295,0.863559
578090448,0.692557,0.863559
579091431,0.700501,0.861933
580093130,0.701015,0.863559
581095267,0.706515,0.863559
582096326,0.68962,0.861933
583097775,0.697878,0.861324
584099767,0.708143,0.863559
585101921,0.6989,0.863559
586102708,0.696422,0.861933
587103836,0.696094,0.861324
588104682,0.71155,0.863559
589109065,0.701121,0.861933
590110641,0.705637,0.861933
591112131,0.710977,0.863559
592114256,0.694196,0.863559
593115566,0.691592,0.861933
594117650,0.699139,0.861324
595118671,0.706308,0.863559
596120121,0.699988,0.861933
597121458,0.704916,0.861933
598123713,0.714586,0.863559
599124332,0.691179,0.863559
600126591,0.697065,0.861933
601127404,0.693776,0.861324
602128477,0.709332,0.863559
603130375,0.701073,0.861933
604133489,0.695868,0.861933
605134403,0.703122,0.863559
606136889,0.706684,0.863559
607138747,0.698575,0.861933
608139326,0.701927,0.861324
609140672,0.706294,0.863559
610143225,0.697113,0.863559
611145659,0.707101,0.861933
612146718,0.699492,0.863559
613150150,0.706755,0.863559
614151545,0.699396,0.861933
615152954,0.698632,0.861933
616153847,0.696558,0.863559
617154945,0.702618,0.863559
618156326,0.698844,0.861933
619158059,0.697158,0.861324
620160196,0.719301,0.863559
621161489,0.697809,0.861933
622162685,0.697666,0.861933
623164155,0.710947,0.863559
624166248,0.688717,0.863559
625170106,0.696075,0.861933
626173004,0.697706,0.861324
627174912,0.709168,0.863559
628177204,0.69779,0.861933
629179574,0.697417,0.861933
630188201,0.706112,0.863559
631190851,0.695979,0.863559
632192259,0.692935,0.861933
633196038,0.693029,0.861324
634197679,0.718714,0.863559
635201865,0.697135,0.863559
636203698,0.699684,0.861933
637206617,0.701985,0.863559
638208073,0.704972,0.863559
639211000,0.68743,0.861933
640213169,0.69806,0.861324
642218111,0.681965,0.863559
643220372,0.695492,0.861933
