timestamp,ref_timestamp,ref_lat,ref_lon,surface_bottom_timestamp,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,yaw,ref_alt,dist_bottom,dist_bottom_rate,eph,epv,evh,evv,estimator_type,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,xy_global,z_global,dist_bottom_valid
321575576,3315271,1.34055030346,26.1000003815,321575576,-0.442977,-0.0213139,-0.0161529,0.0,0.0,0.0,-0.00496338,0.0153507,-0.200717,-0.200717,0.0,0.0,0.0,0.0,0.0,0.0,-0.00476136,85.0077,0.0161529,0.200717,0.213146,0.142757,0.0,0.0,0,1,1,1,1,0,0,0,0,1,1,1
321675615,3315271,1.34055030346,26.1000003815,321675615,-0.196307,-0.00942015,-0.0536106,0.0,0.0,0.0,-0.000812951,0.00430796,-0.197699,-0.197699,0.0,0.0,0.0,0.0,0.0,0.0,-0.00467788,85.0077,0.0536106,0.197699,0.212895,0.109375,0.0,0.0,0,1,1,1,1,0,0,0,0,1,1,1
321775834,3315271,1.34055030346,26.1000003815,321775834,-0.0204796,0.00567708,-0.0620104,0.0,0.0,0.0,0.00405395,-0.00268558,-0.205694,-0.205694,0.0,0.0,0.0,0.0,0.0,0.0,-0.00466595,85.0077,0.0620104,0.205694,0.223858,0.109514,0.0,0.0,0,1,1,1,1,0,0,0,0,1,1,1
321875946,3315271,1.34055030346,26.1000003815,321875946,-0.126629,0.0104944,-0.062519,0.0,0.0,0.0,0.00440597,-0.00386853,-0.206544,-0.206544,0.0,0.0,0.0,0.0,0.0,0.0,-0.00460052,85.0077,0.062519,0.206544,0.234633,0.109445,0.0,0.0,0,1,1,1,1,0,0,0,0,1,1,1
321976075,3315271,1.34055030346,26.1000003815,321976075,-0.370152,0.00836263,-0.0493188,0.0,0.0,0.0,0.00293071,0.00155235,-0.200945,-0.200945,0.0,0.0,0.0,0.0,0.0,0.0,-0.00464563,85.0077,0.0493188,0.200945,0.23531,0.109397,0.0,0.0,0,1,1,1,1,0,0,0,0,1,1,1
322076289,3315271,1.34055030346,26.1000003815,322076289,-0.522132,-0.000513115,-0.0466015,0.0,0.0,0.0,0.00167277,-0.00100993,-0.203106,-0.203106,0.0,0.0,0.0,0.0,0.0,0.0,-0.00462323,85.0077,0.0466015,0.203106,0.225043,0.109481,0.0,0.0,0,1,1,1,1,0,0,0,0,1,1,1
322176391,3315271,1.34055030346,26.1000003815,322176391,-0.515889,-0.000985247,-0.0465079,0.0,0.0,0.0,-0.00700368,-0.00398833,-0.202252,-0.202252,0.0,0.0,0.0,0.0,0.0,0.0,-0.00464204,85.0077,0.0465079,0.202252,0.224446,0.109437,0.0,0.0,0,1,1,1,1,0,0,0,0,1,1,1
322286841,3315271,1.34055030346,26.1000003815,322286841,-0.38708,0.00904312,-0.0426277,0.0,0.0,0.0,-0.00591281,-0.00939972,-0.20624,-0.20624,0.0,0.0,0.0,0.0,0.0,0.0,-0.00460508,85.0077,0.0426277,0.20624,0.245483,0.12079,0.0,0.0,0,1,1,1,1,0,0,0,0,1,1,1
322386824,3315271,1.34055030346,26.1000003815,322386824,-0.264772,0.011532,-0.0413998,0.0,0.0,0.0,-0.00340918,-0.011022,-0.202638,-0.202638,0.0,0.0,0.0,0.0,0.0,0.0,-0.00459664,85.0077,0.0413998,0.202638,0.245727,0.120436,0.0,0.0,0,1,1,1,1,0,0,0,0,1,1,1
322487128,3315271,1.34055030346,26.1000003815,322487128,-0.232269,0.00506361,-0.0187588,0.0,0.0,0.0,-0.000459381,-0.00908082,-0.197423,-0.197423,0.0,0.0,0.0,0.0,0.0,0.0,-0.00463805,85.0077,0.0187588,0.197423,0.245851,0.151318,0.0,0.0,0,1,1,1,1,0,0,0,0,1,1,1
322587167,3315271,1.34055030346,26.1000003815,322587167,-0.292098,-0.00715085,-0.0143866,0.0,0.0,0.0,0.00844114,-0.0200521,-0.199717,-0.199717,0.0,0.0,0.0,0.0,0.0,0.0,-0.00468643,85.0077,0.0143866,0.199717,0.245703,0.151212,0.0,0.0,0,1,1,1,1,0,0,0,0,1,1,1
322687382,3315271,1.34055030346,26.1000003815,322687382,-0.364848,-0.004353,-0.0137248,0.0,0.0,0.0,0.00128196,-0.0100214,-0.198553,-0.198553,0.0,0.0,0.0,0.0,0.0,0.0,-0.00465621,85.0077,0.0137248,0.198553,0.235986,0.151374,0.0,0.0,0,1,1,1,1,0,0,0,0,1,1,1
322787486,3315271,1.34055030346,26.1000003815,322787486,-0.393909,0.00896956,-0.0376596,0.0,0.0,0.0,0.00327968,-0.00291804,-0.205392,-0.205392,0.0,0.0,0.0,0.0,0.0,0.0,-0.00460782,85.0077,0.0376596,0.205392,0.235321,0.120387,0.0,0.0,0,1,1,1,1,0,0,0,0,1,1,1
322887542,3315271,1.34055030346,26.1000003815,322887542,-0.380454,0.0293873,-0.0411254,0.0,0.0,0.0,0.0028394,-0.00315938,-0.207043,-0.207043,0.0,0.0,0.0,0.0,0.0,0.0,-0.00453019,85.0077,0.0411254,0.207043,0.245073,0.120381,0.0,0.0,0,1,1,1,1,0,0,0,0,1,1,1
322997675,3315271,1.34055030346,26.1000003815,322997675,-0.337714,0.0340518,-0.0441155,0.0,0.0,0.0,0.0039201,-0.00166035,-0.20554,-0.20554,0.0,0.0,0.0,0.0,0.0,0.0,-0.00449577,85.0077,0.0441155,0.20554,0.25571,0.130552,0.0,0.0,0,1,1,1,1,0,0,0,0,1,1,1
323098068,3315271,1.34055030346,26.1000003815,323098068,-0.319028,0.0318269,-0.0439401,0.0,0.0,0.0,0.00113062,-0.00164229,-0.202648,-0.202648,0.0,0.0,0.0,0.0,0.0,0.0,-0.00452737,85.0077,0.0439401,0.202648,0.122682,0.130658,0.0,0.0,0,1,1,1,1,0,0,0,0,1,1,1
323198008,3315271,1.34055030346,26.1000003815,323198008,-0.331767,0.0284586,-0.0519028,0.0,0.0,0.0,0.00177528,-0.0027732,-0.201903,-0.201903,0.0,0.0,0.0,0.0,0.0,0.0,-0.00445641,85.0077,0.0519028,0.201903,0.123678,0.130433,0.0,0.0,0,1,1,1,1,0,0,0,0,1,1,1
323298287,3315271,1.34055030346,26.1000003815,323298287,-0.344365,0.0265027,-0.052581,0.0,0.0,0.0,0.00460997,-0.00346848,-0.199179,-0.199179,0.0,0.0,0.0,0.0,0.0,0.0,-0.00439961,85.0077,0.052581,0.199179,0.123771,0.130592,0.0,0.0,0,1,1,1,1,0,0,0,0,1,1,1
323398384,3315271,1.34055030346,26.1000003815,323398384,-0.334313,0.015247,-0.0684902,0.0,0.0,0.0,0.00263273,-0.00311878,-0.201687,-0.201687,0.0,0.0,0.0,0.0,0.0,0.0,-0.00440391,85.0077,0.0684902,0.201687,0.123756,0.130496,0.0,0.0,0,1,1,1,1,0,0,0,0,1,1,1
323498695,3315271,1.34055030346,26.1000003815,323498695,-0.307952,0.0101553,-0.0703728,0.0,0.0,0.0,0.00145054,-0.0006318,-0.204599,-0.204599,0.0,0.0,0.0,0.0,0.0,0.0,-0.00443753,85.0077,0.0703728,0.204599,0.123779,0.130586,0.0,0.0,0,1,1,1,1,0,0,0,0,1,1,1
323608890,3315271,1.34055030346,26.1000003815,323608890,-0.27949,0.0216147,-0.0566626,0.0,0.0,0.0,-0.00075977,-0.000365128,-0.202399,-0.202399,0.0,0.0,0.0,0.0,0.0,0.0,-0.0043636,85.0077,0.0566626,0.202399,0.142682,0.0517955,0.0,0.0,0,1,1,1,1,0,0,0,0,1,1,1
323709122,3315271,1.34055030346,26.1000003815,323709122,-0.278411,0.0203833,-0.0470951,0.0,0.0,0.0,-0.00624889,0.00372765,-0.201662,-0.201662,0.0,0.0,0.0,0.0,0.0,0.0,-0.00426348,85.0077,0.0470951,0.201662,0.142569,0.0517893,0.0,0.0,0,1,1,1,1,0,0,0,0,1,1,1
323809348,3315271,1.34055030346,26.1000003815,323809348,-0.288098,0.00361382,-0.0467666,0.0,0.0,0.0,-0.00243095,0.00479668,-0.205121,-0.205121,0.0,0.0,0.0,0.0,0.0,0.0,-0.00420235,85.0077,0.0467666,0.205121,0.142479,0.0517839,0.0,0.0,0,1,1,1,1,0,0,0,0,1,1,1
323909556,3315271,1.34055030346,26.1000003815,323909556,-0.306203,-0.0082092,-0.0381686,0.0,0.0,0.0,-0.00589653,0.00329862,-0.203948,-0.203948,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041999,85.0077,0.0381686,0.203948,0.124805,0.0517779,0.0,0.0,0,1,1,1,1,0,0,0,0,1,1,1
324009695,3315271,1.34055030346,26.1000003815,324009695,-0.332818,-0.00855325,-0.0377273,0.0,0.0,0.0,-0.00769774,0.00928075,-0.205943,-0.205943,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041477,85.0077,0.0377273,0.205943,0.141689,0.0517729,0.0,0.0,0,1,1,1,1,0,0,0,0,1,1,1
324110067,3315271,1.34055030346,26.1000003815,324110067,-0.336347,0.00390651,-0.0377356,0.0,0.0,0.0,0.0048305,-0.00246404,-0.210424,-0.210424,0.0,0.0,0.0,0.0,0.0,0.0,-0.00408495,85.0077,0.0377356,0.210424,0.142508,0.0517677,0.0,0.0,0,1,1,1,1,0,0,0,0,1,1,1
324210231,3315271,1.34055030346,26.1000003815,324210231,-0.324493,0.00953347,-0.0379387,0.0,0.0,0.0,-0.00405748,0.000101008,-0.209151,-0.209151,0.0,0.0,0.0,0.0,0.0,0.0,-0.00418258,85.0077,0.0379387,0.209151,0.142546,0.0517621,0.0,0.0,0,1,1,1,1,0,0,0,0,1,1,1
324320361,3315271,1.34055030346,26.1000003815,324320361,-0.31256,-0.000198458,-0.0296539,0.0,0.0,0.0,0.000376419,-0.00308101,-0.208073,-0.208073,0.0,0.0,0.0,0.0,0.0,0.0,-0.00425105,85.0077,0.0296539,0.208073,0.159163,0.0720677,0.0,0.0,0,1,1,1,1,0,0,0,0,1,1,1
324420391,3315271,1.34055030346,26.1000003815,324420391,-0.322078,-0.00646127,-0.0493241,0.0,0.0,0.0,0.00561833,-0.0105825,-0.211991,-0.211991,0.0,0.0,0.0,0.0,0.0,0.0,-0.00417576,85.0077,0.0493241,0.211991,0.159169,0.0720593,0.0,0.0,0,1,1,1,1,0,0,0,0,1,1,1
324520523,3315271,1.34055030346,26.1000003815,324520523,-0.341033,-0.00535518,-0.0310772,0.0,0.0,0.0,-0.00473452,-0.00443705,-0.207695,-0.207695,0.0,0.0,0.0,0.0,0.0,0.0,-0.00408751,85.0077,0.0310772,0.207695,0.159293,0.0718996,0.0,0.0,0,1,1,1,1,0,0,0,0,1,1,1
324620729,3315271,1.34055030346,26.1000003815,324620729,-0.344601,-0.00158652,-0.0494474,0.0,0.0,0.0,-0.00408611,-0.000299267,-0.21146,-0.21146,0.0,0.0,0.0,0.0,0.0,0.0,-0.00405631,85.0077,0.0494474,0.21146,0.15925,0.072078,0.0,0.0,0,1,1,1,1,0,0,0,0,1,1,1
324720752,3315271,1.34055030346,26.1000003815,324720752,-0.320544,0.00927111,-0.0443856,0.0,0.0,0.0,0.00914604,-0.0152199,-0.21742,-0.21742,0.0,0.0,0.0,0.0,0.0,0.0,-0.00399382,85.0077,0.0443856,0.21742,0.159119,0.0719816,0.0,0.0,0,1,1,1,1,0,0,0,0,1,1,1
324831009,3315271,1.34055030346,26.1000003815,324831009,-0.302512,0.0140927,-0.0353183,0.0,0.0,0.0,0.00402876,-0.0182887,-0.21099,-0.21099,0.0,0.0,0.0,0.0,0.0,0.0,-0.00401051,85.0077,0.0353183,0.21099,0.174157,0.0877896,0.0,0.0,0,1,1,1,1,0,0,0,0,1,1,1
324931309,3315271,1.34055030346,26.1000003815,324931309,-0.307132,0.0119421,-0.0352656,0.0,0.0,0.0,0.00849978,-0.0180877,-0.209813,-0.209813,0.0,0.0,0.0,0.0,0.0,0.0,-0.00400691,85.0077,0.0352656,0.209813,0.174139,0.0877408,0.0,0.0,0,1,1,1,1,0,0,0,0,1,1,1
