timestamp,voltage5V_v,usb_connected,brick_valid,servo_valid,periph_5V_OC,hipower_5V_OC
321569799,5.00479,0,1,0,0,0
321869824,5.01929,0,1,0,0,0
322169784,4.95967,0,1,0,0,0
322469815,4.98384,0,1,0,0,0
322779774,4.97256,0,1,0,0,0
323079774,4.96611,0,1,0,0,0
323379774,4.97095,0,1,0,0,0
323679774,4.95645,0,1,0,0,0
323979775,4.979,0,1,0,0,0
324279775,4.98062,0,1,0,0,0
324579774,4.98706,0,1,0,0,0
324879774,4.90811,0,1,0,0,0
325179774,4.96611,0,1,0,0,0
325479801,4.97256,0,1,0,0,0
325789816,4.91294,0,1,0,0,0
326089825,4.98545,0,1,0,0,0
326389796,4.92422,0,1,0,0,0
326689784,5.00801,0,1,0,0,0
326989816,5.02573,0,1,0,0,0
327289780,5.01768,0,1,0,0,0
327589803,4.99189,0,1,0,0,0
327889819,5.01284,0,1,0,0,0
328189774,4.99189,0,1,0,0,0
328499774,4.97578,0,1,0,0,0
328799774,5.02251,0,1,0,0,0
329099774,4.99028,0,1,0,0,0
329399774,5.02412,0,1,0,0,0
329699788,5.03862,0,1,0,0,0
329999816,4.97578,0,1,0,0,0
330299774,4.97578,0,1,0,0,0
330599774,5.01123,0,1,0,0,0
330899775,5.0209,0,1,0,0,0
331199792,5.01123,0,1,0,0,0
331499774,4.98545,0,1,0,0,0
331809785,4.98223,0,1,0,0,0
332109786,5.01123,0,1,0,0,0
332409814,5.00317,0,1,0,0,0
332709777,5.01768,0,1,0,0,0
333009784,4.97578,0,1,0,0,0
333309821,4.96289,0,1,0,0,0
333609774,4.93711,0,1,0,0,0
333919774,4.9645,0,1,0,0,0
334219774,4.97578,0,1,0,0,0
334519774,4.93872,0,1,0,0,0
334819774,4.89683,0,1,0,0,0
335119775,4.98223,0,1,0,0,0
335419790,4.95483,0,1,0,0,0
335719774,4.97578,0,1,0,0,0
336019774,4.96934,0,1,0,0,0
336319810,4.95806,0,1,0,0,0
336629823,4.94194,0,1,0,0,0
336929819,4.95967,0,1,0,0,0
337229796,4.93228,0,1,0,0,0
337529799,4.94678,0,1,0,0,0
337829773,4.88877,0,1,0,0,0
338129804,4.94678,0,1,0,0,0
338429819,4.93066,0,1,0,0,0
338729822,4.97095,0,1,0,0,0
339029854,4.93228,0,1,0,0,0
339329818,4.93066,0,1,0,0,0
339639785,4.95806,0,1,0,0,0
339939774,4.94355,0,1,0,0,0
340239774,4.95967,0,1,0,0,0
340539774,4.88555,0,1,0,0,0
340839774,4.97095,0,1,0,0,0
341139786,4.95161,0,1,0,0,0
341439774,4.96934,0,1,0,0,0
341739774,4.95161,0,1,0,0,0
342039774,4.96772,0,1,0,0,0
342339774,4.97095,0,1,0,0,0
342649822,4.8646,0,1,0,0,0
342949786,4.98223,0,1,0,0,0
343249827,4.93872,0,1,0,0,0
343549816,4.96611,0,1,0,0,0
343849790,4.93872,0,1,0,0,0
344149796,4.92583,0,1,0,0,0
344449816,4.9355,0,1,0,0,0
344749800,4.95967,0,1,0,0,0
345049816,4.95322,0,1,0,0,0
345349798,4.92905,0,1,0,0,0
345659774,4.96611,0,1,0,0,0
345959775,4.94033,0,1,0,0,0
346259774,4.97578,0,1,0,0,0
346559774,4.95322,0,1,0,0,0
346859791,4.97256,0,1,0,0,0
347159774,4.979,0,1,0,0,0
347459774,4.95161,0,1,0,0,0
347759774,4.95322,0,1,0,0,0
348059816,4.99512,0,1,0,0,0
348359801,4.96934,0,1,0,0,0
348669814,4.95483,0,1,0,0,0
348969815,4.96128,0,1,0,0,0
349269821,4.96934,0,1,0,0,0
349569800,4.95645,0,1,0,0,0
349869784,4.93066,0,1,0,0,0
350169796,4.94355,0,1,0,0,0
350469806,4.95967,0,1,0,0,0
350769777,4.86621,0,1,0,0,0
351069815,4.95161,0,1,0,0,0
351369784,4.94033,0,1,0,0,0
351679775,4.95322,0,1,0,0,0
351979783,4.94517,0,1,0,0,0
352279776,4.96611,0,1,0,0,0
