timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3]
321492399,0.0,0.0,0.0,-0.999998,-0.000763014,-0.00174911,1.29089e-06
321591296,0.0,0.0,0.0,-0.999998,-0.000844076,-0.00177474,1.45431e-06
321689767,0.0,0.0,0.0,0.999998,0.000850123,0.00175695,-1.49362e-06
321790244,0.0,0.0,0.0,0.999998,0.000925655,0.00174054,-1.61114e-06
321890695,0.0,0.0,0.0,-0.999998,-0.000882461,-0.00171323,1.46815e-06
321991082,0.0,0.0,0.0,-0.999998,-0.000821665,-0.00166734,1.32628e-06
322091065,0.0,0.0,0.0,0.999998,0.00073032,0.00166523,-1.21615e-06
322192754,0.0,0.0,0.0,-0.999998,-0.000798061,-0.0016448,1.26895e-06
322290571,0.0,0.0,0.0,0.999998,0.000823232,0.00165116,-1.35929e-06
322392701,0.0,0.0,0.0,0.999998,0.000799228,0.00165055,-1.31916e-06
322491519,0.0,0.0,0.0,-0.999998,-0.000796988,-0.00164397,1.26652e-06
322590881,0.0,0.0,0.0,-0.999998,-0.000822618,-0.0016274,1.29502e-06
322691408,0.0,0.0,0.0,0.999998,0.000820722,0.00159916,-1.31247e-06
322792161,0.0,0.0,0.0,0.999998,0.000818861,0.00160316,-1.31277e-06
322890997,0.0,0.0,0.0,-0.999998,-0.000799373,-0.00158079,1.21993e-06
322991590,0.0,0.0,0.0,0.999998,0.000872501,0.00160405,-1.39953e-06
323091495,0.0,0.0,0.0,0.999998,0.000848767,0.00160819,-1.36498e-06
323191279,0.0,0.0,0.0,-0.999998,-0.000863507,-0.00156231,1.30536e-06
323291955,0.0,0.0,0.0,0.999998,0.000826703,0.00160017,-1.32286e-06
323391711,0.0,0.0,0.0,-0.999999,-0.000755385,-0.00156315,1.13707e-06
323493204,0.0,0.0,0.0,-0.999998,-0.000757888,-0.00160272,1.17098e-06
323592047,0.0,0.0,0.0,-0.999998,-0.000858739,-0.00162704,1.3535e-06
323690903,0.0,0.0,0.0,-0.999998,-0.000862792,-0.00162251,1.35618e-06
323793780,0.0,0.0,0.0,-0.999998,-0.00083597,-0.00161608,1.30728e-06
323892407,0.0,0.0,0.0,0.999998,0.000762474,0.00165572,-1.26244e-06
323991300,0.0,0.0,0.0,-0.999998,-0.000765636,-0.0016187,1.19562e-06
324090507,0.0,0.0,0.0,-0.999998,-0.000810221,-0.00165649,1.29841e-06
324192079,0.0,0.0,0.0,-0.999998,-0.000829175,-0.00165804,1.33109e-06
324292144,0.0,0.0,0.0,0.999998,0.000839438,0.00161827,-1.35844e-06
324391315,0.0,0.0,0.0,-0.999998,-0.000795677,-0.00164123,1.26218e-06
324491234,0.0,0.0,0.0,-0.999998,-0.00079973,-0.00158007,1.21992e-06
324592825,0.0,0.0,0.0,0.999998,0.000844031,0.00157861,-1.33239e-06
324693090,0.0,0.0,0.0,0.999998,0.000812165,0.00160557,-1.30399e-06
324793003,0.0,0.0,0.0,0.999998,0.00088431,0.00161456,-1.42777e-06
324889869,0.0,0.0,0.0,-0.999998,-0.000843957,-0.001628,1.33025e-06
324992594,0.0,0.0,0.0,-0.999998,-0.000832036,-0.00163992,1.32076e-06
325091286,0.0,0.0,0.0,-0.999998,-0.000867322,-0.00162573,1.36632e-06
325192847,0.0,0.0,0.0,0.999998,0.000839843,0.00160416,-1.34725e-06
325295814,0.0,0.0,0.0,-0.999998,-0.0009007,-0.00166054,1.45194e-06
325392756,0.0,0.0,0.0,-0.999998,-0.00085552,-0.00167747,1.3914e-06
325490930,0.0,0.0,0.0,-0.999998,-0.000924184,-0.00170608,1.53302e-06
325590973,0.0,0.0,0.0,0.999998,0.000926697,0.00167945,-1.55635e-06
325692439,0.0,0.0,0.0,0.999998,0.000885237,0.00167093,-1.47917e-06
325792784,0.0,0.0,0.0,-0.999998,-0.000885322,-0.00162585,1.39569e-06
325890559,0.0,0.0,0.0,-0.999998,-0.000926569,-0.0016522,1.48716e-06
325992093,0.0,0.0,0.0,0.999998,0.000926276,0.00165801,-1.53578e-06
326091607,0.0,0.0,0.0,0.999998,0.000886543,0.00163611,-1.45049e-06
326190991,0.0,0.0,0.0,-0.999998,-0.000946477,-0.00166531,1.53247e-06
326291993,0.0,0.0,0.0,-0.999998,-0.000914648,-0.00168772,1.49996e-06
326397313,0.0,0.0,0.0,-0.999998,-0.00100525,-0.00164659,1.61152e-06
