timestamp,x,y,z,yaw,vx,vy,vz,acc_x,acc_y,acc_z
321576870,-0.442977,-0.0213139,-0.0161529,-0.00476136,0.0,0.0,1.0,0.0,0.0,0.0
321676855,-0.196307,-0.00942015,-0.0536106,-0.00472704,0.0,0.0,1.0,0.0,0.0,0.0
321777332,-0.0204796,0.00567708,-0.0620104,-0.00466595,0.0,0.0,1.0,0.0,0.0,0.0
321877430,-0.126629,0.0104944,-0.062519,-0.00460052,0.0,0.0,1.0,0.0,0.0,0.0
321977468,-0.370152,0.00836263,-0.0493188,-0.00464563,0.0,0.0,1.0,0.0,0.0,0.0
322077453,-0.522132,-0.000513115,-0.0466015,-0.00462323,0.0,0.0,1.0,0.0,0.0,0.0
322177548,-0.515889,-0.000985247,-0.0465079,-0.00462594,0.0,0.0,1.0,0.0,0.0,0.0
322287815,-0.38708,0.00904312,-0.0426277,-0.00460508,0.0,0.0,1.0,0.0,0.0,0.0
322387950,-0.264772,0.011532,-0.0413998,-0.00460542,0.0,0.0,1.0,0.0,0.0,0.0
322488464,-0.232269,0.00506361,-0.0187588,-0.00463805,0.0,0.0,1.0,0.0,0.0,0.0
322588728,-0.292098,-0.00715085,-0.0143866,-0.00468643,0.0,0.0,1.0,0.0,0.0,0.0
322688351,-0.364848,-0.004353,-0.0137248,-0.00465621,0.0,0.0,1.0,0.0,0.0,0.0
322789011,-0.393909,0.00896956,-0.0376596,-0.00460782,0.0,0.0,1.0,0.0,0.0,0.0
322889101,-0.380454,0.0293873,-0.0411254,-0.00453019,0.0,0.0,1.0,0.0,0.0,0.0
322998821,-0.337714,0.0340518,-0.0441155,-0.00449577,0.0,0.0,1.0,0.0,0.0,0.0
323100083,-0.319028,0.0318269,-0.0439401,-0.00452737,0.0,0.0,1.0,0.0,0.0,0.0
323199732,-0.331767,0.0284586,-0.0519028,-0.00447595,0.0,0.0,1.0,0.0,0.0,0.0
323300205,-0.344365,0.0265027,-0.052581,-0.00439961,0.0,0.0,1.0,0.0,0.0,0.0
323400484,-0.334313,0.015247,-0.0684902,-0.00440391,0.0,0.0,1.0,0.0,0.0,0.0
