timestamp,time_utc_usec,lat,lon,delta_lat_lon[0],delta_lat_lon[1],alt,delta_alt,vel_n,vel_e,vel_d,pos_d_deriv,yaw,eph,epv,evh,evv,terrain_alt,pressure_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
321575576,0,1.34054631967,26.1000001897,0.0,0.0,85.9348,0.0,-0.00496338,0.0153507,-0.200717,-0.200717,-0.00476136,0.213146,0.142757,0.0,0.0,85.9186,86.7646,0,0,1,0
321775834,0,1.34055011928,26.1000004325,0.0,0.0,85.9812,0.0,0.00405395,-0.00268558,-0.205694,-0.205694,-0.00466595,0.223858,0.109514,0.0,0.0,85.9192,86.5975,0,0,1,0
321976075,0,1.3405469746,26.1000004567,0.0,0.0,85.969,0.0,0.00293071,0.00155235,-0.200945,-0.200945,-0.00464563,0.23531,0.109397,0.0,0.0,85.9196,86.6807,0,0,1,0
322176391,0,1.34054566396,26.1000003726,0.0,0.0,85.9667,0.0,-0.00700368,-0.00398833,-0.202252,-0.202252,-0.00464204,0.224446,0.109437,0.0,0.0,85.9202,86.7646,0,0,1,0
322376911,0,1.3405478912,26.1000004853,0.0,0.0,85.9595,0.0,-0.00206953,-0.0100264,-0.203488,-0.203488,-0.00459664,0.235419,0.109577,0.0,0.0,85.9208,86.6807,0,0,1,0
322587167,0,1.34054767656,26.1000003171,0.0,0.0,85.9359,0.0,0.00844114,-0.0200521,-0.199717,-0.199717,-0.00468643,0.245703,0.151212,0.0,0.0,85.9215,86.8485,0,0,1,0
322787486,0,1.34054676095,26.1000004622,0.0,0.0,85.9599,0.0,0.00327968,-0.00291804,-0.205392,-0.205392,-0.00460782,0.235321,0.120387,0.0,0.0,85.9222,87.0163,0,0,1,0
322987590,0,1.34054725766,26.100000687,0.0,0.0,85.9641,0.0,0.00412014,-0.00148782,-0.20613,-0.20613,-0.00445967,0.245645,0.120377,0.0,0.0,85.9227,86.6807,0,0,1,0
323187990,0,1.34054732217,26.1000006383,0.0,0.0,85.9718,0.0,0.00198571,-0.00128661,-0.199878,-0.199878,-0.00445641,0.245006,0.120355,0.0,0.0,85.9232,87.268,0,0,1,0
323398384,0,1.34054729691,26.1000005186,0.0,0.0,85.9924,0.0,0.00263273,-0.00311878,-0.201687,-0.201687,-0.00440391,0.123756,0.130496,0.0,0.0,85.9239,86.1767,0,0,1,0
323598806,0,1.34054778206,26.1000005666,0.0,0.0,85.9787,0.0,-0.00171394,0.000475284,-0.200914,-0.200914,-0.00430568,0.123758,0.130444,0.0,0.0,85.9244,86.6807,0,0,1,0
323799389,0,1.34054776579,26.1000004498,0.0,0.0,85.969,0.0,-0.00151111,0.00417736,-0.203678,-0.203678,-0.00420235,0.123776,0.13064,0.0,0.0,85.9249,87.5197,0,0,1,0
323999622,0,1.3405473301,26.1000002724,0.0,0.0,85.961,0.0,-0.0065079,0.009082,-0.205806,-0.205806,-0.00413461,0.122633,0.130444,0.0,0.0,85.9256,86.7646,0,0,1,0
324200226,0,1.34054734795,26.1000004775,0.0,0.0,85.9618,0.0,-0.00320622,0.00119876,-0.209921,-0.209921,-0.0041639,0.12376,0.130528,0.0,0.0,85.9263,86.9324,0,0,1,0
