timestamp,load,ram_usage
489294326,0.706952,0.865863
490297115,0.690018,0.865863
491298709,0.690396,0.864237
492299696,0.692768,0.863627
493300600,0.702968,0.865863
494303626,0.686901,0.864237
495304587,0.697508,0.864237
496306638,0.708226,0.865863
497307463,0.694286,0.865863
498308525,0.691215,0.864237
499310620,0.691692,0.863627
500311065,0.704511,0.865863
501313699,0.693095,0.864237
502314353,0.688437,0.864237
503317141,0.704013,0.865863
504319100,0.689383,0.865863
505321326,0.689157,0.864237
506324493,0.692173,0.863627
507325389,0.702422,0.865863
508327416,0.694093,0.864237
509328326,0.689572,0.864237
510330340,0.694939,0.865863
511331392,0.696493,0.865863
512334013,0.690479,0.864237
514335861,0.704404,0.865863
515338939,0.687783,0.865863
516339329,0.691528,0.864237
517342444,0.690974,0.863627
518344872,0.702609,0.865863
519345332,0.7005,0.864237
520346716,0.695975,0.864237
521347837,0.701369,0.865863
522348538,0.688007,0.865863
523349983,0.690662,0.864237
524350327,0.691245,0.863627
525351386,0.700803,0.865863
526354795,0.696426,0.864237
527357328,0.690437,0.864237
528358731,0.698963,0.865863
529360299,0.693017,0.865863
530361329,0.701536,0.864237
531363127,0.693243,0.863627
532364551,0.70673,0.865863
533366139,0.684622,0.864237
534366915,0.69076,0.864237
535367450,0.704108,0.865863
536369963,0.686152,0.865863
537370844,0.695831,0.864237
538372853,0.695168,0.863627
539374727,0.704455,0.865863
540376200,0.688931,0.865863
541377440,0.684777,0.864237
542381116,0.69341,0.865863
543382818,0.703382,0.865863
544383842,0.693236,0.864237
545384427,0.693717,0.863627
546386838,0.703635,0.865863
547387471,0.690478,0.865863
548389499,0.686283,0.864237
549390559,0.692232,0.863627
550392861,0.696504,0.865863
551393547,0.691972,0.864237
552396252,0.688773,0.864237
553396622,0.703773,0.865863
554399096,0.691863,0.865863
555400625,0.693037,0.864237
556404478,0.686633,0.863627
557405557,0.700696,0.865863
558406329,0.695385,0.864237
559408874,0.687252,0.864237
560409949,0.704805,0.865863
561409924,0.690186,0.865863
562410476,0.698702,0.864237
563413310,0.690008,0.863627
564415580,0.69713,0.865863
565416602,0.687885,0.864237
566418571,0.685494,0.864237
567422246,0.700792,0.865863
568423411,0.70142,0.865863
569424858,0.698157,0.864237
570426485,0.694331,0.863627
571427828,0.701003,0.865863
572428370,0.686094,0.865863
573429683,0.687973,0.864237
574432484,0.695131,0.863627
575434118,0.707849,0.865863
576434359,0.694439,0.864237
577435356,0.68864,0.864237
578438871,0.703171,0.865863
579441188,0.68949,0.865863
580442366,0.687646,0.864237
581443573,0.692057,0.863627
582444505,0.704902,0.865863
583445410,0.68978,0.864237
584447833,0.6889,0.864237
585448405,0.700471,0.865863
586448496,0.683457,0.865863
587451059,0.684986,0.864237
588454497,0.690781,0.863627
589456656,0.699638,0.865863
