timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3]
321571342,0.000277694,0.000949675,-0.004404,0.999995,0.000819726,0.00173806,-0.00238209
321603348,0.0017327,-0.00145168,0.00301042,0.999995,0.000886587,0.00175533,-0.0023958
321635353,0.00102682,-0.00168904,0.00251206,0.999995,0.000960602,0.00174431,-0.00231082
321667343,-0.00590658,-1.7109e-05,-0.00689978,0.999995,0.00087933,0.00176093,-0.00235302
321695390,0.000913141,-0.00135413,0.000633378,0.999995,0.000818298,0.00173528,-0.00238609
321728142,0.00732305,0.000394541,0.00457856,0.999995,0.00089079,0.00172014,-0.00233458
321760145,-0.00612413,0.000642635,-0.00129704,0.999995,0.000922643,0.00173914,-0.00231173
321792146,-0.00683905,-0.000570507,-0.00104419,0.999995,0.000836797,0.00172683,-0.00235459
321824177,0.00289318,0.00299316,0.00154292,0.999996,0.000814494,0.00173381,-0.00234616
321856184,0.00121613,-0.00173366,-0.000121736,0.999996,0.000886383,0.00171123,-0.00230383
321888942,-0.00281509,0.000540258,-0.00296076,0.999996,0.000896433,0.00169908,-0.00230756
321920943,-0.0044614,-0.00125303,-0.00105236,0.999996,0.000808623,0.00170077,-0.00231146
321952996,0.00245884,-0.00172901,-0.000611644,0.999996,0.000818364,0.00166168,-0.002319
321984972,0.00278198,-0.000656623,0.00109496,0.999996,0.000878087,0.00168073,-0.0023207
322016943,-0.00424174,5.42861e-05,0.00146,0.999996,0.00081543,0.00164976,-0.00232328
322044943,-0.0050297,0.000400927,-0.00160648,0.999996,0.000762652,0.00165964,-0.00232282
322076943,0.00390017,-0.000946241,-0.00147281,0.999996,0.000745241,0.00165351,-0.00231514
322109742,0.00125754,-0.00049588,-0.00289136,0.999996,0.000782892,0.00163529,-0.00230879
322141742,0.000192344,0.000672546,-0.00256051,0.999996,0.00080019,0.00164544,-0.00231436
322173772,-0.000482523,0.000205181,0.000875204,0.999996,0.00080069,0.00163817,-0.00231427
322205778,0.00248893,-0.000128773,0.000714738,0.999996,0.000803774,0.00163321,-0.00230606
322237743,-0.000289194,-0.000105239,-0.000344026,0.999996,0.000801934,0.00164229,-0.00231126
322265754,-0.000239625,-0.00334876,-0.00100714,0.999996,0.000826312,0.00164425,-0.00231504
322298554,0.000102549,0.00027104,0.000718853,0.999996,0.000815037,0.00164368,-0.00228582
322330542,-0.00432025,-0.00148315,-0.00196488,0.999996,0.000822531,0.00165047,-0.00226422
322362550,0.00129586,0.00361014,-0.00379488,0.999996,0.000802998,0.00164871,-0.00228698
322394543,0.000150419,0.00424819,0.00117302,0.999996,0.000810432,0.00165644,-0.00229585
322426543,-0.000128214,0.00202682,0.00144236,0.999996,0.000790822,0.001652,-0.00226351
322458543,-0.00093736,0.000777983,-0.00355647,0.999996,0.000800775,0.0016421,-0.002282
322486548,0.00134933,-0.00253259,-0.00204662,0.999996,0.000790832,0.00164763,-0.00232032
322519342,-0.000941044,1.13648e-05,0.00545372,0.999996,0.000826019,0.00163773,-0.00225852
322551372,-0.00147851,-0.00274971,-0.00446289,0.999996,0.000827642,0.00163835,-0.00223426
322579343,-0.00210604,0.00173156,-0.00814694,0.999996,0.000811072,0.00161327,-0.00233194
322615343,-0.002786,0.00245001,0.00701944,0.999996,0.000785354,0.00161552,-0.00229929
322647370,0.0013433,0.00166569,-0.00424547,0.999996,0.000823857,0.0016027,-0.00225148
322679342,0.00080913,0.000296416,-0.00329631,0.999996,0.000815977,0.00160375,-0.00232526
322712173,0.00100165,0.000221303,0.00737022,0.999996,0.00080445,0.0016005,-0.00227011
322744165,0.000106944,-0.00287759,-0.00217616,0.999996,0.000818727,0.0016121,-0.00221406
322776142,0.00563058,-0.00131849,-0.00442636,0.999996,0.000854397,0.00157605,-0.0023015
322808154,-0.00310317,0.000108057,0.00691769,0.999996,0.000866824,0.00159291,-0.00224399
322840191,-0.00396721,-0.00313913,-0.00367608,0.999996,0.000851607,0.00157372,-0.00219909
322872970,0.00274444,0.00192365,-0.00395725,0.999996,0.000793969,0.00160209,-0.00226693
322904995,0.00348085,-0.00197506,0.00368703,0.999996,0.000837715,0.00159654,-0.00224036
322936943,-0.000223474,0.00210016,0.00257194,0.999996,0.000871906,0.00158443,-0.00217904
322968942,0.000602914,0.00199101,-0.00196951,0.999996,0.000876378,0.0016111,-0.00221634
323000950,0.00397341,0.00242652,-0.000100791,0.999996,0.000881807,0.00161611,-0.00224854
323028950,-0.00220144,-0.00370119,0.000219552,0.999996,0.000908336,0.00158757,-0.00223655
323061772,-0.0060684,-0.00476766,-0.00348497,0.999996,0.000846177,0.00160167,-0.00222292
323093742,0.000972628,-0.000283889,-0.00267419,0.999996,0.000793717,0.00160125,-0.00226495
323125743,0.00598558,-0.0014792,0.00434805,0.999996,0.000828323,0.0016254,-0.00224949
323157742,-0.00271899,-0.00350036,0.00183199,0.999996,0.000866891,0.00156047,-0.00218622
323189779,-0.00424823,0.00450007,-0.00272294,0.999996,0.000815677,0.00160372,-0.00223411
323217783,-0.00289528,-0.00261099,0.00121073,0.999996,0.000738349,0.00158562,-0.00224132
323249768,0.00399591,-0.000302076,0.0014824,0.999996,0.000796833,0.00158351,-0.00216532
323282547,-0.000362897,-0.00482552,-0.00678929,0.999996,0.000871393,0.00157491,-0.00218229
323314555,-0.00226763,0.00179877,0.000268897,0.999996,0.000828944,0.00157271,-0.00220939
323346545,-0.00181191,-0.00150966,-0.000405089,0.999996,0.000751596,0.00156434,-0.00217959
323378592,0.00543822,0.00360489,0.000346961,0.999996,0.000808177,0.00157982,-0.00218748
323410548,0.00166424,0.000101594,0.000317832,0.999996,0.000859014,0.00160305,-0.00221678
323442568,-0.00209055,-0.00096477,0.00187405,0.999996,0.000818844,0.00160349,-0.0021908
323474542,0.000494679,-0.00119947,-0.0020623,0.999996,0.000739545,0.00160087,-0.00219454
323507393,0.00688107,-0.00100075,-0.00211707,0.999996,0.000785621,0.00160894,-0.00223821
323539376,0.00114336,-0.00198866,0.00419454,0.999996,0.000881681,0.00162457,-0.00219489
323571356,-0.00441034,0.000672938,-0.000292286,0.999996,0.000844717,0.0016273,-0.0021446
323599342,-0.00269513,0.000454506,-0.00394185,0.999996,0.000789527,0.0016283,-0.00217276
323631348,0.00281706,-0.000226545,0.00137513,0.999996,0.000821616,0.00161119,-0.00218889
323664183,0.0024094,0.00138442,0.00460358,0.999996,0.000889315,0.00162571,-0.00213299
323696172,-0.00520853,-0.00269254,-0.0031415,0.999996,0.000869278,0.00162206,-0.00213314
323728211,-0.000779284,-0.00312369,-0.000829593,0.999996,0.000810374,0.0016269,-0.00218561
323760154,0.00541919,-0.00161653,0.00530491,0.999996,0.000851049,0.00160849,-0.00214878
323788171,-0.000726683,0.00747602,-0.00103219,0.999996,0.000890978,0.00164114,-0.00210082
323820154,-0.00373474,-0.00112539,-0.00520432,0.999996,0.000873588,0.00161222,-0.00213995
323852943,-0.00868323,0.00590173,-8.1474e-05,0.999996,0.000794091,0.00164118,-0.0021601
323884971,0.00386571,-0.000881563,0.00392004,0.999996,0.00077078,0.00163613,-0.00212146
323916969,-0.00111456,0.00158019,-0.0002234,0.999996,0.000809741,0.00162039,-0.00210218
323948950,-0.00451157,-0.00478558,8.21401e-05,0.999996,0.000786707,0.00162321,-0.00212603
323980945,-0.000919251,-0.00283555,0.00172623,0.999996,0.000735839,0.00162624,-0.00208066
324008950,0.00439159,-0.00197933,-0.0022997,0.999996,0.000766331,0.00162115,-0.00207508
324041757,0.00122327,0.0023871,0.00114,0.999996,0.000794612,0.00162721,-0.00210154
324073753,0.00210038,0.00104506,0.00338347,0.999996,0.000822807,0.0016524,-0.00206637
324105785,0.00228331,0.00115725,0.000361164,0.999996,0.000808477,0.00163622,-0.00204362
324137771,0.00105521,0.0023859,-0.00137765,0.999996,0.000842471,0.00163295,-0.00205901
324169751,-0.00348824,-0.000737612,-0.00186797,0.999996,0.000813195,0.00164937,-0.00207833
324201762,7.3812e-05,-0.00208819,-0.00340043,0.999996,0.000831724,0.00163698,-0.00208913
324229748,0.00240402,0.00163246,0.00208312,0.999996,0.000863738,0.0016622,-0.00208518
324262542,-0.00311395,0.000769995,0.00291602,0.999996,0.000839766,0.00161831,-0.00205631
324294544,-0.00475425,0.00176685,-0.00345954,0.999996,0.000729603,0.00162811,-0.00210072
324326558,0.00622277,0.000551482,0.00175847,0.999996,0.00072363,0.00162279,-0.00212321
324358548,0.00479494,0.00163239,0.000938335,0.999996,0.000799042,0.00163954,-0.00208337
324386552,-0.00474213,-0.00211098,-0.00219914,0.999996,0.000806315,0.00162787,-0.00208607
324418562,-0.00393726,-0.00170016,-6.06577e-05,0.999996,0.000746865,0.00163776,-0.00208765
324451343,0.00677247,-0.000915841,-0.00124671,0.999996,0.000792546,0.00158172,-0.00208401
324483374,-2.76864e-05,0.00381923,0.00277832,0.999996,0.000848646,0.00159059,-0.00208429
324515372,-0.000810395,-0.00137277,0.00148806,0.999996,0.000856704,0.00157269,-0.00203744
324547343,-0.000991397,-0.000249207,-0.00557519,0.999996,0.000859877,0.00157619,-0.00208894
324579354,0.00214704,-0.000892261,0.00364433,0.999996,0.000823113,0.00158071,-0.00212687
324611352,0.00208763,-0.00175471,0.003694,0.999996,0.000877181,0.00159773,-0.0020386
324644154,-0.00478061,-0.00251889,-0.00627973,0.999996,0.000845057,0.00158918,-0.00207551
324676157,0.000256424,0.000596105,0.00148166,0.999996,0.000792712,0.00163439,-0.00210066
324708153,0.00393703,0.00192217,0.00243027,0.999996,0.000835808,0.001628,-0.00201791
324740172,0.000798165,0.00282004,-0.00616133,0.999996,0.000887803,0.00163243,-0.0020236
324772143,-0.00521876,0.00269303,-0.00120908,0.999996,0.000865899,0.00161261,-0.00207899
324804197,0.000439294,0.000721487,0.00395543,0.999996,0.000830793,0.00162024,-0.00202488
324836974,-0.00109656,0.00105718,0.000127529,0.999996,0.000811088,0.00160879,-0.00200676
324868948,0.00243281,-0.00313636,-0.000299494,0.999996,0.00085679,0.00162657,-0.00204795
324900942,0.00012596,-0.00135807,0.00408995,0.999996,0.00085771,0.00163038,-0.00200868
324932972,0.00168046,-0.00271239,-0.0018618,0.999996,0.00085634,0.00164377,-0.00200768
324964943,-0.0010213,-0.00201619,-0.00155147,0.999996,0.000823735,0.00163543,-0.00202627
324996943,-0.000837423,-0.00104433,0.000583995,0.999996,0.000840508,0.00164143,-0.00200736
325029760,-0.000312989,-0.000146473,-0.00138288,0.999996,0.000860241,0.001633,-0.00199055
325061768,0.000599023,0.000233922,-0.000572594,0.999996,0.000870829,0.00162533,-0.00199835
