timestamp,system_id,component_id,onboard_control_sensors_present,onboard_control_sensors_enabled,onboard_control_sensors_health,nav_state,arming_state,hil_state,failsafe,system_type,is_rotary_wing,is_vtol,vtol_fw_permanent_stab,in_transition_mode,in_transition_to_fw,rc_signal_lost,rc_input_mode,data_link_lost,data_link_lost_counter,engine_failure,engine_failure_cmd,mission_failure
321532464,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
321795686,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
322020687,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
322247831,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
322483799,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
322718918,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
322946664,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
323171565,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
323407633,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
323648532,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
323878818,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
324105481,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
324335530,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
324576562,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
324809248,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
325035672,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
325273219,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
325508701,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
325741987,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
325970629,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
326198927,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
326432369,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
326667660,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
326894050,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
327122684,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
327351901,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
327588542,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
327814656,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
328040517,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
328275851,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
328512539,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
328746707,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
328974857,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
329205477,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
329441154,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
329681376,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
329911923,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
330141183,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
330381769,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
330617499,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
330850616,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
331077537,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
331312781,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
331549185,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
331778166,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
332006909,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
332236486,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
332472367,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
332700499,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
332927692,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
333157012,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
333392597,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
333622827,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
333850225,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
334077691,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
334312498,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
334549878,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
334782833,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
335011603,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
335241130,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
335481299,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
335711526,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
335937685,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
336172372,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
336408384,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
336642939,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
336867531,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
337097888,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
337333876,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
337563923,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
337787647,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
338016482,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
338251933,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
338487570,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
338711534,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
338939632,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
339171847,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
339404538,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
339638042,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
339863133,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
340091645,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
340332353,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
340565222,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
340788878,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
341015741,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
341252454,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
341490935,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
341722018,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
341951670,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
342184095,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
342421931,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
342656615,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
342886932,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
343115919,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
343354170,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
343585290,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
343811098,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
344039655,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
344276677,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
344510798,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
344742929,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
344969477,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
345203446,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
345443076,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
345672668,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
345901512,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
346131805,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
346372580,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
346603625,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
346830792,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
347061808,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
347293478,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
347521572,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
347746647,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
347974734,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
348212527,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
348447595,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
348678655,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
348905493,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
349135873,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
349376383,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
349605524,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
349835904,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
350060549,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
350296727,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
350534691,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
350762687,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
350997522,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
351229527,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
351467414,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
351698691,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
351927386,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
352163661,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
352401157,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
352632481,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
352855668,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
353083756,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
353320613,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
353554854,1,1,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
