timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,discharged_mah,remaining,scale,cell_count,connected,warning
321571761,16.7174,16.7779,3.67935,2.60727,57.701,0.994289,1.0,4,1,0
321873424,16.7508,16.7616,3.23838,2.88595,57.9794,0.994273,1.0,4,1,0
322174156,16.7424,16.7558,3.2246,3.03237,58.2513,0.994254,1.0,4,1,0
322475011,16.7341,16.7469,3.19703,3.10119,58.5193,0.994233,1.0,4,1,0
322780701,16.6923,16.7421,3.07301,3.14572,58.7925,0.994211,1.0,4,1,0
323070212,16.7841,16.7404,3.19703,3.17742,59.0522,0.994189,1.0,4,1,0
323375006,16.709,16.7378,3.23838,3.18864,59.3239,0.994165,1.0,4,1,0
323676608,16.7341,16.7349,3.23838,3.1999,59.5934,0.99414,1.0,4,1,0
323977450,16.709,16.7323,3.10057,3.19887,59.8607,0.994115,1.0,4,1,0
324279073,16.7257,16.7282,3.18325,3.19134,60.1273,0.994089,1.0,4,1,0
324579952,16.7758,16.727,3.2246,3.19541,60.3946,0.994064,1.0,4,1,0
324885684,16.7341,16.7257,3.27972,3.19503,60.6661,0.994038,1.0,4,1,0
325186101,16.6005,16.7282,3.10057,3.20649,60.9355,0.994011,1.0,4,1,0
325487726,16.709,16.7278,3.19703,3.21637,61.2061,0.993984,1.0,4,1,0
325788732,16.7508,16.7256,3.26594,3.20987,61.4735,0.993957,1.0,4,1,0
326090349,16.7174,16.7246,3.08679,3.21312,61.7432,0.993931,1.0,4,1,0
326391779,16.7508,16.7254,3.25216,3.21518,62.0125,0.993904,1.0,4,1,0
326692579,16.659,16.7232,3.11435,3.20363,62.2792,0.993877,1.0,4,1,0
326994263,16.7591,16.7234,3.25216,3.20759,62.5485,0.99385,1.0,4,1,0
327294981,16.7758,16.7251,3.2246,3.20649,62.8161,0.993823,1.0,4,1,0
327596881,16.6506,16.7225,3.19703,3.20241,63.0839,0.993796,1.0,4,1,0
327897816,16.7174,16.7208,3.18325,3.20599,63.3524,0.99377,1.0,4,1,0
328188256,16.7341,16.7191,3.19703,3.21143,63.6121,0.993744,1.0,4,1,0
328488530,16.6756,16.7176,3.2246,3.20797,63.8793,0.993717,1.0,4,1,0
328789392,16.7675,16.7216,3.2246,3.21491,64.1484,0.99369,1.0,4,1,0
329100278,16.659,16.7245,3.21081,3.21368,64.4259,0.993662,1.0,4,1,0
329400737,16.7591,16.722,3.16947,3.20928,64.6929,0.993636,1.0,4,1,0
329701230,16.7925,16.7266,3.27972,3.2137,64.9618,0.993609,1.0,4,1,0
329991425,16.709,16.7256,3.2246,3.21596,65.2214,0.993583,1.0,4,1,0
330291950,16.7675,16.7253,3.32106,3.20757,65.488,0.993556,1.0,4,1,0
330592507,16.7174,16.7221,3.25216,3.20973,65.7561,0.993529,1.0,4,1,0
330897415,16.7508,16.7237,3.21081,3.22598,66.0312,0.993502,1.0,4,1,0
331199020,16.6756,16.7226,3.16947,3.2157,66.2993,0.993476,1.0,4,1,0
331499841,16.709,16.724,3.16947,3.21278,66.5674,0.993449,1.0,4,1,0
331801359,16.6756,16.7255,3.08679,3.21715,66.8376,0.993422,1.0,4,1,0
332098210,16.7341,16.7225,3.30728,3.21708,67.1029,0.993395,1.0,4,1,0
332399751,16.7841,16.7217,3.21081,3.21192,67.3712,0.993368,1.0,4,1,0
332709310,16.7257,16.7209,3.2246,3.20943,67.6466,0.99334,1.0,4,1,0
333010294,16.3251,16.628,21.7591,9.95506,69.2307,0.993303,1.0,4,1,0
333310997,16.1248,16.5478,22.5997,14.678,71.0517,0.993231,1.0,4,1,0
333612554,16.2166,16.4719,27.3264,19.0503,73.1877,0.993132,1.0,4,1,0
333914313,16.25,16.3862,27.6295,22.8481,75.5856,0.993003,1.0,4,1,0
334215015,15.8577,16.311,31.4191,25.6029,78.0651,0.992849,1.0,4,1,0
334504562,16.0831,16.2479,31.8739,27.9446,80.6196,0.992679,1.0,4,1,0
334805382,15.8494,16.1674,33.2657,30.5897,83.5149,0.99248,1.0,4,1,0
335119406,16.2166,16.1371,32.177,31.3982,86.3622,0.992253,1.0,4,1,0
335419781,15.9245,16.1121,31.1849,31.54,89.0116,0.992024,1.0,4,1,0
335721363,16.2416,16.1222,26.6787,30.2858,91.4111,0.991789,1.0,4,1,0
336022349,16.008,16.1167,31.2813,30.1497,93.8996,0.991553,1.0,4,1,0
336315829,16.1749,16.0823,34.0098,32.2274,96.7831,0.991318,1.0,4,1,0
336622032,16.1832,16.0683,29.3245,31.9318,99.477,0.991064,1.0,4,1,0
336918106,15.8911,16.0601,28.9662,30.8477,101.886,0.99081,1.0,4,1,0
337219077,16.0747,16.0518,31.5156,30.918,104.474,0.990557,1.0,4,1,0
337520551,15.9579,16.042,31.7499,31.0735,107.096,0.990303,1.0,4,1,0
337821352,16.0664,16.0249,31.1986,31.1961,109.721,0.990047,1.0,4,1,0
338124290,16.0914,16.0188,31.6672,31.2451,112.356,0.989789,1.0,4,1,0
338425292,15.9328,16.0073,32.4113,31.6649,115.056,0.989529,1.0,4,1,0
338725472,16.0998,16.0052,32.1081,31.8571,117.736,0.989267,1.0,4,1,0
339026308,15.841,15.9879,31.9703,31.945,120.417,0.989004,1.0,4,1,0
