timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
321571546,321567393,-0.00406283,-0.00344048,0.00111739,0.0,0.0,0.0,0.0,-1.0
321675548,321671357,-0.000386883,-0.0042129,0.000956984,0.0,0.0,0.0,0.0,-1.0
321777232,321772142,-0.00564237,-0.00206341,0.000592544,0.0,0.0,0.0,0.0,-1.0
321877333,321872949,-0.00200105,-0.00308443,0.000123317,0.0,0.0,0.0,0.0,-1.0
321981137,321976943,-0.00160149,-0.00326048,-0.00046195,0.0,0.0,0.0,0.0,-1.0
322081169,322076943,-0.00605919,-0.00206915,-0.000748707,0.0,0.0,0.0,0.0,-1.0
322181939,322177750,-0.00153589,-0.00344156,-0.000161688,0.0,0.0,0.0,0.0,-1.0
322286786,322282585,-0.00237086,-0.00524576,-0.000907108,0.0,0.0,0.0,0.0,-1.0
322386727,322382579,-0.00288711,-0.00179732,-0.000158601,0.0,0.0,0.0,0.0,-1.0
322486718,322482570,-0.00372175,-0.00110334,0.000678419,0.0,0.0,0.0,0.0,-1.0
322588626,322583343,0.000163201,-0.00239433,0.00120811,0.0,0.0,0.0,0.0,-1.0
322692339,322688144,0.00089872,-0.00347939,-0.000446188,0.0,0.0,0.0,0.0,-1.0
322792358,322788147,-0.00325791,0.000106064,-0.000878121,0.0,0.0,0.0,0.0,-1.0
322893128,322888943,-0.00256132,-0.00126738,-3.67306e-05,0.0,0.0,0.0,0.0,-1.0
322997107,322992942,-0.00540418,-0.00362743,0.00040479,0.0,0.0,0.0,0.0,-1.0
323097981,323093742,-0.00190591,-0.00820388,0.00116968,0.0,0.0,0.0,0.0,-1.0
323201989,323197743,-0.00317963,-0.00395537,0.000540443,0.0,0.0,0.0,0.0,-1.0
323302803,323298583,-0.0066345,-0.00868029,0.000773896,0.0,0.0,0.0,0.0,-1.0
323406707,323402542,-0.00750435,-0.00642281,0.000153845,0.0,0.0,0.0,0.0,-1.0
323507564,323503342,-0.00487644,-0.000872122,0.000413016,0.0,0.0,0.0,0.0,-1.0
323607568,323603342,-0.0010777,0.00232102,0.000587251,0.0,0.0,0.0,0.0,-1.0
323708370,323704146,-0.0061412,-0.000623238,0.000854945,0.0,0.0,0.0,0.0,-1.0
323812346,323808178,-0.00857856,-0.000921395,0.000611312,0.0,0.0,0.0,0.0,-1.0
323913279,323908945,-0.00246738,-0.00247726,0.0002922,0.0,0.0,0.0,0.0,-1.0
324013148,324008950,0.000772417,-0.00159563,0.00124089,0.0,0.0,0.0,0.0,-1.0
324113905,324109743,-0.00215014,8.90919e-05,0.000767302,0.0,0.0,0.0,0.0,-1.0
324217942,324213749,-0.00282263,-0.0021864,0.000598861,0.0,0.0,0.0,0.0,-1.0
324318780,324314542,-0.00735425,-0.00083862,0.000638595,0.0,0.0,0.0,0.0,-1.0
324418800,324414571,0.00339189,-0.00239305,0.000520254,0.0,0.0,0.0,0.0,-1.0
324519512,324515372,-0.00245664,0.000213248,0.000310205,0.0,0.0,0.0,0.0,-1.0
324624399,324620142,0.00136572,-6.11065e-05,0.000859596,0.0,0.0,0.0,0.0,-1.0
324724375,324720156,-0.00368515,0.000322598,0.000581165,0.0,0.0,0.0,0.0,-1.0
324824475,324820206,0.000284598,-0.00669116,0.000942982,0.0,0.0,0.0,0.0,-1.0
324929110,324924943,-0.00521076,0.00225325,0.00102171,0.0,0.0,0.0,0.0,-1.0
325029972,325024972,-0.00355695,-0.00420352,0.000888315,0.0,0.0,0.0,0.0,-1.0
325130006,325125771,0.00365583,0.00268035,0.000392417,0.0,0.0,0.0,0.0,-1.0
325230738,325226581,-0.00228332,-0.000838154,0.000755088,0.0,0.0,0.0,0.0,-1.0
325334839,325330558,-0.00052969,0.00136349,0.000447871,0.0,0.0,0.0,0.0,-1.0
325434706,325430568,-0.00667424,-0.0027668,0.000362676,0.0,0.0,0.0,0.0,-1.0
325535579,325531386,-0.000121317,-0.00693381,2.02772e-05,0.0,0.0,0.0,0.0,-1.0
325636447,325632156,-0.00147398,-0.00602091,-2.53133e-05,0.0,0.0,0.0,0.0,-1.0
325740403,325736153,0.00058652,-0.00191139,0.000238593,0.0,0.0,0.0,0.0,-1.0
325841212,325836948,-0.000668862,0.00120332,0.000229489,0.0,0.0,0.0,0.0,-1.0
325941198,325936949,-0.00194553,-0.00552082,-0.000243006,0.0,0.0,0.0,0.0,-1.0
326045983,326041752,-0.00329407,-0.00485232,-0.000613913,0.0,0.0,0.0,0.0,-1.0
326145917,326141742,-0.000333394,-0.00620975,-0.000600511,0.0,0.0,0.0,0.0,-1.0
326246781,326242543,-0.00299699,-0.00408208,-0.000366682,0.0,0.0,0.0,0.0,-1.0
326346758,326342542,-0.00399043,-0.0085713,0.000295751,0.0,0.0,0.0,0.0,-1.0
326451529,326447358,-0.00311571,-0.00543568,0.000814431,0.0,0.0,0.0,0.0,-1.0
326551509,326547371,-0.00219913,-0.00717224,0.000948305,0.0,0.0,0.0,0.0,-1.0
326652297,326648185,-0.000359197,-0.00655653,0.000352337,0.0,0.0,0.0,0.0,-1.0
326756358,326752174,0.00120157,-0.0056243,0.00106599,0.0,0.0,0.0,0.0,-1.0
326857225,326852971,-0.00601928,-0.00235926,0.00139776,0.0,0.0,0.0,0.0,-1.0
326957231,326952955,-0.00604913,-0.00408,0.00185976,0.0,0.0,0.0,0.0,-1.0
327058013,327053766,9.65958e-05,-0.00683681,0.00234373,0.0,0.0,0.0,0.0,-1.0
327161928,327157742,-0.00545307,-0.00465972,0.00160324,0.0,0.0,0.0,0.0,-1.0
327262781,327258545,-0.00216428,-0.00250005,0.00170303,0.0,0.0,0.0,0.0,-1.0
327366944,327362572,-0.00286999,-0.00293267,0.00179895,0.0,0.0,0.0,0.0,-1.0
327467556,327463372,0.000466611,-0.000191679,0.00156977,0.0,0.0,0.0,0.0,-1.0
327571515,327567342,0.0044833,-0.00579284,0.00152367,0.0,0.0,0.0,0.0,-1.0
327672346,327668148,0.000406618,-0.0033222,0.000477475,0.0,0.0,0.0,0.0,-1.0
327772353,327768147,-0.00573352,-0.00362735,0.000608501,0.0,0.0,0.0,0.0,-1.0
327877330,327872968,-0.00909394,-0.00365244,0.000349137,0.0,0.0,0.0,0.0,-1.0
327977961,327972976,-0.00149317,-0.00547431,0.000666209,0.0,0.0,0.0,0.0,-1.0
328077921,328073759,-0.00345178,-0.0017181,0.000119484,0.0,0.0,0.0,0.0,-1.0
328178741,328174545,-0.00310742,0.00331948,0.00046134,0.0,0.0,0.0,0.0,-1.0
328278865,328274551,-0.00227153,-0.00234435,0.000480586,0.0,0.0,0.0,0.0,-1.0
328383596,328379342,-0.00495824,-0.00173758,-0.000170241,0.0,0.0,0.0,0.0,-1.0
328483644,328479383,-0.0019987,0.00012423,-0.000273825,0.0,0.0,0.0,0.0,-1.0
328584430,328580169,-0.00084655,0.000564016,-0.000102027,0.0,0.0,0.0,0.0,-1.0
328688502,328684180,0.00146448,-0.000342708,-0.000127395,0.0,0.0,0.0,0.0,-1.0
328789166,328784968,-0.00621982,0.000143653,0.00014867,0.0,0.0,0.0,0.0,-1.0
328889335,328884943,-0.00249333,0.000999724,0.0010501,0.0,0.0,0.0,0.0,-1.0
328990056,328985749,0.000182438,-9.00934e-05,0.00114706,0.0,0.0,0.0,0.0,-1.0
329093931,329089748,0.00135245,-0.00256832,0.000990186,0.0,0.0,0.0,0.0,-1.0
329194741,329190556,-0.000805505,0.00105044,0.00122255,0.0,0.0,0.0,0.0,-1.0
329294741,329290548,-0.00336176,-0.00298565,0.000893601,0.0,0.0,0.0,0.0,-1.0
329400336,329395356,-0.00113419,-0.000891097,0.00087808,0.0,0.0,0.0,0.0,-1.0
329500434,329495373,-0.00490202,-0.00287442,0.00121098,0.0,0.0,0.0,0.0,-1.0
329600516,329596172,0.00386098,-0.00242733,0.000724578,0.0,0.0,0.0,0.0,-1.0
329700690,329696147,-0.00134647,-0.00448199,0.000220592,0.0,0.0,0.0,0.0,-1.0
