timestamp,voltage5V_v,usb_connected,brick_valid,servo_valid,periph_5V_OC,hipower_5V_OC
1043301905,5.10791,0,1,0,0,0
1043601909,5.12241,0,1,0,0,0
1043901905,5.13853,0,1,0,0,0
1044201934,5.13369,0,1,0,0,0
1044501909,5.08374,0,1,0,0,0
1044811937,5.08213,0,1,0,0,0
1045111937,5.14014,0,1,0,0,0
1045411937,5.09985,0,1,0,0,0
1045711951,5.11436,0,1,0,0,0
1046011943,5.15303,0,1,0,0,0
1046311982,5.10308,0,1,0,0,0
1046611945,5.11436,0,1,0,0,0
1046911948,5.09502,0,1,0,0,0
1047211930,5.14014,0,1,0,0,0
1047521905,5.07246,0,1,0,0,0
1047821928,5.08535,0,1,0,0,0
1048121905,5.08857,0,1,0,0,0
1048421938,5.10146,0,1,0,0,0
1048721905,5.06924,0,1,0,0,0
1049021913,5.12241,0,1,0,0,0
1049321905,5.08213,0,1,0,0,0
1049621905,5.06763,0,1,0,0,0
1049921940,5.1063,0,1,0,0,0
1050221905,5.10308,0,1,0,0,0
1050521905,5.07407,0,1,0,0,0
1050831943,5.10146,0,1,0,0,0
1051131951,5.11113,0,1,0,0,0
1051431994,5.11758,0,1,0,0,0
1051731947,5.12725,0,1,0,0,0
1052031918,5.11436,0,1,0,0,0
1052331937,5.10952,0,1,0,0,0
1052631937,5.11274,0,1,0,0,0
1052941905,5.09019,0,1,0,0,0
1053241905,5.08696,0,1,0,0,0
1053541923,5.08696,0,1,0,0,0
1053841905,5.08052,0,1,0,0,0
1054141905,5.08696,0,1,0,0,0
1054441905,5.08374,0,1,0,0,0
1054741930,5.08374,0,1,0,0,0
1055041906,5.07246,0,1,0,0,0
1055341905,5.09019,0,1,0,0,0
1055651961,5.09985,0,1,0,0,0
1055951951,5.07729,0,1,0,0,0
1056251974,5.09663,0,1,0,0,0
1056551944,5.11758,0,1,0,0,0
1056851917,5.11113,0,1,0,0,0
1057151937,5.06118,0,1,0,0,0
1057461905,5.09985,0,1,0,0,0
1057761905,5.08857,0,1,0,0,0
1058061905,5.1063,0,1,0,0,0
1058361911,5.08374,0,1,0,0,0
1058661905,5.07568,0,1,0,0,0
1058961923,5.07891,0,1,0,0,0
1059261929,5.11274,0,1,0,0,0
1059561905,5.11436,0,1,0,0,0
1059861908,5.08696,0,1,0,0,0
1060161905,5.09502,0,1,0,0,0
1060771970,5.10791,0,1,0,0,0
1061071945,5.10469,0,1,0,0,0
1061371952,5.08857,0,1,0,0,0
1061671951,5.10146,0,1,0,0,0
1061971937,5.10791,0,1,0,0,0
1062271939,5.09502,0,1,0,0,0
1062581905,5.07891,0,1,0,0,0
1062881905,5.07891,0,1,0,0,0
1063181905,5.09502,0,1,0,0,0
1063481909,5.09502,0,1,0,0,0
1063781905,5.09663,0,1,0,0,0
1064081905,5.06924,0,1,0,0,0
1064381905,5.08857,0,1,0,0,0
1064681905,5.06279,0,1,0,0,0
1064991962,5.14175,0,1,0,0,0
1065291940,5.11274,0,1,0,0,0
1065591956,5.10791,0,1,0,0,0
1065891953,5.10146,0,1,0,0,0
1066191917,5.11758,0,1,0,0,0
1066491937,5.10308,0,1,0,0,0
1066791968,5.12241,0,1,0,0,0
1067091986,5.1208,0,1,0,0,0
1067401905,5.07729,0,1,0,0,0
1067701905,5.08374,0,1,0,0,0
1068001905,5.07246,0,1,0,0,0
1068301905,5.10469,0,1,0,0,0
1068601919,5.09341,0,1,0,0,0
1068901905,5.06118,0,1,0,0,0
1069201910,5.07568,0,1,0,0,0
1069511917,5.12725,0,1,0,0,0
1069811937,5.12563,0,1,0,0,0
1070111948,5.10146,0,1,0,0,0
1070411943,5.11758,0,1,0,0,0
1070711972,5.1208,0,1,0,0,0
1071011917,5.11758,0,1,0,0,0
1071311937,5.11274,0,1,0,0,0
1071611937,5.09663,0,1,0,0,0
1071911937,5.11758,0,1,0,0,0
