timestamp,heartbeat_time,telem_time,rxerrors,fixed,type,rssi,remote_rssi,noise,remote_noise,txbuf,system_id,component_id
1042849355,1042849355,0,0,0,0,0,0,0,0,0,0,0
1043809467,1043809467,0,0,0,0,0,0,0,0,0,0,0
1044895520,1044895520,0,0,0,0,0,0,0,0,0,0,0
1045546578,1045546578,0,0,0,0,0,0,0,0,0,0,0
1046543044,1046543044,0,0,0,0,0,0,0,0,0,0,0
1047534583,1047534583,0,0,0,0,0,0,0,0,0,0,0
1048554570,1048554570,0,0,0,0,0,0,0,0,0,0,0
1049535707,1049535707,0,0,0,0,0,0,0,0,0,0,0
1050529034,1050529034,0,0,0,0,0,0,0,0,0,0,0
1051562802,1051562802,0,0,0,0,0,0,0,0,0,0,0
1052857428,1052857428,0,0,0,0,0,0,0,0,0,0,0
1053824872,1053824872,0,0,0,0,0,0,0,0,0,0,0
1054906888,1054906888,0,0,0,0,0,0,0,0,0,0,0
1055556351,1055556351,0,0,0,0,0,0,0,0,0,0,0
1056543414,1056543414,0,0,0,0,0,0,0,0,0,0,0
1057530601,1057530601,0,0,0,0,0,0,0,0,0,0,0
1058536328,1058536328,0,0,0,0,0,0,0,0,0,0,0
1059564440,1059564440,0,0,0,0,0,0,0,0,0,0,0
1061536917,1061536917,0,0,0,0,0,0,0,0,0,0,0
1062864495,1062864495,0,0,0,0,0,0,0,0,0,0,0
1063838861,1063838861,0,0,0,0,0,0,0,0,0,0,0
1064917683,1064917683,0,0,0,0,0,0,0,0,0,0,0
1065577781,1065577781,0,0,0,0,0,0,0,0,0,0,0
1066551375,1066551375,0,0,0,0,0,0,0,0,0,0,0
1067546548,1067546548,0,0,0,0,0,0,0,0,0,0,0
1068548620,1068548620,0,0,0,0,0,0,0,0,0,0,0
1069547820,1069547820,0,0,0,0,0,0,0,0,0,0,0
1070549436,1070549436,0,0,0,0,0,0,0,0,0,0,0
1071542322,1071542322,0,0,0,0,0,0,0,0,0,0,0
1072534684,1072534684,0,0,0,0,0,0,0,0,0,0,0
1073847405,1073847405,0,0,0,0,0,0,0,0,0,0,0
1074929342,1074929342,0,0,0,0,0,0,0,0,0,0,0
1075540272,1075540272,0,0,0,0,0,0,0,0,0,0,0
1076549821,1076549821,0,0,0,0,0,0,0,0,0,0,0
1077543864,1077543864,0,0,0,0,0,0,0,0,0,0,0
1078532561,1078532561,0,0,0,0,0,0,0,0,0,0,0
1079557407,1079557407,0,0,0,0,0,0,0,0,0,0,0
1080609078,1080609078,0,0,0,0,0,0,0,0,0,0,0
1081539393,1081539393,0,0,0,0,0,0,0,0,0,0,0
1082536348,1082536348,0,0,0,0,0,0,0,0,0,0,0
1083852349,1083852349,0,0,0,0,0,0,0,0,0,0,0
1084543440,1084543440,0,0,0,0,0,0,0,0,0,0,0
1085550591,1085550591,0,0,0,0,0,0,0,0,0,0,0
1086548370,1086548370,0,0,0,0,0,0,0,0,0,0,0
1087580925,1087580925,0,0,0,0,0,0,0,0,0,0,0
1089541048,1089541048,0,0,0,0,0,0,0,0,0,0,0
1091564509,1091564509,0,0,0,0,0,0,0,0,0,0,0
1092642531,1092642531,0,0,0,0,0,0,0,0,0,0,0
1093921430,1093921430,0,0,0,0,0,0,0,0,0,0,0
1095581426,1095581426,0,0,0,0,0,0,0,0,0,0,0
1096635367,1096635367,0,0,0,0,0,0,0,0,0,0,0
1097554369,1097554369,0,0,0,0,0,0,0,0,0,0,0
1098640602,1098640602,0,0,0,0,0,0,0,0,0,0,0
1099531061,1099531061,0,0,0,0,0,0,0,0,0,0,0
1100559727,1100559727,0,0,0,0,0,0,0,0,0,0,0
1101546392,1101546392,0,0,0,0,0,0,0,0,0,0,0
1102536358,1102536358,0,0,0,0,0,0,0,0,0,0,0
1103592885,1103592885,0,0,0,0,0,0,0,0,0,0,0
1104546529,1104546529,0,0,0,0,0,0,0,0,0,0,0
1105578556,1105578556,0,0,0,0,0,0,0,0,0,0,0
1106542722,1106542722,0,0,0,0,0,0,0,0,0,0,0
1107559034,1107559034,0,0,0,0,0,0,0,0,0,0,0
1108533343,1108533343,0,0,0,0,0,0,0,0,0,0,0
1109565168,1109565168,0,0,0,0,0,0,0,0,0,0,0
1110564247,1110564247,0,0,0,0,0,0,0,0,0,0,0
1111569178,1111569178,0,0,0,0,0,0,0,0,0,0,0
1112559537,1112559537,0,0,0,0,0,0,0,0,0,0,0
1113901356,1113901356,0,0,0,0,0,0,0,0,0,0,0
1114967718,1114967718,0,0,0,0,0,0,0,0,0,0,0
1115566695,1115566695,0,0,0,0,0,0,0,0,0,0,0
1116546515,1116546515,0,0,0,0,0,0,0,0,0,0,0
1117535068,1117535068,0,0,0,0,0,0,0,0,0,0,0
1118556947,1118556947,0,0,0,0,0,0,0,0,0,0,0
1119558243,1119558243,0,0,0,0,0,0,0,0,0,0,0
1120532365,1120532365,0,0,0,0,0,0,0,0,0,0,0
1121576398,1121576398,0,0,0,0,0,0,0,0,0,0,0
1122578564,1122578564,0,0,0,0,0,0,0,0,0,0,0
1123555722,1123555722,0,0,0,0,0,0,0,0,0,0,0
1124557181,1124557181,0,0,0,0,0,0,0,0,0,0,0
1125575397,1125575397,0,0,0,0,0,0,0,0,0,0,0
1126564378,1126564378,0,0,0,0,0,0,0,0,0,0,0
1127537479,1127537479,0,0,0,0,0,0,0,0,0,0,0
1128635369,1128635369,0,0,0,0,0,0,0,0,0,0,0
1129584957,1129584957,0,0,0,0,0,0,0,0,0,0,0
1132553631,1132553631,0,0,0,0,0,0,0,0,0,0,0
1133577870,1133577870,0,0,0,0,0,0,0,0,0,0,0
1134542702,1134542702,0,0,0,0,0,0,0,0,0,0,0
1135572376,1135572376,0,0,0,0,0,0,0,0,0,0,0
1136552402,1136552402,0,0,0,0,0,0,0,0,0,0,0
1137661803,1137661803,0,0,0,0,0,0,0,0,0,0,0
1138583203,1138583203,0,0,0,0,0,0,0,0,0,0,0
