timestamp,roll,pitch,yaw,thrust
1043303392,-0.0137989,-0.109407,-0.000124307,0.0
1043339376,-0.0141935,-0.110846,0.000217802,0.0
1043367374,-0.00838296,-0.108656,0.00054175,0.0
1043399382,0.0086555,-0.109376,-0.000129514,0.0
1043431399,0.000607162,-0.108457,0.00010511,0.0
1043466362,0.0118133,-0.109124,-0.000157115,0.0
1043497048,0.00844181,-0.108505,-2.06011e-05,0.0
1043528984,0.0109337,-0.109913,-3.76054e-05,0.0
1043561010,0.00716033,-0.110276,8.28644e-06,0.0
1043592932,0.00382185,-0.110596,0.000243395,0.0
1043625548,0.00174011,-0.111795,-0.000152812,0.0
1043657005,-0.00760397,-0.111493,1.90915e-05,0.0
1043688938,-0.011445,-0.112481,1.5522e-05,0.0
1043717040,-0.0153505,-0.112831,3.89514e-05,0.0
1043748934,-0.0300907,-0.112243,0.000220091,0.0
1043781047,-0.0294279,-0.113146,4.46426e-05,0.0
1043812973,-0.040891,-0.11225,0.000176941,0.0
1043846043,-0.0481287,-0.111625,0.000307197,0.0
1043876939,-0.050229,-0.111165,0.000125622,0.0
1043908978,-0.0667303,-0.108498,0.000303291,0.0
1043940986,-0.0662604,-0.106982,0.000151898,0.0
1043969022,-0.0717029,-0.105355,0.000113121,0.0
1044000960,-0.0815595,-0.103238,0.0002974,0.0
1044032989,-0.0763797,-0.103033,0.000169512,0.0
1044065013,-0.0822247,-0.101871,0.000242909,0.0
1044096939,-0.0844274,-0.10124,0.000192153,0.0
1044128983,-0.0781086,-0.101563,9.4017e-05,0.0
1044160968,-0.0867754,-0.100156,0.000330323,0.0
1044192960,-0.0805732,-0.100147,0.000265409,0.0
1044220993,-0.0786522,-0.100566,0.000135398,0.0
1044257204,-0.0847663,-0.101593,0.000193744,0.0
1044288979,-0.0742361,-0.104382,0.000134292,0.0
1044320972,-0.0777153,-0.10555,0.000252386,0.0
1044352950,-0.0734798,-0.106265,0.000261296,0.0
1044384981,-0.0642053,-0.106825,5.4514e-05,0.0
1044417368,-0.0679886,-0.105558,0.000404366,0.0
1044447238,-0.0594517,-0.105259,0.000264126,0.0
1044478660,-0.056485,-0.10483,0.000133316,0.0
1044510583,-0.0603259,-0.10455,0.000371236,0.0
1044542588,-0.0506974,-0.105577,0.000102605,0.0
1044574597,-0.0534308,-0.105168,0.000236892,0.0
1044607150,-0.0492126,-0.104761,0.000378899,0.0
1044634646,-0.037963,-0.104305,-5.43504e-06,0.0
1044667557,-0.0399052,-0.102584,0.000303739,0.0
1044698625,-0.0281564,-0.1023,6.4811e-05,0.0
1044730587,-0.0213547,-0.103346,1.1243e-05,0.0
1044762563,-0.022995,-0.105567,0.000632161,0.393659
1044794548,-0.0126602,-0.109021,0.00114649,0.39617
1044827627,-0.0137432,-0.112949,0.000848483,0.397631
1044858555,-0.0196682,-0.120905,0.00175167,0.391702
1044886548,-0.0213035,-0.12832,0.00179368,0.393502
1044918535,-0.0296869,-0.124965,0.0022324,0.412532
1044950561,-0.0339153,-0.105624,0.00214276,0.442595
1044982560,-0.0314928,-0.0883152,0.00293387,0.468325
1045014543,-0.0337687,-0.0889082,0.00410693,0.483001
1045046538,-0.0322388,-0.107056,0.00518046,0.49279
1045078722,-0.0420806,-0.126324,0.00605207,0.507943
1045106584,-0.0454763,-0.1321,0.00694944,0.516783
1045138870,-0.0360381,-0.128518,0.00813617,0.537427
1045170555,-0.0199733,-0.11657,0.00984092,0.550612
1045202564,-0.00661626,-0.101859,0.0116783,0.566327
1045234552,-0.00748475,-0.0870434,0.0135828,0.577803
1045266586,-0.00170851,-0.0747112,0.0163037,0.58583
1045299174,0.00231454,-0.0644995,0.0191492,0.594953
1045330578,-0.000192506,-0.0528881,0.0226313,0.60162
1045359068,0.00223786,-0.0425228,0.0261199,0.609071
1045392171,0.0109604,-0.0308526,0.0306015,0.621738
1045424174,0.0167295,-0.0185596,0.0352542,0.627278
1045456238,0.0197003,-0.00587937,0.0406326,0.631518
1045488971,0.0239055,0.0134418,0.0465229,0.63512
1045516246,0.026095,0.0268007,0.0519165,0.63675
1045549198,0.0336297,0.00997227,0.0583395,0.632511
1045580159,0.0382709,-0.118915,0.0644602,0.619717
1045612234,0.0294971,-0.122961,0.0712682,0.611625
1045644220,0.0485561,-0.146782,0.0781116,0.601787
1045676259,0.0692158,-0.310824,0.0843032,0.595879
1045709666,0.0877256,-0.292064,0.0912979,0.584101
1045740173,0.149785,-0.276254,0.0984291,0.557345
1045769359,0.260799,-0.270187,0.104218,0.558805
1045800208,0.404344,-0.314235,0.110697,0.549873
1045832179,0.364212,-0.262641,0.115434,0.527141
1045864184,0.281097,-0.17686,0.120074,0.504913
1045896138,0.174899,-0.0731094,0.124193,0.512345
1045928180,0.0424047,0.0398476,0.127842,0.539512
1045960262,-0.0719045,0.225223,0.131349,0.559215
1045992184,0.0346661,0.235094,0.135055,0.557112
1046020240,0.150789,0.229221,0.137613,0.55764
1046052210,0.13863,0.224382,0.141394,0.564025
1046084170,0.0700499,0.331788,0.143315,0.59433
1046116231,0.00534204,0.313796,0.146185,0.621577
1046148191,-0.0514852,0.271985,0.149427,0.656254
1046180496,-0.224364,0.325741,0.152177,0.672241
1046212215,-0.237544,0.295124,0.155774,0.681616
1046244146,-0.182013,0.194554,0.160329,0.693667
1046272183,-0.109264,0.0925955,0.165229,0.694883
1046304991,-0.0879355,0.0272331,0.169401,0.686842
1046337853,-0.0763366,0.0150853,0.17384,0.67508
1046370176,0.0318323,-0.0572864,0.179505,0.661835
1046401812,0.150576,-0.114547,0.190846,0.620883
1046430256,0.136389,-0.124627,0.193653,0.599581
1046461845,0.137591,-0.154964,0.194457,0.583735
1046493739,0.114883,-0.157032,0.199135,0.58862
1046525810,0.0382202,-0.163964,0.203609,0.579821
1046557834,0.042559,-0.162113,0.208009,0.571736
1046590376,0.0347468,-0.156357,0.212144,0.544795
1046621760,-0.18085,-0.161685,0.217521,0.515678
1046653829,-0.19758,-0.142493,0.228967,0.506109
1046681811,-0.129175,-0.114117,0.234255,0.522828
1046713817,-0.0812233,-0.0932195,0.231877,0.534799
1046745757,-0.0407539,-0.0831986,0.233314,0.55351
1046777877,0.0306425,-0.0966061,0.23924,0.588034
1046811172,0.0745205,-0.110175,0.244275,0.622942
1046841809,0.155142,-0.0867798,0.249038,0.630887
1046873766,0.212146,-0.0752331,0.254174,0.631276
1046905811,0.229947,-0.141628,0.258805,0.617218
1046933790,0.170922,-0.125345,0.263013,0.604631
1046965845,0.153146,-0.108089,0.267273,0.600195
1046997843,0.281282,-0.129517,0.274033,0.600648
1047029863,0.233258,-0.120001,0.285008,0.596978
1047061812,0.0423191,-0.14332,0.295574,0.581221
1047093834,0.0408885,-0.117584,0.295487,0.563261
1047125738,0.0286493,-0.0752802,0.292697,0.553329
1047157893,-0.147057,-0.0423343,0.309772,0.557637
1047185747,-0.146064,-0.0247654,0.324412,0.560571
1047217880,-0.0915082,-0.00397512,0.331574,0.566211
1047249797,-0.00301912,-0.00470362,0.331156,0.57305
1047283417,0.0774754,-0.0335347,0.337939,0.580828
1047315419,0.0895946,-0.0348353,0.342509,0.587627
1047343337,0.0904164,-0.0194184,0.343452,0.592932
1047375431,0.104449,0.0740225,0.350626,0.602755
1047407393,0.113646,0.104702,0.35995,0.603499
1047439404,0.132519,0.0956611,0.369267,0.606353
1047471764,0.148883,0.0694622,0.363536,0.6163
1047503409,0.0677129,0.0499378,0.32866,0.646355
1047535388,0.0623105,0.0233089,0.328929,0.675189
1047567433,0.124988,-0.00545491,0.337461,0.685846
1047595420,0.206403,-0.103192,0.335704,0.678893
1047627341,0.182028,-0.14807,0.327286,0.673576
1047659348,0.13405,-0.140473,0.332422,0.667792
1047692107,0.087062,-0.127127,0.333685,0.659929
1047723385,0.0440995,-0.108206,0.32525,0.650527
1047755528,-0.0010347,-0.0652559,0.325014,0.639069
1047787353,-0.158414,0.0167385,0.343637,0.613661
1047819377,-0.17902,0.00686659,0.336031,0.604637
1047847360,-0.141725,-0.0189499,0.323945,0.59855
1047883399,-0.128393,0.012734,0.302603,0.60715
1047915410,-0.219053,0.143075,0.319179,0.600183
1047947433,-0.228368,0.208659,0.33774,0.584323
1047979424,-0.198391,0.235126,0.342758,0.553327
1048011378,-0.157455,0.250001,0.335502,0.525551
1048043353,-0.114469,0.218525,0.332935,0.553004
1048075482,-0.0824075,0.171559,0.320641,0.588169
1048107403,-0.0401045,0.128649,0.303109,0.610923
1048139421,0.119418,0.0614342,0.293375,0.623782
1048171374,0.175555,-0.00145955,0.299276,0.631433
1048203654,0.146476,-0.038441,0.29744,0.634315
1048235439,0.0551448,-0.0485756,0.271066,0.636337
1048264959,0.0419591,-0.0652348,0.264151,0.634327
1048297022,0.0295224,-0.0821026,0.26407,0.633853
1048329002,0.0251312,-0.100118,0.257997,0.630487
1048361091,-0.000890683,-0.121048,0.241413,0.630079
1048393701,-0.0375197,-0.13057,0.218571,0.626624
1048420998,-0.0355446,-0.136665,0.211801,0.626667
1048453361,-0.0934916,-0.240157,0.207654,0.626785
1048485014,-0.140579,-0.236444,0.199974,0.62459
1048517011,-0.140036,-0.175312,0.191063,0.625447
1048548943,-0.132986,-0.119621,0.18055,0.623628
1048580998,-0.111625,-0.10641,0.170781,0.622932
1048613241,-0.0775034,-0.136287,0.163033,0.619201
1048645053,-0.0549253,-0.121848,0.15521,0.616585
1048676996,-0.036102,-0.0972599,0.147003,0.616468
1048705044,-0.0263153,-0.0753126,0.140169,0.614855
1048737022,-0.0176906,-0.0521687,0.13183,0.615016
1048769001,-0.0159229,-0.0327448,0.123908,0.613545
1048800938,-0.0178004,-0.0150113,0.115553,0.612806
1048833757,-0.0177676,0.00180804,0.106989,0.610994
1048864995,-0.0204292,0.0057673,0.0981815,0.611788
1048897013,-0.0228968,-0.000742806,0.088896,0.611211
1048925011,-0.0195106,-0.00176051,0.0813639,0.610531
1048957019,-0.018831,-0.00191074,0.0692204,0.594312
1048989015,-0.0190894,-0.00720125,0.0608206,0.586272
1049020991,-0.0292258,-0.00939462,0.0527258,0.586181
1049053992,-0.0451071,0.0148644,0.0437305,0.603625
1049084966,-0.0517072,0.0335555,0.0343227,0.61577
1049117053,-0.0658164,0.0493972,0.024897,0.615499
1049148998,-0.072965,0.0796252,0.0169673,0.615454
1049177114,-0.0785103,0.147391,0.00945243,0.61538
1049210634,-0.081872,0.141206,0.0017991,0.614882
1049242575,-0.0773463,0.159527,-0.00564783,0.615216
1049274598,-0.0683042,0.151847,-0.0137922,0.617581
1049306602,-0.0587429,0.151165,-0.032906,0.623831
1049334601,-0.0626349,0.148018,-0.0472895,0.62621
1049366630,-0.0758374,0.132018,-0.0532788,0.623696
1049398627,-0.224126,0.139468,-0.0437952,0.61771
1049430536,-0.286052,0.136004,-0.0608584,0.613416
1049462628,-0.288777,0.124475,-0.0812561,0.61189
1049494789,-0.246655,0.102826,-0.0855159,0.611047
1049526616,-0.259391,0.0722316,-0.0695348,0.611079
1049558589,-0.217333,0.0372243,-0.0723859,0.611956
1049586624,-0.152195,0.00256445,-0.0757618,0.611419
1049618580,-0.0566381,-0.0640562,-0.0794537,0.614124
1049650575,-0.0162458,-0.102199,-0.0833936,0.612013
1049682574,-0.0135176,-0.115681,-0.0871378,0.614354
1049714890,-0.015717,-0.110108,-0.0903693,0.61186
1049746570,0.0900827,-0.167931,-0.0944481,0.610411
1049778645,0.11597,-0.157538,-0.0978756,0.609427
1049810590,0.11697,-0.121609,-0.10096,0.605109
1049838658,0.129869,-0.0890888,-0.103806,0.599676
1049870581,0.199058,-0.0713421,-0.10738,0.596568
1049902640,0.207701,-0.0622035,-0.111525,0.59719
1049935151,0.289474,-0.087981,-0.116354,0.597283
1049966666,0.333308,-0.115611,-0.121618,0.596585
1049998643,0.330353,-0.132667,-0.127319,0.594843
1050030618,0.276129,-0.118543,-0.132888,0.596988
1050062629,0.21518,-0.106937,-0.138772,0.598301
1050095492,0.168747,-0.0931912,-0.144834,0.594935
1050127415,0.128876,-0.0422581,-0.151268,0.592513
1050160175,0.163646,0.02277,-0.158037,0.595856
1050192228,0.312575,0.107,-0.165075,0.597029
1050220388,0.404385,0.152641,-0.171598,0.595101
1050256516,0.266194,0.111616,-0.179054,0.59146
1050288142,0.176527,0.0706509,-0.185354,0.589992
1050320196,0.10351,0.034034,-0.19119,0.58962
1050352162,0.0160957,0.00189285,-0.197278,0.587511
1050384137,-0.00224857,-0.0474006,-0.202765,0.589128
1050416185,-0.090333,-0.115406,-0.207871,0.59763
1050444151,-0.0978816,-0.14143,-0.212383,0.603712
1050476185,0.073574,-0.200148,-0.21579,0.615317
1050508138,-0.00265276,-0.170757,-0.221319,0.621646
1050540171,-0.121801,-0.127152,-0.226703,0.626217
1050572148,-0.234933,-0.112649,-0.23096,0.626849
1050604174,-0.233232,-0.109839,-0.234256,0.621966
1050636543,-0.242589,-0.129772,-0.237064,0.61539
1050668192,-0.216807,-0.153203,-0.238867,0.612838
1050696882,-0.191489,-0.191114,-0.23939,0.613139
1050728167,-0.168135,-0.218628,-0.239245,0.6117
1050760183,-0.149624,-0.184552,-0.23865,0.612229
1050792389,-0.133383,-0.162081,-0.237093,0.613175
1050824163,-0.126104,-0.138952,-0.234313,0.609855
1050856875,-0.116305,-0.131068,-0.230362,0.61214
1050888188,-0.103329,-0.0882653,-0.2257,0.609826
1050920175,-0.0905931,-0.0363478,-0.219953,0.612642
1050948216,-0.0832785,-0.0126194,-0.214407,0.61475
1050980199,-0.0781511,0.0196612,-0.206833,0.614236
1051012180,-0.0745384,0.115247,-0.199519,0.609225
1051044165,-0.0776008,0.139272,-0.191119,0.601546
1051077171,-0.0847955,0.138455,-0.18221,0.59794
1051108209,-0.0859757,0.143137,-0.173081,0.592724
1051137739,-0.0873694,0.123117,-0.164377,0.59439
1051169865,-0.0865355,0.0974139,-0.153872,0.597733
1051201794,-0.0847421,0.0759159,-0.144341,0.601949
1051233764,-0.0803939,0.0546103,-0.133731,0.602473
1051265777,-0.0761452,0.0493768,-0.122854,0.603946
1051298093,-0.0720891,0.133164,-0.112233,0.602967
1051329826,-0.0651443,0.173208,-0.101087,0.603291
1051358052,-0.0581767,0.182369,-0.0913077,0.603203
1051389830,-0.0569907,0.15165,-0.0803816,0.600398
1051421753,-0.0562065,0.119623,-0.0689676,0.598605
1051453740,-0.059354,0.091103,-0.0580495,0.595597
1051485783,-0.0672906,0.0676109,-0.0469228,0.597821
1051518536,-0.07223,0.0517652,-0.0358684,0.59927
1051549779,-0.0695679,0.0369313,-0.0247073,0.591907
1051581775,-0.0728281,0.0234308,-0.0135568,0.589874
1051609827,-0.076887,0.0139687,-0.0043339,0.590748
1051641745,-0.0773284,0.00360816,0.00681414,0.601558
1051673777,-0.083858,-0.00496506,0.0173288,0.60883
1051705764,-0.0954499,-0.0124781,0.0280057,0.612433
1051738488,-0.124624,-0.0235919,0.0387629,0.609658
1051769770,-0.285245,-0.038014,0.0490002,0.604422
1051801790,-0.291187,-0.0532868,0.0597872,0.601479
1051833809,-0.202616,-0.0642312,0.0704157,0.598212
1051861886,-0.125383,-0.0692063,0.0803111,0.585828
1051893758,-0.114935,-0.0672413,0.0905826,0.575796
