timestamp,load,ram_usage
1043258750,0.716918,0.868302
1044262131,0.706976,0.869928
1045269303,0.710872,0.869928
1046271300,0.702231,0.868302
1047272426,0.709005,0.867692
1048275635,0.718959,0.869928
1049276434,0.706456,0.869928
1050277784,0.704998,0.868302
1051280125,0.699834,0.867692
1052282035,0.713932,0.869928
1053283856,0.697658,0.868302
1054284372,0.708059,0.868302
1055285644,0.718002,0.869928
1056287300,0.706261,0.869928
1057288376,0.699686,0.868302
1058290612,0.705742,0.867692
1059292966,0.708831,0.869928
1060294970,0.701919,0.868302
1061295329,0.70185,0.868302
1062297200,0.72132,0.869928
1063299069,0.704072,0.869928
1064302547,0.716864,0.868302
1065303553,0.704216,0.867692
1066305875,0.713974,0.869928
1067308758,0.698782,0.868302
1068309401,0.708157,0.868302
1069310801,0.725593,0.869928
1070311823,0.707241,0.869928
1071312646,0.702627,0.868302
1072313326,0.708622,0.867692
1073314724,0.717421,0.869928
1074315581,0.696104,0.869928
1075317902,0.707595,0.868302
1076321866,0.711318,0.869928
1077323044,0.717981,0.869928
1078324640,0.707558,0.868302
1079326162,0.711195,0.867692
1080327365,0.713783,0.869928
1081328651,0.702151,0.869928
1082329796,0.702255,0.868302
1083331612,0.707849,0.867692
1084333208,0.712637,0.869928
1085334632,0.705749,0.868302
1086336313,0.707978,0.868302
1087338188,0.721831,0.869928
1088340207,0.709623,0.869928
1089342025,0.704588,0.868302
1090343718,0.697311,0.867692
1091346962,0.715513,0.869928
1092347855,0.706646,0.868302
1093348467,0.707648,0.868302
1094349329,0.72211,0.869928
1095350329,0.706274,0.869928
1096351722,0.706341,0.868302
1097353773,0.703666,0.867692
1098356543,0.715497,0.869928
1099362153,0.696438,0.869928
1100369931,0.706195,0.868302
1101373313,0.706742,0.869928
1102376615,0.70799,0.869928
1103377686,0.708145,0.868302
1104378389,0.704128,0.867692
1105381996,0.711151,0.869928
1106382884,0.710313,0.869928
1107388420,0.704277,0.868302
1108392225,0.702504,0.867692
1109394031,0.718513,0.869928
1110394807,0.707992,0.868302
1111396425,0.708559,0.868302
1112398887,0.720734,0.869928
1113399738,0.691985,0.869928
1114402792,0.697223,0.868302
1115404361,0.708286,0.867692
1116405448,0.719773,0.869928
1117407074,0.702875,0.868302
1118408487,0.702668,0.868302
1119409725,0.713048,0.869928
1120411590,0.702456,0.869928
1121413392,0.703113,0.868302
1122414830,0.70346,0.867692
1123416151,0.722441,0.869928
1124417404,0.699826,0.868302
1125419169,0.704286,0.868302
1126420661,0.712326,0.869928
1127422714,0.701834,0.869928
1128424757,0.692312,0.868302
1129425986,0.70974,0.867692
1130427708,0.71501,0.869928
1131429920,0.701251,0.869928
1132430961,0.699882,0.868302
1133432480,0.699743,0.869928
1134434034,0.72003,0.869928
1135435559,0.707163,0.868302
1136437203,0.703648,0.868302
1137439560,0.718132,0.869928
1138440647,0.696491,0.869928
1139442798,0.700819,0.868302
1140444547,0.707871,0.867692
1141445805,0.721413,0.869928
1142447015,0.701202,0.868302
1143450937,0.694541,0.868302
1144454904,0.710644,0.869928
1145455542,0.698173,0.869928
1146456995,0.708945,0.868302
1147457640,0.707538,0.867692
1148457376,0.719788,0.869928
1149460365,0.698583,0.868302
1150461863,0.704425,0.868302
1151462369,0.708839,0.869928
1152465921,0.70517,0.869928
1153467510,0.708087,0.868302
1154468590,0.708359,0.867692
1155470081,0.714209,0.869928
1156472178,0.701695,0.869928
1157473974,0.707305,0.868302
1158476509,0.70875,0.869928
1159480473,0.705606,0.869928
1160482714,0.699995,0.868302
1161483735,0.703541,0.867692
1162485210,0.720583,0.869928
1163486630,0.700516,0.869928
1164487962,0.705415,0.868302
1165489715,0.710226,0.867692
1166492154,0.71068,0.869928
1167492528,0.706052,0.868302
1168493856,0.699223,0.868302
1169496161,0.712966,0.869928
1170497825,0.706849,0.869928
1171499494,0.706924,0.868302
1172500646,0.705037,0.867692
1173502696,0.719876,0.869928
1174504667,0.69186,0.868302
1175506490,0.687227,0.868302
1176507745,0.707996,0.869928
